"IM Race-Ethnicity no Unknown","Age at death 18_Age Categories for NordPred","IM Subsite","IM Histology with All","IM 5-year LATEST","Crude Rate","Count","Population"
1,10,1,1,0,0.27,13,4772813
1,10,1,1,1,0.24,13,5417855
1,10,1,1,2,0.18,10,5447256
1,10,1,1,3,0.21,11,5217477
1,10,1,2,0,^,^,4772813
1,10,1,2,1,^,^,5417855
1,10,1,2,2,^,^,5447256
1,10,1,2,3,^,^,5217477
1,10,2,0,0,1.49,71,4772813
1,10,2,0,1,1.81,98,5417855
1,10,2,0,2,1.52,83,5447256
1,10,2,0,3,1.36,71,5217477
1,10,2,1,0,1.42,68,4772813
1,10,2,1,1,1.74,94,5417855
1,10,2,1,2,1.47,80,5447256
1,10,2,1,3,1.32,69,5217477
1,10,2,2,0,^,^,4772813
1,10,2,2,1,^,^,5417855
1,10,2,2,2,^,^,5447256
1,10,2,2,3,^,^,5217477
1,10,3,0,0,1.05,50,4772813
1,10,3,0,1,1.07,58,5417855
1,10,3,0,2,1.10,60,5447256
1,10,3,0,3,0.79,41,5217477
1,10,3,1,0,0.84,40,4772813
1,10,3,1,1,0.89,48,5417855
1,10,3,1,2,0.88,48,5447256
1,10,3,1,3,0.65,34,5217477
1,10,3,2,0,^,^,4772813
1,10,3,2,1,^,^,5417855
1,10,3,2,2,^,^,5447256
1,10,3,2,3,^,^,5217477
1,11,0,0,0,5.27,208,3945345
1,11,0,0,1,5.64,265,4698025
1,11,0,0,2,4.97,266,5354957
1,11,0,0,3,4.26,226,5306893
1,11,0,1,0,4.56,180,3945345
1,11,0,1,1,4.98,234,4698025
1,11,0,1,2,4.63,248,5354957
1,11,0,1,3,3.73,198,5306893
1,11,0,2,0,^,^,3945345
1,11,0,2,1,0.26,12,4698025
1,11,0,2,2,^,^,5354957
1,11,0,2,3,^,^,5306893
1,11,1,0,0,0.53,21,3945345
1,11,1,0,1,0.85,40,4698025
1,11,1,0,2,0.65,35,5354957
1,11,1,0,3,0.28,15,5306893
1,11,1,1,0,0.48,19,3945345
1,11,1,1,1,0.77,36,4698025
1,11,1,1,2,0.65,35,5354957
1,11,1,1,3,0.21,11,5306893
1,11,1,2,0,^,^,3945345
1,11,1,2,1,^,^,4698025
1,11,1,2,2,^,^,5354957
1,11,1,2,3,^,^,5306893
1,11,2,0,0,2.43,96,3945345
1,11,2,0,1,2.66,125,4698025
1,11,2,0,2,2.54,136,5354957
1,11,2,0,3,2.37,126,5306893
1,11,2,1,0,2.33,92,3945345
1,11,2,1,1,2.49,117,4698025
1,11,2,1,2,2.47,132,5354957
1,11,2,1,3,2.24,119,5306893
1,11,2,2,0,^,^,3945345
1,11,2,2,1,^,^,4698025
1,11,2,2,2,^,^,5354957
1,11,2,2,3,^,^,5306893
1,11,3,0,0,2.31,91,3945345
1,11,3,0,1,2.13,100,4698025
1,11,3,0,2,1.77,95,5354957
1,11,3,0,3,1.60,85,5306893
1,11,3,1,0,1.75,69,3945345
1,11,3,1,1,1.72,81,4698025
1,11,3,1,2,1.51,81,5354957
1,11,3,1,3,1.28,68,5306893
1,11,3,2,0,^,^,3945345
1,11,3,2,1,^,^,4698025
1,11,3,2,2,^,^,5354957
1,11,3,2,3,^,^,5306893
1,12,0,0,0,7.28,210,2886006
1,12,0,0,1,7.37,279,3786135
1,12,0,0,2,7.39,336,4546574
1,12,0,0,3,6.71,344,5130141
1,12,0,1,0,6.62,191,2886006
1,12,0,1,1,6.13,232,3786135
1,12,0,1,2,6.42,292,4546574
1,12,0,1,3,5.89,302,5130141
1,12,0,2,0,^,^,2886006
1,12,0,2,1,^,^,3786135
1,12,0,2,2,^,^,4546574
1,12,0,2,3,0.25,13,5130141
1,12,1,0,0,0.66,19,2886006
1,12,1,0,1,0.77,29,3786135
1,12,1,0,2,0.73,33,4546574
1,12,1,0,3,0.86,44,5130141
1,12,1,1,0,0.66,19,2886006
1,12,1,1,1,0.66,25,3786135
1,12,1,1,2,0.62,28,4546574
1,12,1,1,3,0.76,39,5130141
1,12,1,2,0,^,^,2886006
1,12,1,2,1,^,^,3786135
1,12,1,2,2,^,^,4546574
1,12,1,2,3,^,^,5130141
1,12,2,0,0,3.95,114,2886006
1,12,2,0,1,3.80,144,3786135
1,12,2,0,2,4.18,190,4546574
1,12,2,0,3,3.31,170,5130141
1,12,2,1,0,3.64,105,2886006
1,12,2,1,1,3.51,133,3786135
1,12,2,1,2,3.87,176,4546574
1,12,2,1,3,3.00,154,5130141
1,12,2,2,0,^,^,2886006
1,12,2,2,1,^,^,3786135
1,12,2,2,2,^,^,4546574
1,12,2,2,3,^,^,5130141
1,12,3,0,0,2.67,77,2886006
1,12,3,0,1,2.80,106,3786135
1,12,3,0,2,2.49,113,4546574
1,12,3,0,3,2.53,130,5130141
1,12,3,1,0,2.32,67,2886006
1,12,3,1,1,1.95,74,3786135
1,12,3,1,2,1.94,88,4546574
1,12,3,1,3,2.12,109,5130141
1,12,3,2,0,^,^,2886006
1,12,3,2,1,^,^,3786135
1,12,3,2,2,^,^,4546574
1,12,3,2,3,^,^,5130141
1,13,0,0,0,12.70,283,2228761
1,13,0,0,1,12.06,324,2687547
1,13,0,0,2,10.83,385,3553884
1,13,0,0,3,9.96,424,4256135
1,13,0,1,0,10.99,245,2228761
1,13,0,1,1,10.72,288,2687547
1,13,0,1,2,9.43,335,3553884
1,13,0,1,3,8.55,364,4256135
1,13,0,2,0,^,^,2228761
1,13,0,2,1,^,^,2687547
1,13,0,2,2,0.51,18,3553884
1,13,0,2,3,0.40,17,4256135
1,13,1,0,0,1.12,25,2228761
1,13,1,0,1,1.30,35,2687547
1,13,1,0,2,1.04,37,3553884
1,13,1,0,3,1.01,43,4256135
1,13,1,1,0,0.99,22,2228761
1,13,1,1,1,1.15,31,2687547
1,13,1,1,2,0.96,34,3553884
1,13,1,1,3,0.92,39,4256135
1,13,1,2,0,^,^,2228761
1,13,1,2,1,^,^,2687547
1,13,1,2,2,^,^,3553884
1,13,1,2,3,^,^,4256135
1,13,2,0,0,7.04,157,2228761
1,13,2,0,1,6.21,167,2687547
1,13,2,0,2,6.11,217,3553884
1,13,2,0,3,5.29,225,4256135
1,13,2,1,0,6.55,146,2228761
1,13,2,1,1,5.73,154,2687547
1,13,2,1,2,5.68,202,3553884
1,13,2,1,3,4.77,203,4256135
1,13,2,2,0,^,^,2228761
1,13,2,2,1,^,^,2687547
1,13,2,2,2,^,^,3553884
1,13,2,2,3,^,^,4256135
1,13,3,0,0,4.53,101,2228761
1,13,3,0,1,4.54,122,2687547
1,13,3,0,2,3.69,131,3553884
1,13,3,0,3,3.67,156,4256135
1,13,3,1,0,3.45,77,2228761
1,13,3,1,1,3.83,103,2687547
1,13,3,1,2,2.79,99,3553884
1,13,3,1,3,2.87,122,4256135
1,13,3,2,0,^,^,2228761
1,13,3,2,1,^,^,2687547
1,13,3,2,2,0.28,10,3553884
1,13,3,2,3,^,^,4256135
1,14,0,0,0,19.37,343,1771218
1,14,0,0,1,18.84,380,2017451
1,14,0,0,2,15.16,376,2480821
1,14,0,0,3,14.18,458,3228840
1,14,0,1,0,17.73,314,1771218
1,14,0,1,1,16.80,339,2017451
1,14,0,1,2,13.02,323,2480821
1,14,0,1,3,12.23,395,3228840
1,14,0,2,0,^,^,1771218
1,14,0,2,1,^,^,2017451
1,14,0,2,2,0.73,18,2480821
1,14,0,2,3,0.56,18,3228840
1,14,1,0,0,1.81,32,1771218
1,14,1,0,1,2.28,46,2017451
1,14,1,0,2,1.33,33,2480821
1,14,1,0,3,1.86,60,3228840
1,14,1,1,0,1.64,29,1771218
1,14,1,1,1,2.13,43,2017451
1,14,1,1,2,1.21,30,2480821
1,14,1,1,3,1.67,54,3228840
1,14,1,2,0,^,^,1771218
1,14,1,2,1,^,^,2017451
1,14,1,2,2,^,^,2480821
1,14,1,2,3,^,^,3228840
1,14,2,0,0,10.22,181,1771218
1,14,2,0,1,9.57,193,2017451
1,14,2,0,2,8.79,218,2480821
1,14,2,0,3,8.15,263,3228840
1,14,2,1,0,9.94,176,1771218
1,14,2,1,1,9.02,182,2017451
1,14,2,1,2,7.86,195,2480821
1,14,2,1,3,7.40,239,3228840
1,14,2,2,0,^,^,1771218
1,14,2,2,1,^,^,2017451
1,14,2,2,2,0.48,12,2480821
1,14,2,2,3,0.34,11,3228840
1,14,3,0,0,7.34,130,1771218
1,14,3,0,1,6.99,141,2017451
1,14,3,0,2,5.04,125,2480821
1,14,3,0,3,4.18,135,3228840
1,14,3,1,0,6.15,109,1771218
1,14,3,1,1,5.65,114,2017451
1,14,3,1,2,3.95,98,2480821
1,14,3,1,3,3.16,102,3228840
1,14,3,2,0,^,^,1771218
1,14,3,2,1,^,^,2017451
1,14,3,2,2,^,^,2480821
1,14,3,2,3,^,^,3228840
1,15,0,0,0,27.04,374,1383310
1,15,0,0,1,25.95,393,1514350
1,15,0,0,2,23.77,418,1758290
1,15,0,0,3,18.62,408,2190632
1,15,0,1,0,23.06,319,1383310
1,15,0,1,1,23.38,354,1514350
1,15,0,1,2,21.10,371,1758290
1,15,0,1,3,16.21,355,2190632
1,15,0,2,0,^,^,1383310
1,15,0,2,1,^,^,1514350
1,15,0,2,2,0.97,17,1758290
1,15,0,2,3,0.96,21,2190632
1,15,1,0,0,2.17,30,1383310
1,15,1,0,1,1.72,26,1514350
1,15,1,0,2,3.01,53,1758290
1,15,1,0,3,2.37,52,2190632
1,15,1,1,0,1.88,26,1383310
1,15,1,1,1,1.72,26,1514350
1,15,1,1,2,2.84,50,1758290
1,15,1,1,3,2.01,44,2190632
1,15,1,2,0,^,^,1383310
1,15,1,2,1,^,^,1514350
1,15,1,2,2,^,^,1758290
1,15,1,2,3,^,^,2190632
1,15,2,0,0,14.39,199,1383310
1,15,2,0,1,15.39,233,1514350
1,15,2,0,2,12.06,212,1758290
1,15,2,0,3,10.27,225,2190632
1,15,2,1,0,12.87,178,1383310
1,15,2,1,1,14.46,219,1514350
1,15,2,1,2,11.15,196,1758290
1,15,2,1,3,9.40,206,2190632
1,15,2,2,0,^,^,1383310
1,15,2,2,1,^,^,1514350
1,15,2,2,2,0.57,10,1758290
1,15,2,2,3,^,^,2190632
1,15,3,0,0,10.48,145,1383310
1,15,3,0,1,8.85,134,1514350
1,15,3,0,2,8.70,153,1758290
1,15,3,0,3,5.98,131,2190632
1,15,3,1,0,8.31,115,1383310
1,15,3,1,1,7.20,109,1514350
1,15,3,1,2,7.11,125,1758290
1,15,3,1,3,4.79,105,2190632
1,15,3,2,0,^,^,1383310
1,15,3,2,1,^,^,1514350
1,15,3,2,2,^,^,1758290
1,15,3,2,3,^,^,2190632
1,16,0,0,0,37.59,394,1048031
1,16,0,0,1,40.57,444,1094326
1,16,0,0,2,34.94,432,1236443
1,16,0,0,3,26.51,392,1478680
1,16,0,1,0,31.96,335,1048031
1,16,0,1,1,35.09,384,1094326
1,16,0,1,2,30.65,379,1236443
1,16,0,1,3,22.18,328,1478680
1,16,0,2,0,^,^,1048031
1,16,0,2,1,0.91,10,1094326
1,16,0,2,2,1.05,13,1236443
1,16,0,2,3,1.42,21,1478680
1,16,1,0,0,2.58,27,1048031
1,16,1,0,1,2.56,28,1094326
1,16,1,0,2,3.15,39,1236443
1,16,1,0,3,2.50,37,1478680
1,16,1,1,0,2.19,23,1048031
1,16,1,1,1,2.28,25,1094326
1,16,1,1,2,2.91,36,1236443
1,16,1,1,3,2.23,33,1478680
1,16,1,2,0,^,^,1048031
1,16,1,2,1,^,^,1094326
1,16,1,2,2,^,^,1236443
1,16,1,2,3,^,^,1478680
1,16,2,0,0,21.56,226,1048031
1,16,2,0,1,24.86,272,1094326
1,16,2,0,2,20.79,257,1236443
1,16,2,0,3,14.68,217,1478680
1,16,2,1,0,19.75,207,1048031
1,16,2,1,1,23.12,253,1094326
1,16,2,1,2,19.49,241,1236443
1,16,2,1,3,13.05,193,1478680
1,16,2,2,0,^,^,1048031
1,16,2,2,1,^,^,1094326
1,16,2,2,2,^,^,1236443
1,16,2,2,3,^,^,1478680
1,16,3,0,0,13.45,141,1048031
1,16,3,0,1,13.16,144,1094326
1,16,3,0,2,11.00,136,1236443
1,16,3,0,3,9.33,138,1478680
1,16,3,1,0,10.02,105,1048031
1,16,3,1,1,9.69,106,1094326
1,16,3,1,2,8.25,102,1236443
1,16,3,1,3,6.90,102,1478680
1,16,3,2,0,^,^,1048031
1,16,3,2,1,^,^,1094326
1,16,3,2,2,^,^,1236443
1,16,3,2,3,0.81,12,1478680
1,17,0,0,0,50.04,337,673499
1,17,0,0,1,52.88,391,739386
1,17,0,0,2,42.31,346,817823
1,17,0,0,3,36.24,349,963119
1,17,0,1,0,42.76,288,673499
1,17,0,1,1,44.23,327,739386
1,17,0,1,2,35.95,294,817823
1,17,0,1,3,30.32,292,963119
1,17,0,2,0,^,^,673499
1,17,0,2,1,2.57,19,739386
1,17,0,2,2,1.59,13,817823
1,17,0,2,3,1.66,16,963119
1,17,1,0,0,3.12,21,673499
1,17,1,0,1,4.87,36,739386
1,17,1,0,2,3.67,30,817823
1,17,1,0,3,3.01,29,963119
1,17,1,1,0,2.97,20,673499
1,17,1,1,1,4.46,33,739386
1,17,1,1,2,3.42,28,817823
1,17,1,1,3,2.49,24,963119
1,17,1,2,0,^,^,673499
1,17,1,2,1,^,^,739386
1,17,1,2,2,^,^,817823
1,17,1,2,3,^,^,963119
1,17,2,0,0,27.47,185,673499
1,17,2,0,1,28.54,211,739386
1,17,2,0,2,23.35,191,817823
1,17,2,0,3,21.39,206,963119
1,17,2,1,0,25.69,173,673499
1,17,2,1,1,25.97,192,739386
1,17,2,1,2,21.40,175,817823
1,17,2,1,3,19.62,189,963119
1,17,2,2,0,^,^,673499
1,17,2,2,1,^,^,739386
1,17,2,2,2,^,^,817823
1,17,2,2,3,^,^,963119
1,17,3,0,0,19.45,131,673499
1,17,3,0,1,19.48,144,739386
1,17,3,0,2,15.28,125,817823
1,17,3,0,3,11.84,114,963119
1,17,3,1,0,14.11,95,673499
1,17,3,1,1,13.80,102,739386
1,17,3,1,2,11.13,91,817823
1,17,3,1,3,8.20,79,963119
1,17,3,2,0,^,^,673499
1,17,3,2,1,1.35,10,739386
1,17,3,2,2,^,^,817823
1,17,3,2,3,^,^,963119
1,18,0,0,0,69.88,401,573816
1,18,0,0,1,72.45,461,636330
1,18,0,0,2,54.08,415,767312
1,18,0,0,3,48.28,441,913431
1,18,0,1,0,57.34,329,573816
1,18,0,1,1,61.29,390,636330
1,18,0,1,2,43.66,335,767312
1,18,0,1,3,39.85,364,913431
1,18,0,2,0,^,^,573816
1,18,0,2,1,^,^,636330
1,18,0,2,2,1.56,12,767312
1,18,0,2,3,1.53,14,913431
1,18,1,0,0,4.53,26,573816
1,18,1,0,1,4.87,31,636330
1,18,1,0,2,3.65,28,767312
1,18,1,0,3,2.52,23,913431
1,18,1,1,0,3.83,22,573816
1,18,1,1,1,4.24,27,636330
1,18,1,1,2,3.39,26,767312
1,18,1,1,3,2.52,23,913431
1,18,1,2,0,^,^,573816
1,18,1,2,1,^,^,636330
1,18,1,2,2,^,^,767312
1,18,1,2,3,^,^,913431
1,18,2,0,0,37.82,217,573816
1,18,2,0,1,41.02,261,636330
1,18,2,0,2,31.28,240,767312
1,18,2,0,3,29.89,273,913431
1,18,2,1,0,34.68,199,573816
1,18,2,1,1,39.13,249,636330
1,18,2,1,2,28.54,219,767312
1,18,2,1,3,27.70,253,913431
1,18,2,2,0,^,^,573816
1,18,2,2,1,^,^,636330
1,18,2,2,2,^,^,767312
1,18,2,2,3,^,^,913431
1,18,3,0,0,27.53,158,573816
1,18,3,0,1,26.56,169,636330
1,18,3,0,2,19.16,147,767312
1,18,3,0,3,15.87,145,913431
1,18,3,1,0,18.82,108,573816
1,18,3,1,1,17.92,114,636330
1,18,3,1,2,11.73,90,767312
1,18,3,1,3,9.63,88,913431
1,18,3,2,0,^,^,573816
1,18,3,2,1,^,^,636330
1,18,3,2,2,^,^,767312
1,18,3,2,3,^,^,913431
1,19,0,0,0,4.15,2892,69616567
1,19,0,0,1,4.57,3327,72788132
1,19,0,0,2,4.28,3301,77204724
1,19,0,0,3,4.09,3333,81463814
1,19,0,1,0,3.61,2512,69616567
1,19,0,1,1,3.99,2901,72788132
1,19,0,1,2,3.72,2870,77204724
1,19,0,1,3,3.52,2864,81463814
1,19,0,2,0,0.05,38,69616567
1,19,0,2,1,0.12,88,72788132
1,19,0,2,2,0.15,116,77204724
1,19,0,2,3,0.16,134,81463814
1,19,1,0,0,0.32,224,69616567
1,19,1,0,1,0.42,306,72788132
1,19,1,0,2,0.41,317,77204724
1,19,1,0,3,0.40,327,81463814
1,19,1,1,0,0.29,201,69616567
1,19,1,1,1,0.38,280,72788132
1,19,1,1,2,0.37,289,77204724
1,19,1,1,3,0.35,289,81463814
1,19,1,2,0,^,^,69616567
1,19,1,2,1,^,^,72788132
1,19,1,2,2,0.01,10,77204724
1,19,1,2,3,0.02,16,81463814
1,19,2,0,0,2.20,1530,69616567
1,19,2,0,1,2.51,1825,72788132
1,19,2,0,2,2.37,1830,77204724
1,19,2,0,3,2.30,1873,81463814
1,19,2,1,0,2.05,1424,69616567
1,19,2,1,1,2.35,1709,72788132
1,19,2,1,2,2.20,1698,77204724
1,19,2,1,3,2.11,1717,81463814
1,19,2,2,0,0.03,24,69616567
1,19,2,2,1,0.06,46,72788132
1,19,2,2,2,0.07,55,77204724
1,19,2,2,3,0.08,64,81463814
1,19,3,0,0,1.63,1138,69616567
1,19,3,0,1,1.64,1196,72788132
1,19,3,0,2,1.49,1154,77204724
1,19,3,0,3,1.39,1133,81463814
1,19,3,1,0,1.27,887,69616567
1,19,3,1,1,1.25,912,72788132
1,19,3,1,2,1.14,883,77204724
1,19,3,1,3,1.05,858,81463814
1,19,3,2,0,0.02,12,69616567
1,19,3,2,1,0.05,37,72788132
1,19,3,2,2,0.07,51,77204724
1,19,3,2,3,0.07,54,81463814
2,0,0,0,0,^,^,326394
2,0,0,0,1,^,^,327851
2,0,0,0,2,^,^,332453
2,0,0,0,3,^,^,309223
2,0,0,1,0,^,^,326394
2,0,0,1,1,^,^,327851
2,0,0,1,2,^,^,332453
2,0,0,1,3,^,^,309223
2,0,0,2,0,^,^,326394
2,0,0,2,1,^,^,327851
2,0,0,2,2,^,^,332453
2,0,0,2,3,^,^,309223
2,0,1,0,0,^,^,326394
2,0,1,0,1,^,^,327851
2,0,1,0,2,^,^,332453
2,0,1,0,3,^,^,309223
2,0,1,1,0,^,^,326394
2,0,1,1,1,^,^,327851
2,0,1,1,2,^,^,332453
2,0,1,1,3,^,^,309223
2,0,1,2,0,^,^,326394
2,0,1,2,1,^,^,327851
2,0,1,2,2,^,^,332453
2,0,1,2,3,^,^,309223
2,0,2,0,0,^,^,326394
2,0,2,0,1,^,^,327851
2,0,2,0,2,^,^,332453
2,0,2,0,3,^,^,309223
2,0,2,1,0,^,^,326394
2,0,2,1,1,^,^,327851
2,0,2,1,2,^,^,332453
2,0,2,1,3,^,^,309223
2,0,2,2,0,^,^,326394
2,0,2,2,1,^,^,327851
2,0,2,2,2,^,^,332453
2,0,2,2,3,^,^,309223
2,0,3,0,0,^,^,326394
2,0,3,0,1,^,^,327851
2,0,3,0,2,^,^,332453
2,0,3,0,3,^,^,309223
2,0,3,1,0,^,^,326394
2,0,3,1,1,^,^,327851
2,0,3,1,2,^,^,332453
2,0,3,1,3,^,^,309223
2,0,3,2,0,^,^,326394
2,0,3,2,1,^,^,327851
2,0,3,2,2,^,^,332453
2,0,3,2,3,^,^,309223
2,1,0,0,0,^,^,357879
2,1,0,0,1,^,^,326297
2,1,0,0,2,^,^,332363
2,1,0,0,3,^,^,327398
2,1,0,1,0,^,^,357879
2,1,0,1,1,^,^,326297
2,1,0,1,2,^,^,332363
2,1,0,1,3,^,^,327398
2,1,0,2,0,^,^,357879
2,1,0,2,1,^,^,326297
2,1,0,2,2,^,^,332363
2,1,0,2,3,^,^,327398
2,1,1,0,0,^,^,357879
2,1,1,0,1,^,^,326297
2,1,1,0,2,^,^,332363
2,1,1,0,3,^,^,327398
2,1,1,1,0,^,^,357879
2,1,1,1,1,^,^,326297
2,1,1,1,2,^,^,332363
2,1,1,1,3,^,^,327398
2,1,1,2,0,^,^,357879
2,1,1,2,1,^,^,326297
2,1,1,2,2,^,^,332363
2,1,1,2,3,^,^,327398
2,1,2,0,0,^,^,357879
2,1,2,0,1,^,^,326297
2,1,2,0,2,^,^,332363
2,1,2,0,3,^,^,327398
2,1,2,1,0,^,^,357879
2,1,2,1,1,^,^,326297
2,1,2,1,2,^,^,332363
2,1,2,1,3,^,^,327398
2,1,2,2,0,^,^,357879
2,1,2,2,1,^,^,326297
2,1,2,2,2,^,^,332363
2,1,2,2,3,^,^,327398
2,1,3,0,0,^,^,357879
2,1,3,0,1,^,^,326297
2,1,3,0,2,^,^,332363
2,1,3,0,3,^,^,327398
2,1,3,1,0,^,^,357879
2,1,3,1,1,^,^,326297
2,1,3,1,2,^,^,332363
2,1,3,1,3,^,^,327398
2,1,3,2,0,^,^,357879
2,1,3,2,1,^,^,326297
2,1,3,2,2,^,^,332363
2,1,3,2,3,^,^,327398
2,2,0,0,0,^,^,413214
2,2,0,0,1,^,^,369993
2,2,0,0,2,^,^,341100
2,2,0,0,3,^,^,328629
2,2,0,1,0,^,^,413214
2,2,0,1,1,^,^,369993
2,2,0,1,2,^,^,341100
2,2,0,1,3,^,^,328629
2,2,0,2,0,^,^,413214
2,2,0,2,1,^,^,369993
2,2,0,2,2,^,^,341100
2,2,0,2,3,^,^,328629
2,2,1,0,0,^,^,413214
2,2,1,0,1,^,^,369993
2,2,1,0,2,^,^,341100
2,2,1,0,3,^,^,328629
2,2,1,1,0,^,^,413214
2,2,1,1,1,^,^,369993
2,2,1,1,2,^,^,341100
2,2,1,1,3,^,^,328629
2,2,1,2,0,^,^,413214
2,2,1,2,1,^,^,369993
2,2,1,2,2,^,^,341100
2,2,1,2,3,^,^,328629
2,2,2,0,0,^,^,413214
2,2,2,0,1,^,^,369993
2,2,2,0,2,^,^,341100
2,2,2,0,3,^,^,328629
2,2,2,1,0,^,^,413214
2,2,2,1,1,^,^,369993
2,2,2,1,2,^,^,341100
2,2,2,1,3,^,^,328629
2,2,2,2,0,^,^,413214
2,2,2,2,1,^,^,369993
2,2,2,2,2,^,^,341100
2,2,2,2,3,^,^,328629
2,2,3,0,0,^,^,413214
2,2,3,0,1,^,^,369993
2,2,3,0,2,^,^,341100
2,2,3,0,3,^,^,328629
2,2,3,1,0,^,^,413214
2,2,3,1,1,^,^,369993
2,2,3,1,2,^,^,341100
2,2,3,1,3,^,^,328629
2,2,3,2,0,^,^,413214
2,2,3,2,1,^,^,369993
2,2,3,2,2,^,^,341100
2,2,3,2,3,^,^,328629
2,3,0,0,0,^,^,393345
2,3,0,0,1,^,^,408294
2,3,0,0,2,^,^,365619
2,3,0,0,3,^,^,335926
2,3,0,1,0,^,^,393345
2,3,0,1,1,^,^,408294
2,3,0,1,2,^,^,365619
2,3,0,1,3,^,^,335926
2,3,0,2,0,^,^,393345
2,3,0,2,1,^,^,408294
2,3,0,2,2,^,^,365619
2,3,0,2,3,^,^,335926
2,3,1,0,0,^,^,393345
2,3,1,0,1,^,^,408294
2,3,1,0,2,^,^,365619
2,3,1,0,3,^,^,335926
2,3,1,1,0,^,^,393345
2,3,1,1,1,^,^,408294
2,3,1,1,2,^,^,365619
2,3,1,1,3,^,^,335926
2,3,1,2,0,^,^,393345
2,3,1,2,1,^,^,408294
2,3,1,2,2,^,^,365619
2,3,1,2,3,^,^,335926
2,3,2,0,0,^,^,393345
2,3,2,0,1,^,^,408294
2,3,2,0,2,^,^,365619
2,3,2,0,3,^,^,335926
2,3,2,1,0,^,^,393345
2,3,2,1,1,^,^,408294
2,3,2,1,2,^,^,365619
2,3,2,1,3,^,^,335926
2,3,2,2,0,^,^,393345
2,3,2,2,1,^,^,408294
2,3,2,2,2,^,^,365619
2,3,2,2,3,^,^,335926
2,3,3,0,0,^,^,393345
2,3,3,0,1,^,^,408294
2,3,3,0,2,^,^,365619
2,3,3,0,3,^,^,335926
2,3,3,1,0,^,^,393345
2,3,3,1,1,^,^,408294
2,3,3,1,2,^,^,365619
2,3,3,1,3,^,^,335926
2,3,3,2,0,^,^,393345
2,3,3,2,1,^,^,408294
2,3,3,2,2,^,^,365619
2,3,3,2,3,^,^,335926
2,4,0,0,0,^,^,339297
2,4,0,0,1,^,^,358348
2,4,0,0,2,^,^,379855
2,4,0,0,3,^,^,363386
2,4,0,1,0,^,^,339297
2,4,0,1,1,^,^,358348
2,4,0,1,2,^,^,379855
2,4,0,1,3,^,^,363386
2,4,0,2,0,^,^,339297
2,4,0,2,1,^,^,358348
2,4,0,2,2,^,^,379855
2,4,0,2,3,^,^,363386
2,4,1,0,0,^,^,339297
2,4,1,0,1,^,^,358348
2,4,1,0,2,^,^,379855
2,4,1,0,3,^,^,363386
2,4,1,1,0,^,^,339297
2,4,1,1,1,^,^,358348
2,4,1,1,2,^,^,379855
2,4,1,1,3,^,^,363386
2,4,1,2,0,^,^,339297
2,4,1,2,1,^,^,358348
2,4,1,2,2,^,^,379855
2,4,1,2,3,^,^,363386
2,4,2,0,0,^,^,339297
2,4,2,0,1,^,^,358348
2,4,2,0,2,^,^,379855
2,4,2,0,3,^,^,363386
2,4,2,1,0,^,^,339297
2,4,2,1,1,^,^,358348
2,4,2,1,2,^,^,379855
2,4,2,1,3,^,^,363386
2,4,2,2,0,^,^,339297
2,4,2,2,1,^,^,358348
2,4,2,2,2,^,^,379855
2,4,2,2,3,^,^,363386
2,4,3,0,0,^,^,339297
2,4,3,0,1,^,^,358348
2,4,3,0,2,^,^,379855
2,4,3,0,3,^,^,363386
2,4,3,1,0,^,^,339297
2,4,3,1,1,^,^,358348
2,4,3,1,2,^,^,379855
2,4,3,1,3,^,^,363386
2,4,3,2,0,^,^,339297
2,4,3,2,1,^,^,358348
2,4,3,2,2,^,^,379855
2,4,3,2,3,^,^,363386
2,5,0,0,0,^,^,289887
2,5,0,0,1,^,^,306905
2,5,0,0,2,^,^,333624
2,5,0,0,3,^,^,382245
2,5,0,1,0,^,^,289887
2,5,0,1,1,^,^,306905
2,5,0,1,2,^,^,333624
2,5,0,1,3,^,^,382245
2,5,0,2,0,^,^,289887
2,5,0,2,1,^,^,306905
2,5,0,2,2,^,^,333624
2,5,0,2,3,^,^,382245
2,5,1,0,0,^,^,289887
2,5,1,0,1,^,^,306905
2,5,1,0,2,^,^,333624
2,5,1,0,3,^,^,382245
2,5,1,1,0,^,^,289887
2,5,1,1,1,^,^,306905
2,5,1,1,2,^,^,333624
2,5,1,1,3,^,^,382245
2,5,1,2,0,^,^,289887
2,5,1,2,1,^,^,306905
2,5,1,2,2,^,^,333624
2,5,1,2,3,^,^,382245
2,5,2,0,0,^,^,289887
2,5,2,0,1,^,^,306905
2,5,2,0,2,^,^,333624
2,5,2,0,3,^,^,382245
2,5,2,1,0,^,^,289887
2,5,2,1,1,^,^,306905
2,5,2,1,2,^,^,333624
2,5,2,1,3,^,^,382245
2,5,2,2,0,^,^,289887
2,5,2,2,1,^,^,306905
2,5,2,2,2,^,^,333624
2,5,2,2,3,^,^,382245
2,5,3,0,0,^,^,289887
2,5,3,0,1,^,^,306905
2,5,3,0,2,^,^,333624
2,5,3,0,3,^,^,382245
2,5,3,1,0,^,^,289887
2,5,3,1,1,^,^,306905
2,5,3,1,2,^,^,333624
2,5,3,1,3,^,^,382245
2,5,3,2,0,^,^,289887
2,5,3,2,1,^,^,306905
2,5,3,2,2,^,^,333624
2,5,3,2,3,^,^,382245
2,6,0,0,0,^,^,300342
2,6,0,0,1,^,^,277570
2,6,0,0,2,^,^,301659
