"IM Race-Ethnicity no Unknown","Age at death 18_Age Categories for NordPred","IM Subsite","IM Histology with All","IM 5-year LATEST","Crude Rate","Count","Population"
0,15,0,1,0,10.61,1297,12229562
0,15,0,1,1,10.26,1210,11788264
0,15,0,1,2,8.02,1065,13278328
0,15,0,1,3,6.84,1129,16509970
0,15,0,2,0,0.18,22,12229562
0,15,0,2,1,0.28,33,11788264
0,15,0,2,2,0.27,36,13278328
0,15,0,2,3,0.27,44,16509970
0,15,1,0,0,2.67,327,12229562
0,15,1,0,1,3.09,364,11788264
0,15,1,0,2,2.68,356,13278328
0,15,1,0,3,2.50,413,16509970
0,15,1,1,0,2.42,296,12229562
0,15,1,1,1,2.84,335,11788264
0,15,1,1,2,2.40,319,13278328
0,15,1,1,3,2.35,388,16509970
0,15,1,2,0,^,^,12229562
0,15,1,2,1,^,^,11788264
0,15,1,2,2,0.09,12,13278328
0,15,1,2,3,^,^,16509970
0,15,2,0,0,4.88,597,12229562
0,15,2,0,1,4.83,569,11788264
0,15,2,0,2,3.65,485,13278328
0,15,2,0,3,3.03,501,16509970
0,15,2,1,0,4.64,568,12229562
0,15,2,1,1,4.44,523,11788264
0,15,2,1,2,3.38,449,13278328
0,15,2,1,3,2.75,454,16509970
0,15,2,2,0,^,^,12229562
0,15,2,2,1,0.11,13,11788264
0,15,2,2,2,0.11,14,13278328
0,15,2,2,3,0.13,21,16509970
0,15,3,0,0,4.25,520,12229562
0,15,3,0,1,3.72,439,11788264
0,15,3,0,2,2.79,371,13278328
0,15,3,0,3,2.27,375,16509970
0,15,3,1,0,3.54,433,12229562
0,15,3,1,1,2.99,352,11788264
0,15,3,1,2,2.24,297,13278328
0,15,3,1,3,1.74,287,16509970
0,15,3,2,0,0.08,10,12229562
0,15,3,2,1,0.13,15,11788264
0,15,3,2,2,0.08,10,13278328
0,15,3,2,3,0.10,16,16509970
0,16,0,0,0,15.70,1704,10854060
0,16,0,0,1,16.15,1657,10260959
0,16,0,0,2,13.64,1373,10064731
0,16,0,0,3,10.92,1249,11433299
0,16,0,1,0,14.06,1526,10854060
0,16,0,1,1,14.33,1470,10260959
0,16,0,1,2,12.07,1215,10064731
0,16,0,1,3,9.59,1097,11433299
0,16,0,2,0,0.19,21,10854060
0,16,0,2,1,0.40,41,10260959
0,16,0,2,2,0.30,30,10064731
0,16,0,2,3,0.32,37,11433299
0,16,1,0,0,3.23,351,10854060
0,16,1,0,1,3.67,377,10260959
0,16,1,0,2,3.24,326,10064731
0,16,1,0,3,3.10,354,11433299
0,16,1,1,0,3.01,327,10854060
0,16,1,1,1,3.47,356,10260959
0,16,1,1,2,3.05,307,10064731
0,16,1,1,3,2.86,327,11433299
0,16,1,2,0,^,^,10854060
0,16,1,2,1,^,^,10260959
0,16,1,2,2,^,^,10064731
0,16,1,2,3,^,^,11433299
0,16,2,0,0,7.00,760,10854060
0,16,2,0,1,7.14,733,10260959
0,16,2,0,2,5.99,603,10064731
0,16,2,0,3,4.71,539,11433299
0,16,2,1,0,6.63,720,10854060
0,16,2,1,1,6.53,670,10260959
0,16,2,1,2,5.54,558,10064731
0,16,2,1,3,4.34,496,11433299
0,16,2,2,0,^,^,10854060
0,16,2,2,1,0.27,28,10260959
0,16,2,2,2,0.15,15,10064731
0,16,2,2,3,0.15,17,11433299
0,16,3,0,0,5.46,593,10854060
0,16,3,0,1,5.33,547,10260959
0,16,3,0,2,4.41,444,10064731
0,16,3,0,3,3.11,356,11433299
0,16,3,1,0,4.41,479,10854060
0,16,3,1,1,4.33,444,10260959
0,16,3,1,2,3.48,350,10064731
0,16,3,1,3,2.40,274,11433299
0,16,3,2,0,0.10,11,10854060
0,16,3,2,1,0.10,10,10260959
0,16,3,2,2,0.12,12,10064731
0,16,3,2,3,0.10,11,11433299
0,17,0,0,0,21.77,1730,7945482
0,17,0,0,1,21.53,1779,8262580
0,17,0,0,2,18.68,1492,7988441
0,17,0,0,3,15.57,1232,7910745
0,17,0,1,0,18.93,1504,7945482
0,17,0,1,1,18.66,1542,8262580
0,17,0,1,2,16.26,1299,7988441
0,17,0,1,3,13.13,1039,7910745
0,17,0,2,0,0.16,13,7945482
0,17,0,2,1,0.53,44,8262580
0,17,0,2,2,0.58,46,7988441
0,17,0,2,3,0.52,41,7910745
0,17,1,0,0,3.75,298,7945482
0,17,1,0,1,4.10,339,8262580
0,17,1,0,2,3.94,315,7988441
0,17,1,0,3,3.55,281,7910745
0,17,1,1,0,3.41,271,7945482
0,17,1,1,1,3.74,309,8262580
0,17,1,1,2,3.73,298,7988441
0,17,1,1,3,3.12,247,7910745
0,17,1,2,0,^,^,7945482
0,17,1,2,1,^,^,8262580
0,17,1,2,2,^,^,7988441
0,17,1,2,3,^,^,7910745
0,17,2,0,0,10.21,811,7945482
0,17,2,0,1,10.66,881,8262580
0,17,2,0,2,8.80,703,7988441
0,17,2,0,3,7.00,554,7910745
0,17,2,1,0,9.58,761,7945482
0,17,2,1,1,9.77,807,8262580
0,17,2,1,2,8.11,648,7988441
0,17,2,1,3,6.38,505,7910745
0,17,2,2,0,^,^,7945482
0,17,2,2,1,0.28,23,8262580
0,17,2,2,2,0.26,21,7988441
0,17,2,2,3,0.25,20,7910745
0,17,3,0,0,7.82,621,7945482
0,17,3,0,1,6.77,559,8262580
0,17,3,0,2,5.93,474,7988441
0,17,3,0,3,5.02,397,7910745
0,17,3,1,0,5.94,472,7945482
0,17,3,1,1,5.16,426,8262580
0,17,3,1,2,4.42,353,7988441
0,17,3,1,3,3.63,287,7910745
0,17,3,2,0,^,^,7945482
0,17,3,2,1,0.19,16,8262580
0,17,3,2,2,0.25,20,7988441
0,17,3,2,3,0.18,14,7910745
0,18,0,0,0,31.75,2144,6753214
0,18,0,0,1,29.81,2273,7623698
0,18,0,0,2,25.19,2158,8565818
0,18,0,0,3,21.56,1935,8974622
0,18,0,1,0,25.32,1710,6753214
0,18,0,1,1,24.24,1848,7623698
0,18,0,1,2,20.04,1717,8565818
0,18,0,1,3,17.47,1568,8974622
0,18,0,2,0,0.41,28,6753214
0,18,0,2,1,0.59,45,7623698
0,18,0,2,2,0.62,53,8565818
0,18,0,2,3,0.62,56,8974622
0,18,1,0,0,4.00,270,6753214
0,18,1,0,1,3.86,294,7623698
0,18,1,0,2,3.48,298,8565818
0,18,1,0,3,3.65,328,8974622
0,18,1,1,0,3.41,230,6753214
0,18,1,1,1,3.49,266,7623698
0,18,1,1,2,3.14,269,8565818
0,18,1,1,3,3.31,297,8974622
0,18,1,2,0,^,^,6753214
0,18,1,2,1,^,^,7623698
0,18,1,2,2,^,^,8565818
0,18,1,2,3,^,^,8974622
0,18,2,0,0,15.55,1050,6753214
0,18,2,0,1,14.86,1133,7623698
0,18,2,0,2,12.23,1048,8565818
0,18,2,0,3,10.55,947,8974622
0,18,2,1,0,14.20,959,6753214
0,18,2,1,1,13.76,1049,7623698
0,18,2,1,2,11.20,959,8565818
0,18,2,1,3,9.52,854,8974622
0,18,2,2,0,0.15,10,6753214
0,18,2,2,1,0.28,21,7623698
0,18,2,2,2,0.26,22,8565818
0,18,2,2,3,0.37,33,8974622
0,18,3,0,0,12.20,824,6753214
0,18,3,0,1,11.10,846,7623698
0,18,3,0,2,9.48,812,8565818
0,18,3,0,3,7.35,660,8974622
0,18,3,1,0,7.71,521,6753214
0,18,3,1,1,6.99,533,7623698
0,18,3,1,2,5.71,489,8565818
0,18,3,1,3,4.65,417,8974622
0,18,3,2,0,0.19,13,6753214
0,18,3,2,1,0.21,16,7623698
0,18,3,2,2,0.29,25,8565818
0,18,3,2,3,0.17,15,8974622
0,19,0,0,0,3.06,10622,347688122
0,19,0,0,1,3.27,11320,346283967
0,19,0,0,2,2.97,10309,347280455
0,19,0,0,3,2.75,9533,346452871
0,19,0,1,0,2.67,9269,347688122
0,19,0,1,1,2.87,9927,346283967
0,19,0,1,2,2.58,8966,347280455
0,19,0,1,3,2.38,8249,346452871
0,19,0,2,0,0.04,141,347688122
0,19,0,2,1,0.07,236,346283967
0,19,0,2,2,0.07,260,347280455
0,19,0,2,3,0.09,298,346452871
0,19,1,0,0,0.66,2287,347688122
0,19,1,0,1,0.77,2661,346283967
0,19,1,0,2,0.76,2645,347280455
0,19,1,0,3,0.77,2664,346452871
0,19,1,1,0,0.60,2084,347688122
0,19,1,1,1,0.71,2465,346283967
0,19,1,1,2,0.71,2460,347280455
0,19,1,1,3,0.71,2450,346452871
0,19,1,2,0,0.01,29,347688122
0,19,1,2,1,0.01,37,346283967
0,19,1,2,2,0.01,48,347280455
0,19,1,2,3,0.02,64,346452871
0,19,2,0,0,1.31,4541,347688122
0,19,2,0,1,1.45,5021,346283967
0,19,2,0,2,1.24,4297,347280455
0,19,2,0,3,1.13,3908,346452871
0,19,2,1,0,1.22,4250,347688122
0,19,2,1,1,1.34,4646,346283967
0,19,2,1,2,1.14,3976,347280455
0,19,2,1,3,1.03,3574,346452871
0,19,2,2,0,0.02,58,347688122
0,19,2,2,1,0.03,119,346283967
0,19,2,2,2,0.03,114,347280455
0,19,2,2,3,0.04,139,346452871
0,19,3,0,0,1.09,3794,347688122
0,19,3,0,1,1.05,3638,346283967
0,19,3,0,2,0.97,3367,347280455
0,19,3,0,3,0.85,2961,346452871
0,19,3,1,0,0.84,2935,347688122
0,19,3,1,1,0.81,2816,346283967
0,19,3,1,2,0.73,2530,347280455
0,19,3,1,3,0.64,2225,346452871
0,19,3,2,0,0.02,54,347688122
0,19,3,2,1,0.02,80,346283967
0,19,3,2,2,0.03,98,347280455
0,19,3,2,3,0.03,95,346452871
1,0,0,0,0,^,^,5516110
1,0,0,0,1,^,^,5461878
1,0,0,0,2,^,^,5602914
1,0,0,0,3,^,^,5580083
1,0,0,1,0,^,^,5516110
1,0,0,1,1,^,^,5461878
1,0,0,1,2,^,^,5602914
1,0,0,1,3,^,^,5580083
1,0,0,2,0,^,^,5516110
1,0,0,2,1,^,^,5461878
1,0,0,2,2,^,^,5602914
1,0,0,2,3,^,^,5580083
1,0,1,0,0,^,^,5516110
1,0,1,0,1,^,^,5461878
1,0,1,0,2,^,^,5602914
1,0,1,0,3,^,^,5580083
1,0,1,1,0,^,^,5516110
1,0,1,1,1,^,^,5461878
1,0,1,1,2,^,^,5602914
1,0,1,1,3,^,^,5580083
1,0,1,2,0,^,^,5516110
1,0,1,2,1,^,^,5461878
1,0,1,2,2,^,^,5602914
1,0,1,2,3,^,^,5580083
1,0,2,0,0,^,^,5516110
1,0,2,0,1,^,^,5461878
1,0,2,0,2,^,^,5602914
1,0,2,0,3,^,^,5580083
1,0,2,1,0,^,^,5516110
1,0,2,1,1,^,^,5461878
1,0,2,1,2,^,^,5602914
1,0,2,1,3,^,^,5580083
1,0,2,2,0,^,^,5516110
1,0,2,2,1,^,^,5461878
1,0,2,2,2,^,^,5602914
1,0,2,2,3,^,^,5580083
1,0,3,0,0,^,^,5516110
1,0,3,0,1,^,^,5461878
1,0,3,0,2,^,^,5602914
1,0,3,0,3,^,^,5580083
1,0,3,1,0,^,^,5516110
1,0,3,1,1,^,^,5461878
1,0,3,1,2,^,^,5602914
1,0,3,1,3,^,^,5580083
1,0,3,2,0,^,^,5516110
1,0,3,2,1,^,^,5461878
1,0,3,2,2,^,^,5602914
1,0,3,2,3,^,^,5580083
1,1,0,0,0,^,^,5928810
1,1,0,0,1,^,^,5545514
1,1,0,0,2,^,^,5657683
1,1,0,0,3,^,^,5728043
1,1,0,1,0,^,^,5928810
1,1,0,1,1,^,^,5545514
1,1,0,1,2,^,^,5657683
1,1,0,1,3,^,^,5728043
1,1,0,2,0,^,^,5928810
1,1,0,2,1,^,^,5545514
1,1,0,2,2,^,^,5657683
1,1,0,2,3,^,^,5728043
1,1,1,0,0,^,^,5928810
1,1,1,0,1,^,^,5545514
1,1,1,0,2,^,^,5657683
1,1,1,0,3,^,^,5728043
1,1,1,1,0,^,^,5928810
1,1,1,1,1,^,^,5545514
1,1,1,1,2,^,^,5657683
1,1,1,1,3,^,^,5728043
1,1,1,2,0,^,^,5928810
1,1,1,2,1,^,^,5545514
1,1,1,2,2,^,^,5657683
1,1,1,2,3,^,^,5728043
1,1,2,0,0,^,^,5928810
1,1,2,0,1,^,^,5545514
1,1,2,0,2,^,^,5657683
1,1,2,0,3,^,^,5728043
1,1,2,1,0,^,^,5928810
1,1,2,1,1,^,^,5545514
1,1,2,1,2,^,^,5657683
1,1,2,1,3,^,^,5728043
1,1,2,2,0,^,^,5928810
1,1,2,2,1,^,^,5545514
1,1,2,2,2,^,^,5657683
1,1,2,2,3,^,^,5728043
1,1,3,0,0,^,^,5928810
1,1,3,0,1,^,^,5545514
1,1,3,0,2,^,^,5657683
1,1,3,0,3,^,^,5728043
1,1,3,1,0,^,^,5928810
1,1,3,1,1,^,^,5545514
1,1,3,1,2,^,^,5657683
1,1,3,1,3,^,^,5728043
1,1,3,2,0,^,^,5928810
1,1,3,2,1,^,^,5545514
1,1,3,2,2,^,^,5657683
1,1,3,2,3,^,^,5728043
1,2,0,0,0,^,^,6373902
1,2,0,0,1,^,^,6129417
1,2,0,0,2,^,^,5859720
1,2,0,0,3,^,^,5782581
1,2,0,1,0,^,^,6373902
1,2,0,1,1,^,^,6129417
1,2,0,1,2,^,^,5859720
1,2,0,1,3,^,^,5782581
1,2,0,2,0,^,^,6373902
1,2,0,2,1,^,^,6129417
1,2,0,2,2,^,^,5859720
1,2,0,2,3,^,^,5782581
1,2,1,0,0,^,^,6373902
1,2,1,0,1,^,^,6129417
1,2,1,0,2,^,^,5859720
1,2,1,0,3,^,^,5782581
1,2,1,1,0,^,^,6373902
1,2,1,1,1,^,^,6129417
1,2,1,1,2,^,^,5859720
1,2,1,1,3,^,^,5782581
1,2,1,2,0,^,^,6373902
1,2,1,2,1,^,^,6129417
1,2,1,2,2,^,^,5859720
1,2,1,2,3,^,^,5782581
1,2,2,0,0,^,^,6373902
1,2,2,0,1,^,^,6129417
1,2,2,0,2,^,^,5859720
1,2,2,0,3,^,^,5782581
1,2,2,1,0,^,^,6373902
1,2,2,1,1,^,^,6129417
1,2,2,1,2,^,^,5859720
1,2,2,1,3,^,^,5782581
1,2,2,2,0,^,^,6373902
1,2,2,2,1,^,^,6129417
1,2,2,2,2,^,^,5859720
1,2,2,2,3,^,^,5782581
1,2,3,0,0,^,^,6373902
1,2,3,0,1,^,^,6129417
1,2,3,0,2,^,^,5859720
1,2,3,0,3,^,^,5782581
1,2,3,1,0,^,^,6373902
1,2,3,1,1,^,^,6129417
1,2,3,1,2,^,^,5859720
1,2,3,1,3,^,^,5782581
1,2,3,2,0,^,^,6373902
1,2,3,2,1,^,^,6129417
1,2,3,2,2,^,^,5859720
1,2,3,2,3,^,^,5782581
1,3,0,0,0,^,^,5882467
1,3,0,0,1,^,^,6483674
1,3,0,0,2,^,^,6253372
1,3,0,0,3,^,^,5961863
1,3,0,1,0,^,^,5882467
1,3,0,1,1,^,^,6483674
1,3,0,1,2,^,^,6253372
1,3,0,1,3,^,^,5961863
1,3,0,2,0,^,^,5882467
1,3,0,2,1,^,^,6483674
1,3,0,2,2,^,^,6253372
1,3,0,2,3,^,^,5961863
1,3,1,0,0,^,^,5882467
1,3,1,0,1,^,^,6483674
1,3,1,0,2,^,^,6253372
1,3,1,0,3,^,^,5961863
1,3,1,1,0,^,^,5882467
1,3,1,1,1,^,^,6483674
1,3,1,1,2,^,^,6253372
1,3,1,1,3,^,^,5961863
1,3,1,2,0,^,^,5882467
1,3,1,2,1,^,^,6483674
1,3,1,2,2,^,^,6253372
1,3,1,2,3,^,^,5961863
1,3,2,0,0,^,^,5882467
1,3,2,0,1,^,^,6483674
1,3,2,0,2,^,^,6253372
1,3,2,0,3,^,^,5961863
1,3,2,1,0,^,^,5882467
1,3,2,1,1,^,^,6483674
1,3,2,1,2,^,^,6253372
1,3,2,1,3,^,^,5961863
1,3,2,2,0,^,^,5882467
1,3,2,2,1,^,^,6483674
1,3,2,2,2,^,^,6253372
1,3,2,2,3,^,^,5961863
1,3,3,0,0,^,^,5882467
1,3,3,0,1,^,^,6483674
1,3,3,0,2,^,^,6253372
1,3,3,0,3,^,^,5961863
1,3,3,1,0,^,^,5882467
1,3,3,1,1,^,^,6483674
1,3,3,1,2,^,^,6253372
1,3,3,1,3,^,^,5961863
1,3,3,2,0,^,^,5882467
1,3,3,2,1,^,^,6483674
1,3,3,2,2,^,^,6253372
1,3,3,2,3,^,^,5961863
1,4,0,0,0,^,^,5445762
1,4,0,0,1,^,^,5698438
1,4,0,0,2,^,^,6476908
1,4,0,0,3,^,^,6453874
1,4,0,1,0,^,^,5445762
1,4,0,1,1,^,^,5698438
1,4,0,1,2,^,^,6476908
1,4,0,1,3,^,^,6453874
1,4,0,2,0,^,^,5445762
1,4,0,2,1,^,^,5698438
1,4,0,2,2,^,^,6476908
1,4,0,2,3,^,^,6453874
1,4,1,0,0,^,^,5445762
1,4,1,0,1,^,^,5698438
1,4,1,0,2,^,^,6476908
1,4,1,0,3,^,^,6453874
1,4,1,1,0,^,^,5445762
1,4,1,1,1,^,^,5698438
1,4,1,1,2,^,^,6476908
1,4,1,1,3,^,^,6453874
1,4,1,2,0,^,^,5445762
1,4,1,2,1,^,^,5698438
1,4,1,2,2,^,^,6476908
1,4,1,2,3,^,^,6453874
1,4,2,0,0,^,^,5445762
1,4,2,0,1,^,^,5698438
1,4,2,0,2,^,^,6476908
1,4,2,0,3,^,^,6453874
1,4,2,1,0,^,^,5445762
1,4,2,1,1,^,^,5698438
1,4,2,1,2,^,^,6476908
1,4,2,1,3,^,^,6453874
1,4,2,2,0,^,^,5445762
1,4,2,2,1,^,^,5698438
1,4,2,2,2,^,^,6476908
1,4,2,2,3,^,^,6453874
1,4,3,0,0,^,^,5445762
1,4,3,0,1,^,^,5698438
1,4,3,0,2,^,^,6476908
1,4,3,0,3,^,^,6453874
1,4,3,1,0,^,^,5445762
1,4,3,1,1,^,^,5698438
1,4,3,1,2,^,^,6476908
1,4,3,1,3,^,^,6453874
1,4,3,2,0,^,^,5445762
1,4,3,2,1,^,^,5698438
1,4,3,2,2,^,^,6476908
1,4,3,2,3,^,^,6453874
1,5,0,0,0,0.35,17,4873444
1,5,0,0,1,0.27,14,5260377
1,5,0,0,2,0.21,12,5687783
1,5,0,0,3,0.22,15,6778005
1,5,0,1,0,0.35,17,4873444
1,5,0,1,1,0.25,13,5260377
1,5,0,1,2,0.19,11,5687783
1,5,0,1,3,0.21,14,6778005
1,5,0,2,0,^,^,4873444
1,5,0,2,1,^,^,5260377
1,5,0,2,2,^,^,5687783
1,5,0,2,3,^,^,6778005
1,5,1,0,0,^,^,4873444
1,5,1,0,1,^,^,5260377
1,5,1,0,2,^,^,5687783
1,5,1,0,3,^,^,6778005
1,5,1,1,0,^,^,4873444
1,5,1,1,1,^,^,5260377
1,5,1,1,2,^,^,5687783
1,5,1,1,3,^,^,6778005
1,5,1,2,0,^,^,4873444
1,5,1,2,1,^,^,5260377
1,5,1,2,2,^,^,5687783
1,5,1,2,3,^,^,6778005
1,5,2,0,0,^,^,4873444
1,5,2,0,1,^,^,5260377
1,5,2,0,2,^,^,5687783
1,5,2,0,3,0.16,11,6778005
1,5,2,1,0,^,^,4873444
1,5,2,1,1,^,^,5260377
1,5,2,1,2,^,^,5687783
1,5,2,1,3,0.16,11,6778005
1,5,2,2,0,^,^,4873444
1,5,2,2,1,^,^,5260377
1,5,2,2,2,^,^,5687783
1,5,2,2,3,^,^,6778005
1,5,3,0,0,0.23,11,4873444
1,5,3,0,1,^,^,5260377
1,5,3,0,2,^,^,5687783
1,5,3,0,3,^,^,6778005
1,5,3,1,0,0.23,11,4873444
1,5,3,1,1,^,^,5260377
1,5,3,1,2,^,^,5687783
1,5,3,1,3,^,^,6778005
1,5,3,2,0,^,^,4873444
1,5,3,2,1,^,^,5260377
1,5,3,2,2,^,^,5687783
1,5,3,2,3,^,^,6778005
1,6,0,0,0,0.61,32,5219998
1,6,0,0,1,0.55,27,4898806
1,6,0,0,2,0.41,22,5418726
1,6,0,0,3,0.41,24,5889597
1,6,0,1,0,0.56,29,5219998
1,6,0,1,1,0.49,24,4898806
1,6,0,1,2,0.41,22,5418726
1,6,0,1,3,0.39,23,5889597
1,6,0,2,0,^,^,5219998
1,6,0,2,1,^,^,4898806
1,6,0,2,2,^,^,5418726
1,6,0,2,3,^,^,5889597
1,6,1,0,0,^,^,5219998
1,6,1,0,1,^,^,4898806
1,6,1,0,2,^,^,5418726
1,6,1,0,3,^,^,5889597
1,6,1,1,0,^,^,5219998
1,6,1,1,1,^,^,4898806
1,6,1,1,2,^,^,5418726
1,6,1,1,3,^,^,5889597
1,6,1,2,0,^,^,5219998
1,6,1,2,1,^,^,4898806
1,6,1,2,2,^,^,5418726
1,6,1,2,3,^,^,5889597
1,6,2,0,0,0.23,12,5219998
1,6,2,0,1,0.24,12,4898806
1,6,2,0,2,0.22,12,5418726
1,6,2,0,3,0.25,15,5889597
1,6,2,1,0,0.21,11,5219998
1,6,2,1,1,0.24,12,4898806
1,6,2,1,2,0.22,12,5418726
1,6,2,1,3,0.25,15,5889597
1,6,2,2,0,^,^,5219998
1,6,2,2,1,^,^,4898806
1,6,2,2,2,^,^,5418726
1,6,2,2,3,^,^,5889597
1,6,3,0,0,0.34,18,5219998
1,6,3,0,1,0.24,12,4898806
1,6,3,0,2,0.18,10,5418726
1,6,3,0,3,^,^,5889597
1,6,3,1,0,0.31,16,5219998
1,6,3,1,1,^,^,4898806
1,6,3,1,2,0.18,10,5418726
1,6,3,1,3,^,^,5889597
1,6,3,2,0,^,^,5219998
1,6,3,2,1,^,^,4898806
1,6,3,2,2,^,^,5418726
1,6,3,2,3,^,^,5889597
1,7,0,0,0,0.95,53,5562963
1,7,0,0,1,1.15,60,5213172
1,7,0,0,2,0.86,43,5028609
1,7,0,0,3,0.98,54,5526203
1,7,0,1,0,0.92,51,5562963
1,7,0,1,1,1.00,52,5213172
1,7,0,1,2,0.76,38,5028609
1,7,0,1,3,0.85,47,5526203
1,7,0,2,0,^,^,5562963
1,7,0,2,1,^,^,5213172
1,7,0,2,2,^,^,5028609
1,7,0,2,3,^,^,5526203
1,7,1,0,0,^,^,5562963
1,7,1,0,1,^,^,5213172
1,7,1,0,2,^,^,5028609
1,7,1,0,3,^,^,5526203
1,7,1,1,0,^,^,5562963
1,7,1,1,1,^,^,5213172
1,7,1,1,2,^,^,5028609
1,7,1,1,3,^,^,5526203
1,7,1,2,0,^,^,5562963
1,7,1,2,1,^,^,5213172
1,7,1,2,2,^,^,5028609
1,7,1,2,3,^,^,5526203
1,7,2,0,0,0.36,20,5562963
1,7,2,0,1,0.67,35,5213172
1,7,2,0,2,0.40,20,5028609
1,7,2,0,3,0.54,30,5526203
1,7,2,1,0,0.34,19,5562963
1,7,2,1,1,0.63,33,5213172
1,7,2,1,2,0.40,20,5028609
1,7,2,1,3,0.47,26,5526203
1,7,2,2,0,^,^,5562963
1,7,2,2,1,^,^,5213172
1,7,2,2,2,^,^,5028609
1,7,2,2,3,^,^,5526203
1,7,3,0,0,0.54,30,5562963
1,7,3,0,1,0.40,21,5213172
1,7,3,0,2,0.34,17,5028609
1,7,3,0,3,0.34,19,5526203
1,7,3,1,0,0.52,29,5562963
1,7,3,1,1,0.31,16,5213172
1,7,3,1,2,0.28,14,5028609
1,7,3,1,3,0.31,17,5526203
1,7,3,2,0,^,^,5562963
1,7,3,2,1,^,^,5213172
1,7,3,2,2,^,^,5028609
1,7,3,2,3,^,^,5526203
1,8,0,0,0,0.25,111,44803456
1,8,0,0,1,0.24,106,44691276
1,8,0,0,2,0.18,85,45985715
1,8,0,0,3,0.21,99,47700249
1,8,0,1,0,0.23,105,44803456
1,8,0,1,1,0.21,94,44691276
1,8,0,1,2,0.17,78,45985715
1,8,0,1,3,0.19,89,47700249
1,8,0,2,0,^,^,44803456
1,8,0,2,1,^,^,44691276
1,8,0,2,2,^,^,45985715
1,8,0,2,3,^,^,47700249
1,8,1,0,0,^,^,44803456
1,8,1,0,1,0.02,10,44691276
1,8,1,0,2,^,^,45985715
1,8,1,0,3,^,^,47700249
1,8,1,1,0,^,^,44803456
1,8,1,1,1,^,^,44691276
1,8,1,1,2,^,^,45985715
1,8,1,1,3,^,^,47700249
1,8,1,2,0,^,^,44803456
1,8,1,2,1,^,^,44691276
1,8,1,2,2,^,^,45985715
1,8,1,2,3,^,^,47700249
1,8,2,0,0,0.09,41,44803456
1,8,2,0,1,0.13,58,44691276
1,8,2,0,2,0.08,39,45985715
1,8,2,0,3,0.12,58,47700249
1,8,2,1,0,0.09,39,44803456
1,8,2,1,1,0.13,56,44691276
1,8,2,1,2,0.08,39,45985715
1,8,2,1,3,0.11,54,47700249
1,8,2,2,0,^,^,44803456
1,8,2,2,1,^,^,44691276
1,8,2,2,2,^,^,45985715
1,8,2,2,3,^,^,47700249
1,8,3,0,0,0.14,63,44803456
1,8,3,0,1,0.09,38,44691276
1,8,3,0,2,0.08,38,45985715
1,8,3,0,3,0.07,35,47700249
1,8,3,1,0,0.13,59,44803456
1,8,3,1,1,0.06,29,44691276
1,8,3,1,2,0.07,33,45985715
1,8,3,1,3,0.06,30,47700249
1,8,3,2,0,^,^,44803456
1,8,3,2,1,^,^,44691276
1,8,3,2,2,^,^,45985715
1,8,3,2,3,^,^,47700249
1,9,0,0,0,1.72,95,5530312
1,9,0,0,1,2.09,115,5505451
1,9,0,0,2,1.62,85,5255649
1,9,0,0,3,1.34,68,5078217
1,9,0,1,0,1.54,85,5530312
1,9,0,1,1,1.89,104,5505451
1,9,0,1,2,1.47,77,5255649
1,9,0,1,3,1.24,63,5078217
1,9,0,2,0,^,^,5530312
1,9,0,2,1,^,^,5505451
1,9,0,2,2,^,^,5255649
1,9,0,2,3,^,^,5078217
1,9,1,0,0,^,^,5530312
1,9,1,0,1,0.22,12,5505451
1,9,1,0,2,^,^,5255649
1,9,1,0,3,^,^,5078217
1,9,1,1,0,^,^,5530312
1,9,1,1,1,0.22,12,5505451
1,9,1,1,2,^,^,5255649
1,9,1,1,3,^,^,5078217
1,9,1,2,0,^,^,5530312
1,9,1,2,1,^,^,5505451
1,9,1,2,2,^,^,5255649
1,9,1,2,3,^,^,5078217
1,9,2,0,0,0.78,43,5530312
1,9,2,0,1,1.14,63,5505451
1,9,2,0,2,0.89,47,5255649
1,9,2,0,3,0.77,39,5078217
1,9,2,1,0,0.74,41,5530312
1,9,2,1,1,1.09,60,5505451
1,9,2,1,2,0.82,43,5255649
1,9,2,1,3,0.75,38,5078217
1,9,2,2,0,^,^,5530312
1,9,2,2,1,^,^,5505451
1,9,2,2,2,^,^,5255649
1,9,2,2,3,^,^,5078217
1,9,3,0,0,0.92,51,5530312
1,9,3,0,1,0.73,40,5505451
1,9,3,0,2,0.59,31,5255649
1,9,3,0,3,0.45,23,5078217
1,9,3,1,0,0.78,43,5530312
1,9,3,1,1,0.58,32,5505451
1,9,3,1,2,0.53,28,5255649
1,9,3,1,3,0.37,19,5078217
1,9,3,2,0,^,^,5530312
1,9,3,2,1,^,^,5505451
1,9,3,2,2,^,^,5255649
1,9,3,2,3,^,^,5078217
1,10,0,0,0,2.85,136,4772813
1,10,0,0,1,3.12,169,5417855
1,10,0,0,2,2.88,157,5447256
1,10,0,0,3,2.38,124,5217477
1,10,0,1,0,2.54,121,4772813
1,10,0,1,1,2.86,155,5417855
1,10,0,1,2,2.53,138,5447256
1,10,0,1,3,2.18,114,5217477
1,10,0,2,0,^,^,4772813
1,10,0,2,1,^,^,5417855
1,10,0,2,2,^,^,5447256
1,10,0,2,3,^,^,5217477
1,10,1,0,0,0.31,15,4772813
1,10,1,0,1,0.24,13,5417855
1,10,1,0,2,0.26,14,5447256
1,10,1,0,3,0.23,12,5217477
