IM Race-Ethnicity no Unknown,Age at death 18_Age Categories for NordPred,IM Subsite,IM Histology with All,APCs 2000-2019,Age-Adjusted Rate/Trend
4,15,0,2,11,0.68
4,15,0,2,12,0.66
4,15,0,2,13,0.21
4,15,0,2,14,0.2
4,15,0,2,15,0.96
4,15,0,2,16,0.18
4,15,0,2,17,1.04
4,15,0,2,18,0
4,15,0,2,19,1.06
4,15,0,2,20,0.29
4,15,0,2,21,0.27
4,15,1,0,0,51.81
4,15,1,0,1,-3.11*
4,15,1,0,2,1.24
4,15,1,0,3,4.18
4,15,1,0,4,3.17
4,15,1,0,5,3.95
4,15,1,0,6,3.85
4,15,1,0,7,2.92
4,15,1,0,8,2.06
4,15,1,0,9,2.23
4,15,1,0,10,3.32
4,15,1,0,11,2.95
4,15,1,0,12,4.81
4,15,1,0,13,2.32
4,15,1,0,14,2.83
4,15,1,0,15,3.27
4,15,1,0,16,2.38
4,15,1,0,17,2.25
4,15,1,0,18,2.29
4,15,1,0,19,1.52
4,15,1,0,20,2
4,15,1,0,21,1.88
4,15,1,1,0,59.04
4,15,1,1,1,-3.35*
4,15,1,1,2,0.93
4,15,1,1,3,3.88
4,15,1,1,4,2.88
4,15,1,1,5,3.67
4,15,1,1,6,3.57
4,15,1,1,7,2.66
4,15,1,1,8,2.06
4,15,1,1,9,1.49
4,15,1,1,10,2.84
4,15,1,1,11,2.95
4,15,1,1,12,4.38
4,15,1,1,13,2.11
4,15,1,1,14,2.43
4,15,1,1,15,2.69
4,15,1,1,16,2.38
4,15,1,1,17,1.91
4,15,1,1,18,2.29
4,15,1,1,19,1.52
4,15,1,1,20,1.71
4,15,1,1,21,1.48
4,15,1,2,0,-56.63
4,15,1,2,1,~
4,15,1,2,2,0.31
4,15,1,2,3,0
4,15,1,2,4,0
4,15,1,2,5,0
4,15,1,2,6,0
4,15,1,2,7,0
4,15,1,2,8,0
4,15,1,2,9,0
4,15,1,2,10,0
4,15,1,2,11,0
4,15,1,2,12,0
4,15,1,2,13,0.21
4,15,1,2,14,0.2
4,15,1,2,15,0.19
4,15,1,2,16,0
4,15,1,2,17,0.17
4,15,1,2,18,0
4,15,1,2,19,0
4,15,1,2,20,0
4,15,1,2,21,0.13
4,15,2,0,0,5.54
4,15,2,0,1,-2.25*
4,15,2,0,2,9.3
4,15,2,0,3,14.91
4,15,2,0,4,16.15
4,15,2,0,5,21.14
4,15,2,0,6,16.22
4,15,2,0,7,11.16
4,15,2,0,8,14.14
4,15,2,0,9,11.67
4,15,2,0,10,11.38
4,15,2,0,11,12.03
4,15,2,0,12,8.97
4,15,2,0,13,11.59
4,15,2,0,14,11.73
4,15,2,0,15,11.34
4,15,2,0,16,10.43
4,15,2,0,17,12.13
4,15,2,0,18,9.34
4,15,2,0,19,12.32
4,15,2,0,20,10.7
4,15,2,0,21,9.81
4,15,2,1,0,9.18
4,15,2,1,1,-2.24*
4,15,2,1,2,8.99
4,15,2,1,3,13.42
4,15,2,1,4,15
4,15,2,1,5,20.02
4,15,2,1,6,15.4
4,15,2,1,7,10.63
4,15,2,1,8,13.89
4,15,2,1,9,11.67
4,15,2,1,10,10.9
4,15,2,1,11,11.57
4,15,2,1,12,8.31
4,15,2,1,13,11.17
4,15,2,1,14,11.12
4,15,2,1,15,10.57
4,15,2,1,16,9.69
4,15,2,1,17,10.92
4,15,2,1,18,9.17
4,15,2,1,19,11.1
4,15,2,1,20,10.13
4,15,2,1,21,9.81
4,15,2,2,0,~
4,15,2,2,1,~
4,15,2,2,2,0
4,15,2,2,3,0.3
4,15,2,2,4,0.29
4,15,2,2,5,0.56
4,15,2,2,6,0
4,15,2,2,7,0.53
4,15,2,2,8,0
4,15,2,2,9,0
4,15,2,2,10,0.24
4,15,2,2,11,0.23
4,15,2,2,12,0.44
4,15,2,2,13,0
4,15,2,2,14,0
4,15,2,2,15,0.58
4,15,2,2,16,0.18
4,15,2,2,17,0.87
4,15,2,2,18,0
4,15,2,2,19,0.61
4,15,2,2,20,0
4,15,2,2,21,0
4,15,3,0,0,5.34
4,15,3,0,1,-3.07*
4,15,3,0,2,6.51
4,15,3,0,3,11.63
4,15,3,0,4,8.36
4,15,3,0,5,8.74
4,15,3,0,6,14.3
4,15,3,0,7,11.96
4,15,3,0,8,12.34
4,15,3,0,9,6.21
4,15,3,0,10,6.87
4,15,3,0,11,7.04
4,15,3,0,12,8.31
4,15,3,0,13,6.75
4,15,3,0,14,6.27
4,15,3,0,15,6.73
4,15,3,0,16,8.23
4,15,3,0,17,6.93
4,15,3,0,18,5.57
4,15,3,0,19,6.69
4,15,3,0,20,6.28
4,15,3,0,21,6.85
4,15,3,1,0,20.83
4,15,3,1,1,-3.90*
4,15,3,1,2,4.34
4,15,3,1,3,10.74
4,15,3,1,4,6.92
4,15,3,1,5,8.18
4,15,3,1,6,11.27
4,15,3,1,7,9.57
4,15,3,1,8,11.31
4,15,3,1,9,4.97
4,15,3,1,10,5.45
4,15,3,1,11,5.22
4,15,3,1,12,7.44
4,15,3,1,13,5.48
4,15,3,1,14,5.26
4,15,3,1,15,5.38
4,15,3,1,16,6.58
4,15,3,1,17,5.72
4,15,3,1,18,4.1
4,15,3,1,19,4.56
4,15,3,1,20,4.57
4,15,3,1,21,5.24
4,15,3,2,0,-78.31
4,15,3,2,1,~
4,15,3,2,2,0.62
4,15,3,2,3,0
4,15,3,2,4,0
4,15,3,2,5,0
4,15,3,2,6,0.27
4,15,3,2,7,0
4,15,3,2,8,0.51
4,15,3,2,9,0.5
4,15,3,2,10,0.71
4,15,3,2,11,0.45
4,15,3,2,12,0.22
4,15,3,2,13,0
4,15,3,2,14,0
4,15,3,2,15,0.19
4,15,3,2,16,0
4,15,3,2,17,0
4,15,3,2,18,0
4,15,3,2,19,0.46
4,15,3,2,20,0.29
4,15,3,2,21,0.13
4,16,0,0,0,10.69
4,16,0,0,1,-2.38*
4,16,0,0,2,25.69
4,16,0,0,3,37.45
4,16,0,0,4,40.26
4,16,0,0,5,40.2
4,16,0,0,6,38.53
4,16,0,0,7,47.27
4,16,0,0,8,39.13
4,16,0,0,9,34.88
4,16,0,0,10,38.23
4,16,0,0,11,36.79
4,16,0,0,12,29.11
4,16,0,0,13,33.26
4,16,0,0,14,32.88
4,16,0,0,15,31.99
4,16,0,0,16,27.59
4,16,0,0,17,27.28
4,16,0,0,18,26.27
4,16,0,0,19,29.09
4,16,0,0,20,23.78
4,16,0,0,21,28.44
4,16,0,1,0,20.63
4,16,0,1,1,-2.55*
4,16,0,1,2,21.18
4,16,0,1,3,33.62
4,16,0,1,4,36.19
4,16,0,1,5,34.41
4,16,0,1,6,35.57
4,16,0,1,7,41.98
4,16,0,1,8,35.38
4,16,0,1,9,30.6
4,16,0,1,10,35.02
4,16,0,1,11,33.04
4,16,0,1,12,25.51
4,16,0,1,13,28.63
4,16,0,1,14,29.26
4,16,0,1,15,27.99
4,16,0,1,16,24.78
4,16,0,1,17,22.61
4,16,0,1,18,22.01
4,16,0,1,19,23.87
4,16,0,1,20,21.61
4,16,0,1,21,25.55
4,16,0,2,0,~
4,16,0,2,1,~
4,16,0,2,2,0
4,16,0,2,3,0
4,16,0,2,4,0
4,16,0,2,5,0
4,16,0,2,6,0
4,16,0,2,7,0
4,16,0,2,8,1.36
4,16,0,2,9,0.66
4,16,0,2,10,0
4,16,0,2,11,0.62
4,16,0,2,12,1.2
4,16,0,2,13,0.58
4,16,0,2,14,0.56
4,16,0,2,15,0
4,16,0,2,16,0
4,16,0,2,17,1.72
4,16,0,2,18,0.71
4,16,0,2,19,0.91
4,16,0,2,20,0.65
4,16,0,2,21,0.82
4,16,1,0,0,-14.27
4,16,1,0,1,-3.54*
4,16,1,0,2,3.61
4,16,1,0,3,6.38
4,16,1,0,4,4.07
4,16,1,0,5,1.93
4,16,1,0,6,3.7
4,16,1,0,7,5.29
4,16,1,0,8,6.12
4,16,1,0,9,2.96
4,16,1,0,10,3.86
4,16,1,0,11,3.74
4,16,1,0,12,4.5
4,16,1,0,13,4.05
4,16,1,0,14,3.62
4,16,1,0,15,2.4
4,16,1,0,16,3.07
4,16,1,0,17,2.95
4,16,1,0,18,1.89
4,16,1,0,19,2.5
4,16,1,0,20,2.59
4,16,1,0,21,3.09
4,16,1,1,0,-14.27
4,16,1,1,1,-3.22*
4,16,1,1,2,3.61
4,16,1,1,3,4.26
4,16,1,1,4,3.66
4,16,1,1,5,1.55
4,16,1,1,6,3.7
4,16,1,1,7,4.94
4,16,1,1,8,5.78
4,16,1,1,9,2.63
4,16,1,1,10,3.86
4,16,1,1,11,3.74
4,16,1,1,12,3.6
4,16,1,1,13,3.76
4,16,1,1,14,3.07
4,16,1,1,15,2.13
4,16,1,1,16,2.55
4,16,1,1,17,1.97
4,16,1,1,18,1.66
4,16,1,1,19,2.5
4,16,1,1,20,2.38
4,16,1,1,21,3.09
4,16,1,2,0,~
4,16,1,2,1,~
4,16,1,2,2,0
4,16,1,2,3,0
4,16,1,2,4,0
4,16,1,2,5,0
4,16,1,2,6,0
4,16,1,2,7,0
4,16,1,2,8,0
4,16,1,2,9,0
4,16,1,2,10,0
4,16,1,2,11,0
4,16,1,2,12,0.6
4,16,1,2,13,0
4,16,1,2,14,0
4,16,1,2,15,0
4,16,1,2,16,0
4,16,1,2,17,0.25
4,16,1,2,18,0
4,16,1,2,19,0
4,16,1,2,20,0.22
4,16,1,2,21,0
4,16,2,0,0,30.63
4,16,2,0,1,-1.84*
4,16,2,0,2,12.62
4,16,2,0,3,19.58
4,16,2,0,4,21.55
4,16,2,0,5,20.88
4,16,2,0,6,21.86
4,16,2,0,7,24.69
4,16,2,0,8,20.41
4,16,2,0,9,19.74
4,16,2,0,10,22.17
4,16,2,0,11,17.46
4,16,2,0,12,15.01
4,16,2,0,13,17.06
4,16,2,0,14,18.95
4,16,2,0,15,18.93
4,16,2,0,16,15.84
4,16,2,0,17,15.24
4,16,2,0,18,15.86
4,16,2,0,19,15.91
4,16,2,0,20,13.62
4,16,2,0,21,16.49
4,16,2,1,0,30.13
4,16,2,1,1,-1.93*
4,16,2,1,2,11.72
4,16,2,1,3,19.15
4,16,2,1,4,20.33
4,16,2,1,5,19.72
4,16,2,1,6,21.12
4,16,2,1,7,24.34
4,16,2,1,8,18.37
4,16,2,1,9,18.75
4,16,2,1,10,21.53
4,16,2,1,11,16.21
4,16,2,1,12,13.81
4,16,2,1,13,15.62
4,16,2,1,14,18.39
4,16,2,1,15,18.4
4,16,2,1,16,15.33
4,16,2,1,17,13.76
4,16,2,1,18,14.91
4,16,2,1,19,15.23
4,16,2,1,20,12.97
4,16,2,1,21,15.25
4,16,2,2,0,~
4,16,2,2,1,~
4,16,2,2,2,0
4,16,2,2,3,0
4,16,2,2,4,0
4,16,2,2,5,0
4,16,2,2,6,0
4,16,2,2,7,0
4,16,2,2,8,1.02
4,16,2,2,9,0.66
4,16,2,2,10,0
4,16,2,2,11,0.62
4,16,2,2,12,0.6
4,16,2,2,13,0.29
4,16,2,2,14,0.28
4,16,2,2,15,0
4,16,2,2,16,0
4,16,2,2,17,0.98
4,16,2,2,18,0.71
4,16,2,2,19,0.45
4,16,2,2,20,0.22
4,16,2,2,21,0.62
4,16,3,0,0,-6.38
4,16,3,0,1,-3.02*
4,16,3,0,2,9.47
4,16,3,0,3,11.49
4,16,3,0,4,14.64
4,16,3,0,5,17.4
4,16,3,0,6,12.97
4,16,3,0,7,17.28
4,16,3,0,8,12.59
4,16,3,0,9,12.17
4,16,3,0,10,12.21
4,16,3,0,11,15.59
4,16,3,0,12,9.6
4,16,3,0,13,12.15
4,16,3,0,14,10.31
4,16,3,0,15,10.66
4,16,3,0,16,8.68
4,16,3,0,17,9.09
4,16,3,0,18,8.52
4,16,3,0,19,10.68
4,16,3,0,20,7.56
4,16,3,0,21,8.86
4,16,3,1,0,23.1
4,16,3,1,1,-3.62*
4,16,3,1,2,5.86
4,16,3,1,3,10.21
4,16,3,1,4,12.2
4,16,3,1,5,13.14
4,16,3,1,6,10.74
4,16,3,1,7,12.7
4,16,3,1,8,11.23
4,16,3,1,9,9.21
4,16,3,1,10,9.64
4,16,3,1,11,13.09
4,16,3,1,12,8.1
4,16,3,1,13,9.26
4,16,3,1,14,7.8
4,16,3,1,15,7.47
4,16,3,1,16,6.9
4,16,3,1,17,6.88
4,16,3,1,18,5.44
4,16,3,1,19,6.14
4,16,3,1,20,6.27
4,16,3,1,21,7.21
4,16,3,2,0,~
4,16,3,2,1,~
4,16,3,2,2,0
4,16,3,2,3,0
4,16,3,2,4,0
4,16,3,2,5,0
4,16,3,2,6,0
4,16,3,2,7,0
4,16,3,2,8,0.34
4,16,3,2,9,0
4,16,3,2,10,0
4,16,3,2,11,0
4,16,3,2,12,0
4,16,3,2,13,0.29
4,16,3,2,14,0.28
4,16,3,2,15,0
4,16,3,2,16,0
4,16,3,2,17,0.49
4,16,3,2,18,0
4,16,3,2,19,0.45
4,16,3,2,20,0.22
4,16,3,2,21,0.21
4,17,0,0,0,-22.37
4,17,0,0,1,-2.84*
4,17,0,0,2,34.25
4,17,0,0,3,52.19
4,17,0,0,4,60.09
4,17,0,0,5,45.1
4,17,0,0,6,57.82
4,17,0,0,7,56.62
4,17,0,0,8,49.81
4,17,0,0,9,52.1
4,17,0,0,10,44.15
4,17,0,0,11,39.34
4,17,0,0,12,41.09
4,17,0,0,13,40
4,17,0,0,14,41.18
4,17,0,0,15,38.89
4,17,0,0,16,43.61
4,17,0,0,17,33.07
4,17,0,0,18,39.77
4,17,0,0,19,39.93
4,17,0,0,20,30.22
4,17,0,0,21,26.59
4,17,0,1,0,-13.53
4,17,0,1,1,-2.91*
4,17,0,1,2,27.57
4,17,0,1,3,42.98
4,17,0,1,4,55.2
4,17,0,1,5,39.95
4,17,0,1,6,47.09
4,17,0,1,7,52.7
4,17,0,1,8,42.39
4,17,0,1,9,44.52
4,17,0,1,10,38.39
4,17,0,1,11,34.3
4,17,0,1,12,36.76
4,17,0,1,13,33.81
4,17,0,1,14,36.43
4,17,0,1,15,32.35
4,17,0,1,16,35.04
4,17,0,1,17,28.4
4,17,0,1,18,34.93
4,17,0,1,19,34.94
4,17,0,1,20,25.45
4,17,0,1,21,23.84
4,17,0,2,0,~
4,17,0,2,1,~
4,17,0,2,2,0
4,17,0,2,3,0.77
4,17,0,2,4,0
4,17,0,2,5,0
4,17,0,2,6,1.19
4,17,0,2,7,0
4,17,0,2,8,0
4,17,0,2,9,0.51
4,17,0,2,10,0.48
4,17,0,2,11,0.91
4,17,0,2,12,0.43
4,17,0,2,13,2.06
4,17,0,2,14,0.79
4,17,0,2,15,0.77
4,17,0,2,16,1.49
4,17,0,2,17,0.36
4,17,0,2,18,1.04
4,17,0,2,19,0
4,17,0,2,20,1.27
4,17,0,2,21,0.61
4,17,1,0,0,9.75
4,17,1,0,1,-2.77*
4,17,1,0,2,4.18
4,17,1,0,3,5.37
4,17,1,0,4,6.99
4,17,1,0,5,5.15
4,17,1,0,6,4.77
4,17,1,0,7,5.05
4,17,1,0,8,2.12
4,17,1,0,9,7.08
4,17,1,0,10,4.8
4,17,1,0,11,1.37
4,17,1,0,12,4.32
4,17,1,0,13,4.12
4,17,1,0,14,3.96
4,17,1,0,15,2.7
4,17,1,0,16,2.98
4,17,1,0,17,2.88
4,17,1,0,18,4.15
4,17,1,0,19,2.99
4,17,1,0,20,2.86
4,17,1,0,21,4.58
4,17,1,1,0,2.43
4,17,1,1,1,-2.05
4,17,1,1,2,4.18
4,17,1,1,3,3.84
4,17,1,1,4,5.59
4,17,1,1,5,5.15
4,17,1,1,6,2.98
4,17,1,1,7,3.92
4,17,1,1,8,1.59
4,17,1,1,9,6.58
4,17,1,1,10,3.84
4,17,1,1,11,1.37
4,17,1,1,12,3.46
4,17,1,1,13,3.71
4,17,1,1,14,3.17
4,17,1,1,15,2.7
4,17,1,1,16,2.61
4,17,1,1,17,2.88
4,17,1,1,18,3.8
4,17,1,1,19,2.99
4,17,1,1,20,2.23
4,17,1,1,21,4.28
4,17,1,2,0,~
4,17,1,2,1,~
4,17,1,2,2,0
4,17,1,2,3,0
4,17,1,2,4,0
4,17,1,2,5,0
4,17,1,2,6,0
4,17,1,2,7,0
4,17,1,2,8,0
4,17,1,2,9,0
4,17,1,2,10,0.48
4,17,1,2,11,0
4,17,1,2,12,0
4,17,1,2,13,0
4,17,1,2,14,0.4
4,17,1,2,15,0
4,17,1,2,16,0.37
4,17,1,2,17,0
4,17,1,2,18,0
4,17,1,2,19,0
4,17,1,2,20,0.32
4,17,1,2,21,0
4,17,2,0,0,2.89
4,17,2,0,1,-2.20*
4,17,2,0,2,13.37
4,17,2,0,3,23.79
4,17,2,0,4,30.74
4,17,2,0,5,23.84
4,17,2,0,6,33.38
4,17,2,0,7,29.15
4,17,2,0,8,27.55
4,17,2,0,9,25.8
4,17,2,0,10,21.12
4,17,2,0,11,23.33
4,17,2,0,12,20.76
4,17,2,0,13,21.44
4,17,2,0,14,27.32
4,17,2,0,15,20.41
4,17,2,0,16,24.23
4,17,2,0,17,16.18
4,17,2,0,18,23.17
4,17,2,0,19,24.62
4,17,2,0,20,15.9
4,17,2,0,21,13.75
4,17,2,1,0,4.52
4,17,2,1,1,-2.33*
4,17,2,1,2,11.69
4,17,2,1,3,22.26
4,17,2,1,4,30.74
4,17,2,1,5,23.2
4,17,2,1,6,29.8
4,17,2,1,7,29.15
4,17,2,1,8,26.49
4,17,2,1,9,23.78
4,17,2,1,10,20.16
4,17,2,1,11,21.95
4,17,2,1,12,20.76
4,17,2,1,13,18.56
4,17,2,1,14,26.92
4,17,2,1,15,19.25
4,17,2,1,16,21.99
4,17,2,1,17,15.46
4,17,2,1,18,21.44
4,17,2,1,19,23.62
4,17,2,1,20,15.27
4,17,2,1,21,12.22
4,17,2,2,0,~
4,17,2,2,1,~
4,17,2,2,2,0
4,17,2,2,3,0
4,17,2,2,4,0
4,17,2,2,5,0
4,17,2,2,6,1.19
4,17,2,2,7,0
4,17,2,2,8,0
4,17,2,2,9,0.51
4,17,2,2,10,0
4,17,2,2,11,0
4,17,2,2,12,0
4,17,2,2,13,2.06
4,17,2,2,14,0.4
4,17,2,2,15,0
4,17,2,2,16,1.12
4,17,2,2,17,0
4,17,2,2,18,0.69
4,17,2,2,19,0
4,17,2,2,20,0.64
4,17,2,2,21,0.61
4,17,3,0,0,-50.61
4,17,3,0,1,-3.76*
4,17,3,0,2,16.71
4,17,3,0,3,23.02
4,17,3,0,4,22.36
4,17,3,0,5,16.11
4,17,3,0,6,19.67
4,17,3,0,7,22.43
4,17,3,0,8,20.13
4,17,3,0,9,19.22
4,17,3,0,10,18.24
4,17,3,0,11,14.64
4,17,3,0,12,16
4,17,3,0,13,14.43
4,17,3,0,14,9.9
4,17,3,0,15,15.79
4,17,3,0,16,16.4
4,17,3,0,17,14.02
4,17,3,0,18,12.45
4,17,3,0,19,12.31
4,17,3,0,20,11.45
4,17,3,0,21,8.25
4,17,3,1,0,-37.29
4,17,3,1,1,-4.23*
4,17,3,1,2,11.69
4,17,3,1,3,16.88
4,17,3,1,4,18.87
4,17,3,1,5,11.6
4,17,3,1,6,14.31
4,17,3,1,7,19.62
4,17,3,1,8,14.31
4,17,3,1,9,14.16
4,17,3,1,10,14.4
4,17,3,1,11,10.98
4,17,3,1,12,12.54
4,17,3,1,13,11.55
4,17,3,1,14,6.34
4,17,3,1,15,10.4
4,17,3,1,16,10.44
4,17,3,1,17,10.07
4,17,3,1,18,9.68
4,17,3,1,19,8.32
4,17,3,1,20,7.95
4,17,3,1,21,7.33
4,17,3,2,0,~
4,17,3,2,1,~
4,17,3,2,2,0
4,17,3,2,3,0.77
4,17,3,2,4,0
4,17,3,2,5,0
4,17,3,2,6,0
4,17,3,2,7,0
4,17,3,2,8,0
4,17,3,2,9,0
4,17,3,2,10,0
4,17,3,2,11,0.91
4,17,3,2,12,0.43
4,17,3,2,13,0
4,17,3,2,14,0
4,17,3,2,15,0.77
4,17,3,2,16,0
4,17,3,2,17,0.36
4,17,3,2,18,0.35
4,17,3,2,19,0
4,17,3,2,20,0.32
4,17,3,2,21,0
4,18,0,0,0,-5.87
4,18,0,0,1,-2.48*
4,18,0,0,2,46.38
4,18,0,0,3,50.72
4,18,0,0,4,73.85
4,18,0,0,5,77.54
4,18,0,0,6,74.96
4,18,0,0,7,61.7
4,18,0,0,8,55.54
4,18,0,0,9,66.96
4,18,0,0,10,62.29
4,18,0,0,11,60.19
4,18,0,0,12,70.39
4,18,0,0,13,51.26
4,18,0,0,14,52.13
4,18,0,0,15,49.99
4,18,0,0,16,47.56
4,18,0,0,17,48.09
4,18,0,0,18,48.78
4,18,0,0,19,51.06
4,18,0,0,20,39.79
4,18,0,0,21,43.66
4,18,0,1,0,-1.26
4,18,0,1,1,-2.71*
4,18,0,1,2,34.28
4,18,0,1,3,42.92
4,18,0,1,4,63.43
4,18,0,1,5,63.11
4,18,0,1,6,63.76
4,18,0,1,7,49.68
4,18,0,1,8,45.79
4,18,0,1,9,54.41
4,18,0,1,10,49.32
4,18,0,1,11,49.95
4,18,0,1,12,60.33
4,18,0,1,13,43.5
4,18,0,1,14,43.45
4,18,0,1,15,43.24
4,18,0,1,16,37.04
4,18,0,1,17,38.31
4,18,0,1,18,38.15
4,18,0,1,19,41.68
4,18,0,1,20,32.49
4,18,0,1,21,33.85
4,18,0,2,0,~
4,18,0,2,1,~
4,18,0,2,2,0
4,18,0,2,3,0
4,18,0,2,4,0
4,18,0,2,5,0.9
4,18,0,2,6,0.86
4,18,0,2,7,0
4,18,0,2,8,0.75
4,18,0,2,9,1.4
4,18,0,2,10,0.65
4,18,0,2,11,2.41
4,18,0,2,12,1.68
4,18,0,2,13,1.04
4,18,0,2,14,0.48
4,18,0,2,15,0.9
4,18,0,2,16,0.42
4,18,0,2,17,0.39
4,18,0,2,18,0
4,18,0,2,19,0.69
4,18,0,2,20,0.33
4,18,0,2,21,0.95
4,18,1,0,0,-52.94
4,18,1,0,1,-2.59*
4,18,1,0,2,8.07
4,18,1,0,3,3.9
4,18,1,0,4,5.68
4,18,1,0,5,5.41
4,18,1,0,6,7.75
4,18,1,0,7,2.4
4,18,1,0,8,4.5
4,18,1,0,9,2.79
4,18,1,0,10,3.24
4,18,1,0,11,5.42
4,18,1,0,12,5.59
4,18,1,0,13,6.21
4,18,1,0,14,2.9
4,18,1,0,15,3.6
4,18,1,0,16,4.63
4,18,1,0,17,2.74
4,18,1,0,18,3.3
4,18,1,0,19,3.13
4,18,1,0,20,4.97
4,18,1,0,21,3.8
4,18,1,1,0,-55.18
4,18,1,1,1,-2.05
4,18,1,1,2,7.06
4,18,1,1,3,2.93
4,18,1,1,4,5.68
4,18,1,1,5,3.61
4,18,1,1,6,6.03
4,18,1,1,7,2.4
4,18,1,1,8,3.75
4,18,1,1,9,2.09
4,18,1,1,10,3.24
4,18,1,1,11,5.42
4,18,1,1,12,5.59
4,18,1,1,13,5.7
4,18,1,1,14,2.9
4,18,1,1,15,3.15
4,18,1,1,16,4.21
4,18,1,1,17,2.74
4,18,1,1,18,2.93
4,18,1,1,19,2.78
4,18,1,1,20,4.97
4,18,1,1,21,3.16
4,18,1,2,0,~
4,18,1,2,1,~
4,18,1,2,2,0
4,18,1,2,3,0
4,18,1,2,4,0
4,18,1,2,5,0.9
4,18,1,2,6,0
4,18,1,2,7,0
4,18,1,2,8,0
4,18,1,2,9,0
4,18,1,2,10,0
4,18,1,2,11,0
4,18,1,2,12,0
4,18,1,2,13,0
4,18,1,2,14,0
4,18,1,2,15,0
4,18,1,2,16,0
4,18,1,2,17,0
4,18,1,2,18,0
4,18,1,2,19,0.35
4,18,1,2,20,0
4,18,1,2,21,0
4,18,2,0,0,51
4,18,2,0,1,-2.33*
4,18,2,0,2,16.13
4,18,2,0,3,25.36
4,18,2,0,4,43.55
4,18,2,0,5,38.77
4,18,2,0,6,44.8
4,18,2,0,7,30.45
4,18,2,0,8,32.28
4,18,2,0,9,35.57
4,18,2,0,10,31.8
4,18,2,0,11,36.71
4,18,2,0,12,39.1
4,18,2,0,13,26.93
4,18,2,0,14,26.07
4,18,2,0,15,29.73
4,18,2,0,16,24.83
4,18,2,0,17,26.98
4,18,2,0,18,28.24
4,18,2,0,19,27.44
4,18,2,0,20,21.22
4,18,2,0,21,24.36
4,18,2,1,0,52.7
4,18,2,1,1,-2.43*
4,18,2,1,2,15.12
4,18,2,1,3,24.39
4,18,2,1,4,39.76
4,18,2,1,5,37.87
4,18,2,1,6,43.08
4,18,2,1,7,28.04
4,18,2,1,8,30.77
4,18,2,1,9,34.88
4,18,2,1,10,30.5
4,18,2,1,11,34.91
4,18,2,1,12,35.75
4,18,2,1,13,24.85
4,18,2,1,14,25.1
4,18,2,1,15,29.27
4,18,2,1,16,23.15
4,18,2,1,17,24.63
4,18,2,1,18,26.78
4,18,2,1,19,25.36
4,18,2,1,20,19.56
4,18,2,1,21,23.09
4,18,2,2,0,~
4,18,2,2,1,~
4,18,2,2,2,0
4,18,2,2,3,0
4,18,2,2,4,0
4,18,2,2,5,0
4,18,2,2,6,0
4,18,2,2,7,0
4,18,2,2,8,0.75
4,18,2,2,9,0
4,18,2,2,10,0
4,18,2,2,11,0.6
4,18,2,2,12,1.68
4,18,2,2,13,1.04
4,18,2,2,14,0.48
4,18,2,2,15,0.45
4,18,2,2,16,0
4,18,2,2,17,0.39
4,18,2,2,18,0
4,18,2,2,19,0
4,18,2,2,20,0
4,18,2,2,21,0.63
4,18,3,0,0,-30.12
4,18,3,0,1,-2.93*
4,18,3,0,2,22.18
4,18,3,0,3,21.46
4,18,3,0,4,24.62
4,18,3,0,5,33.36
4,18,3,0,6,22.4
4,18,3,0,7,28.84
4,18,3,0,8,18.76
4,18,3,0,9,28.6
4,18,3,0,10,27.25
4,18,3,0,11,18.06
4,18,3,0,12,25.7
4,18,3,0,13,18.12
4,18,3,0,14,23.17
4,18,3,0,15,16.66
4,18,3,0,16,18.1
4,18,3,0,17,18.38
4,18,3,0,18,17.24
4,18,3,0,19,20.49
4,18,3,0,20,13.59
4,18,3,0,21,15.5
4,18,3,1,0,-37.25
4,18,3,1,1,-3.75*
4,18,3,1,2,12.1
4,18,3,1,3,15.61
4,18,3,1,4,17.99
4,18,3,1,5,21.64
4,18,3,1,6,14.65
4,18,3,1,7,19.23
4,18,3,1,8,11.26
4,18,3,1,9,17.44
4,18,3,1,10,15.57
4,18,3,1,11,9.63
4,18,3,1,12,18.99
4,18,3,1,13,12.95
4,18,3,1,14,15.45
4,18,3,1,15,10.81
4,18,3,1,16,9.68
4,18,3,1,17,10.95
4,18,3,1,18,8.44
4,18,3,1,19,13.55
4,18,3,1,20,7.96
4,18,3,1,21,7.59
4,18,3,2,0,~
4,18,3,2,1,~
4,18,3,2,2,0
4,18,3,2,3,0
4,18,3,2,4,0
4,18,3,2,5,0
4,18,3,2,6,0.86
4,18,3,2,7,0
4,18,3,2,8,0
4,18,3,2,9,1.4
4,18,3,2,10,0.65
4,18,3,2,11,1.81
4,18,3,2,12,0
4,18,3,2,13,0
4,18,3,2,14,0
4,18,3,2,15,0.45
4,18,3,2,16,0.42
4,18,3,2,17,0
4,18,3,2,18,0
4,18,3,2,19,0.35
4,18,3,2,20,0.33
4,18,3,2,21,0.32
4,19,0,0,0,23.62
4,19,0,0,1,-1.73*
4,19,0,0,2,3.91
4,19,0,0,3,6.05
4,19,0,0,4,6.73
4,19,0,0,5,7.04
4,19,0,0,6,7.15
4,19,0,0,7,6.61
4,19,0,0,8,6.23
4,19,0,0,9,5.83
4,19,0,0,10,5.89
4,19,0,0,11,5.67
4,19,0,0,12,5.87
4,19,0,0,13,5.33
4,19,0,0,14,5.35
4,19,0,0,15,5.25
4,19,0,0,16,5.18
