IM Race-Ethnicity no Unknown,Age at death 18_Age Categories for NordPred,IM Subsite,IM Histology with All,APCs 2000-2019,Age-Adjusted Rate/Trend
0,0,0,0,0,~
0,0,0,0,1,~
0,0,0,0,2,0
0,0,0,0,3,0
0,0,0,0,4,0
0,0,0,0,5,0
0,0,0,0,6,0
0,0,0,0,7,0
0,0,0,0,8,0
0,0,0,0,9,0
0,0,0,0,10,0
0,0,0,0,11,0
0,0,0,0,12,0
0,0,0,0,13,0
0,0,0,0,14,0
0,0,0,0,15,0
0,0,0,0,16,0
0,0,0,0,17,0
0,0,0,0,18,0
0,0,0,0,19,0
0,0,0,0,20,0
0,0,0,0,21,0
0,0,0,1,0,~
0,0,0,1,1,~
0,0,0,1,2,0
0,0,0,1,3,0
0,0,0,1,4,0
0,0,0,1,5,0
0,0,0,1,6,0
0,0,0,1,7,0
0,0,0,1,8,0
0,0,0,1,9,0
0,0,0,1,10,0
0,0,0,1,11,0
0,0,0,1,12,0
0,0,0,1,13,0
0,0,0,1,14,0
0,0,0,1,15,0
0,0,0,1,16,0
0,0,0,1,17,0
0,0,0,1,18,0
0,0,0,1,19,0
0,0,0,1,20,0
0,0,0,1,21,0
0,0,0,2,0,~
0,0,0,2,1,~
0,0,0,2,2,0
0,0,0,2,3,0
0,0,0,2,4,0
0,0,0,2,5,0
0,0,0,2,6,0
0,0,0,2,7,0
0,0,0,2,8,0
0,0,0,2,9,0
0,0,0,2,10,0
0,0,0,2,11,0
0,0,0,2,12,0
0,0,0,2,13,0
0,0,0,2,14,0
0,0,0,2,15,0
0,0,0,2,16,0
0,0,0,2,17,0
0,0,0,2,18,0
0,0,0,2,19,0
0,0,0,2,20,0
0,0,0,2,21,0
0,0,1,0,0,~
0,0,1,0,1,~
0,0,1,0,2,0
0,0,1,0,3,0
0,0,1,0,4,0
0,0,1,0,5,0
0,0,1,0,6,0
0,0,1,0,7,0
0,0,1,0,8,0
0,0,1,0,9,0
0,0,1,0,10,0
0,0,1,0,11,0
0,0,1,0,12,0
0,0,1,0,13,0
0,0,1,0,14,0
0,0,1,0,15,0
0,0,1,0,16,0
0,0,1,0,17,0
0,0,1,0,18,0
0,0,1,0,19,0
0,0,1,0,20,0
0,0,1,0,21,0
0,0,1,1,0,~
0,0,1,1,1,~
0,0,1,1,2,0
0,0,1,1,3,0
0,0,1,1,4,0
0,0,1,1,5,0
0,0,1,1,6,0
0,0,1,1,7,0
0,0,1,1,8,0
0,0,1,1,9,0
0,0,1,1,10,0
0,0,1,1,11,0
0,0,1,1,12,0
0,0,1,1,13,0
0,0,1,1,14,0
0,0,1,1,15,0
0,0,1,1,16,0
0,0,1,1,17,0
0,0,1,1,18,0
0,0,1,1,19,0
0,0,1,1,20,0
0,0,1,1,21,0
0,0,1,2,0,~
0,0,1,2,1,~
0,0,1,2,2,0
0,0,1,2,3,0
0,0,1,2,4,0
0,0,1,2,5,0
0,0,1,2,6,0
0,0,1,2,7,0
0,0,1,2,8,0
0,0,1,2,9,0
0,0,1,2,10,0
0,0,1,2,11,0
0,0,1,2,12,0
0,0,1,2,13,0
0,0,1,2,14,0
0,0,1,2,15,0
0,0,1,2,16,0
0,0,1,2,17,0
0,0,1,2,18,0
0,0,1,2,19,0
0,0,1,2,20,0
0,0,1,2,21,0
0,0,2,0,0,~
0,0,2,0,1,~
0,0,2,0,2,0
0,0,2,0,3,0
0,0,2,0,4,0
0,0,2,0,5,0
0,0,2,0,6,0
0,0,2,0,7,0
0,0,2,0,8,0
0,0,2,0,9,0
0,0,2,0,10,0
0,0,2,0,11,0
0,0,2,0,12,0
0,0,2,0,13,0
0,0,2,0,14,0
0,0,2,0,15,0
0,0,2,0,16,0
0,0,2,0,17,0
0,0,2,0,18,0
0,0,2,0,19,0
0,0,2,0,20,0
0,0,2,0,21,0
0,0,2,1,0,~
0,0,2,1,1,~
0,0,2,1,2,0
0,0,2,1,3,0
0,0,2,1,4,0
0,0,2,1,5,0
0,0,2,1,6,0
0,0,2,1,7,0
0,0,2,1,8,0
0,0,2,1,9,0
0,0,2,1,10,0
0,0,2,1,11,0
0,0,2,1,12,0
0,0,2,1,13,0
0,0,2,1,14,0
0,0,2,1,15,0
0,0,2,1,16,0
0,0,2,1,17,0
0,0,2,1,18,0
0,0,2,1,19,0
0,0,2,1,20,0
0,0,2,1,21,0
0,0,2,2,0,~
0,0,2,2,1,~
0,0,2,2,2,0
0,0,2,2,3,0
0,0,2,2,4,0
0,0,2,2,5,0
0,0,2,2,6,0
0,0,2,2,7,0
0,0,2,2,8,0
0,0,2,2,9,0
0,0,2,2,10,0
0,0,2,2,11,0
0,0,2,2,12,0
0,0,2,2,13,0
0,0,2,2,14,0
0,0,2,2,15,0
0,0,2,2,16,0
0,0,2,2,17,0
0,0,2,2,18,0
0,0,2,2,19,0
0,0,2,2,20,0
0,0,2,2,21,0
0,0,3,0,0,~
0,0,3,0,1,~
0,0,3,0,2,0
0,0,3,0,3,0
0,0,3,0,4,0
0,0,3,0,5,0
0,0,3,0,6,0
0,0,3,0,7,0
0,0,3,0,8,0
0,0,3,0,9,0
0,0,3,0,10,0
0,0,3,0,11,0
0,0,3,0,12,0
0,0,3,0,13,0
0,0,3,0,14,0
0,0,3,0,15,0
0,0,3,0,16,0
0,0,3,0,17,0
0,0,3,0,18,0
0,0,3,0,19,0
0,0,3,0,20,0
0,0,3,0,21,0
0,0,3,1,0,~
0,0,3,1,1,~
0,0,3,1,2,0
0,0,3,1,3,0
0,0,3,1,4,0
0,0,3,1,5,0
0,0,3,1,6,0
0,0,3,1,7,0
0,0,3,1,8,0
0,0,3,1,9,0
0,0,3,1,10,0
0,0,3,1,11,0
0,0,3,1,12,0
0,0,3,1,13,0
0,0,3,1,14,0
0,0,3,1,15,0
0,0,3,1,16,0
0,0,3,1,17,0
0,0,3,1,18,0
0,0,3,1,19,0
0,0,3,1,20,0
0,0,3,1,21,0
0,0,3,2,0,~
0,0,3,2,1,~
0,0,3,2,2,0
0,0,3,2,3,0
0,0,3,2,4,0
0,0,3,2,5,0
0,0,3,2,6,0
0,0,3,2,7,0
0,0,3,2,8,0
0,0,3,2,9,0
0,0,3,2,10,0
0,0,3,2,11,0
0,0,3,2,12,0
0,0,3,2,13,0
0,0,3,2,14,0
0,0,3,2,15,0
0,0,3,2,16,0
0,0,3,2,17,0
0,0,3,2,18,0
0,0,3,2,19,0
0,0,3,2,20,0
0,0,3,2,21,0
0,1,0,0,0,~
0,1,0,0,1,~
0,1,0,0,2,0
0,1,0,0,3,0
0,1,0,0,4,0
0,1,0,0,5,0
0,1,0,0,6,0
0,1,0,0,7,0
0,1,0,0,8,0
0,1,0,0,9,0
0,1,0,0,10,0
0,1,0,0,11,0
0,1,0,0,12,0
0,1,0,0,13,0
0,1,0,0,14,0
0,1,0,0,15,0
0,1,0,0,16,0
0,1,0,0,17,0
0,1,0,0,18,0
0,1,0,0,19,0
0,1,0,0,20,0
0,1,0,0,21,0
0,1,0,1,0,~
0,1,0,1,1,~
0,1,0,1,2,0
0,1,0,1,3,0
0,1,0,1,4,0
0,1,0,1,5,0
0,1,0,1,6,0
0,1,0,1,7,0
0,1,0,1,8,0
0,1,0,1,9,0
0,1,0,1,10,0
0,1,0,1,11,0
0,1,0,1,12,0
0,1,0,1,13,0
0,1,0,1,14,0
0,1,0,1,15,0
0,1,0,1,16,0
0,1,0,1,17,0
0,1,0,1,18,0
0,1,0,1,19,0
0,1,0,1,20,0
0,1,0,1,21,0
0,1,0,2,0,~
0,1,0,2,1,~
0,1,0,2,2,0
0,1,0,2,3,0
0,1,0,2,4,0
0,1,0,2,5,0
0,1,0,2,6,0
0,1,0,2,7,0
0,1,0,2,8,0
0,1,0,2,9,0
0,1,0,2,10,0
0,1,0,2,11,0
0,1,0,2,12,0
0,1,0,2,13,0
0,1,0,2,14,0
0,1,0,2,15,0
0,1,0,2,16,0
0,1,0,2,17,0
0,1,0,2,18,0
0,1,0,2,19,0
0,1,0,2,20,0
0,1,0,2,21,0
0,1,1,0,0,~
0,1,1,0,1,~
0,1,1,0,2,0
0,1,1,0,3,0
0,1,1,0,4,0
0,1,1,0,5,0
0,1,1,0,6,0
0,1,1,0,7,0
0,1,1,0,8,0
0,1,1,0,9,0
0,1,1,0,10,0
0,1,1,0,11,0
0,1,1,0,12,0
0,1,1,0,13,0
0,1,1,0,14,0
0,1,1,0,15,0
0,1,1,0,16,0
0,1,1,0,17,0
0,1,1,0,18,0
0,1,1,0,19,0
0,1,1,0,20,0
0,1,1,0,21,0
0,1,1,1,0,~
0,1,1,1,1,~
0,1,1,1,2,0
0,1,1,1,3,0
0,1,1,1,4,0
0,1,1,1,5,0
0,1,1,1,6,0
0,1,1,1,7,0
0,1,1,1,8,0
0,1,1,1,9,0
0,1,1,1,10,0
0,1,1,1,11,0
0,1,1,1,12,0
0,1,1,1,13,0
0,1,1,1,14,0
0,1,1,1,15,0
0,1,1,1,16,0
0,1,1,1,17,0
0,1,1,1,18,0
0,1,1,1,19,0
0,1,1,1,20,0
0,1,1,1,21,0
0,1,1,2,0,~
0,1,1,2,1,~
0,1,1,2,2,0
0,1,1,2,3,0
0,1,1,2,4,0
0,1,1,2,5,0
0,1,1,2,6,0
0,1,1,2,7,0
0,1,1,2,8,0
0,1,1,2,9,0
0,1,1,2,10,0
0,1,1,2,11,0
0,1,1,2,12,0
0,1,1,2,13,0
0,1,1,2,14,0
0,1,1,2,15,0
0,1,1,2,16,0
0,1,1,2,17,0
0,1,1,2,18,0
0,1,1,2,19,0
0,1,1,2,20,0
0,1,1,2,21,0
0,1,2,0,0,~
0,1,2,0,1,~
0,1,2,0,2,0
0,1,2,0,3,0
0,1,2,0,4,0
0,1,2,0,5,0
0,1,2,0,6,0
0,1,2,0,7,0
0,1,2,0,8,0
0,1,2,0,9,0
0,1,2,0,10,0
0,1,2,0,11,0
0,1,2,0,12,0
0,1,2,0,13,0
0,1,2,0,14,0
0,1,2,0,15,0
0,1,2,0,16,0
0,1,2,0,17,0
0,1,2,0,18,0
0,1,2,0,19,0
0,1,2,0,20,0
0,1,2,0,21,0
0,1,2,1,0,~
0,1,2,1,1,~
0,1,2,1,2,0
0,1,2,1,3,0
0,1,2,1,4,0
0,1,2,1,5,0
0,1,2,1,6,0
0,1,2,1,7,0
0,1,2,1,8,0
0,1,2,1,9,0
0,1,2,1,10,0
0,1,2,1,11,0
0,1,2,1,12,0
0,1,2,1,13,0
0,1,2,1,14,0
0,1,2,1,15,0
0,1,2,1,16,0
0,1,2,1,17,0
0,1,2,1,18,0
0,1,2,1,19,0
0,1,2,1,20,0
0,1,2,1,21,0
0,1,2,2,0,~
0,1,2,2,1,~
0,1,2,2,2,0
0,1,2,2,3,0
0,1,2,2,4,0
0,1,2,2,5,0
0,1,2,2,6,0
0,1,2,2,7,0
0,1,2,2,8,0
0,1,2,2,9,0
0,1,2,2,10,0
0,1,2,2,11,0
0,1,2,2,12,0
0,1,2,2,13,0
0,1,2,2,14,0
0,1,2,2,15,0
0,1,2,2,16,0
0,1,2,2,17,0
0,1,2,2,18,0
0,1,2,2,19,0
0,1,2,2,20,0
0,1,2,2,21,0
0,1,3,0,0,~
0,1,3,0,1,~
0,1,3,0,2,0
0,1,3,0,3,0
0,1,3,0,4,0
0,1,3,0,5,0
0,1,3,0,6,0
0,1,3,0,7,0
0,1,3,0,8,0
0,1,3,0,9,0
0,1,3,0,10,0
0,1,3,0,11,0
0,1,3,0,12,0
0,1,3,0,13,0
0,1,3,0,14,0
0,1,3,0,15,0
0,1,3,0,16,0
0,1,3,0,17,0
0,1,3,0,18,0
0,1,3,0,19,0
0,1,3,0,20,0
0,1,3,0,21,0
0,1,3,1,0,~
0,1,3,1,1,~
0,1,3,1,2,0
0,1,3,1,3,0
0,1,3,1,4,0
0,1,3,1,5,0
0,1,3,1,6,0
0,1,3,1,7,0
0,1,3,1,8,0
0,1,3,1,9,0
0,1,3,1,10,0
0,1,3,1,11,0
0,1,3,1,12,0
0,1,3,1,13,0
0,1,3,1,14,0
0,1,3,1,15,0
0,1,3,1,16,0
0,1,3,1,17,0
0,1,3,1,18,0
0,1,3,1,19,0
0,1,3,1,20,0
0,1,3,1,21,0
0,1,3,2,0,~
0,1,3,2,1,~
0,1,3,2,2,0
0,1,3,2,3,0
0,1,3,2,4,0
0,1,3,2,5,0
0,1,3,2,6,0
0,1,3,2,7,0
0,1,3,2,8,0
0,1,3,2,9,0
0,1,3,2,10,0
0,1,3,2,11,0
0,1,3,2,12,0
0,1,3,2,13,0
0,1,3,2,14,0
0,1,3,2,15,0
0,1,3,2,16,0
0,1,3,2,17,0
0,1,3,2,18,0
0,1,3,2,19,0
0,1,3,2,20,0
0,1,3,2,21,0
0,2,0,0,0,~
0,2,0,0,1,~
0,2,0,0,2,0
0,2,0,0,3,0
0,2,0,0,4,0.02
0,2,0,0,5,0
0,2,0,0,6,0
0,2,0,0,7,0
0,2,0,0,8,0
0,2,0,0,9,0
0,2,0,0,10,0
0,2,0,0,11,0
0,2,0,0,12,0
0,2,0,0,13,0
0,2,0,0,14,0
0,2,0,0,15,0
0,2,0,0,16,0
0,2,0,0,17,0
0,2,0,0,18,0
0,2,0,0,19,0
0,2,0,0,20,0
0,2,0,0,21,0
0,2,0,1,0,~
0,2,0,1,1,~
0,2,0,1,2,0
0,2,0,1,3,0
0,2,0,1,4,0.02
0,2,0,1,5,0
0,2,0,1,6,0
0,2,0,1,7,0
0,2,0,1,8,0
0,2,0,1,9,0
0,2,0,1,10,0
0,2,0,1,11,0
0,2,0,1,12,0
0,2,0,1,13,0
0,2,0,1,14,0
0,2,0,1,15,0
0,2,0,1,16,0
0,2,0,1,17,0
0,2,0,1,18,0
0,2,0,1,19,0
0,2,0,1,20,0
0,2,0,1,21,0
0,2,0,2,0,~
0,2,0,2,1,~
0,2,0,2,2,0
0,2,0,2,3,0
0,2,0,2,4,0
0,2,0,2,5,0
0,2,0,2,6,0
0,2,0,2,7,0
0,2,0,2,8,0
0,2,0,2,9,0
0,2,0,2,10,0
0,2,0,2,11,0
0,2,0,2,12,0
0,2,0,2,13,0
0,2,0,2,14,0
0,2,0,2,15,0
0,2,0,2,16,0
0,2,0,2,17,0
0,2,0,2,18,0
0,2,0,2,19,0
0,2,0,2,20,0
0,2,0,2,21,0
0,2,1,0,0,~
0,2,1,0,1,~
0,2,1,0,2,0
0,2,1,0,3,0
0,2,1,0,4,0
0,2,1,0,5,0
0,2,1,0,6,0
0,2,1,0,7,0
0,2,1,0,8,0
0,2,1,0,9,0
0,2,1,0,10,0
0,2,1,0,11,0
0,2,1,0,12,0
0,2,1,0,13,0
0,2,1,0,14,0
0,2,1,0,15,0
0,2,1,0,16,0
0,2,1,0,17,0
0,2,1,0,18,0
0,2,1,0,19,0
0,2,1,0,20,0
0,2,1,0,21,0
0,2,1,1,0,~
0,2,1,1,1,~
0,2,1,1,2,0
0,2,1,1,3,0
0,2,1,1,4,0
0,2,1,1,5,0
0,2,1,1,6,0
0,2,1,1,7,0
0,2,1,1,8,0
0,2,1,1,9,0
0,2,1,1,10,0
0,2,1,1,11,0
0,2,1,1,12,0
0,2,1,1,13,0
0,2,1,1,14,0
0,2,1,1,15,0
0,2,1,1,16,0
0,2,1,1,17,0
0,2,1,1,18,0
0,2,1,1,19,0
0,2,1,1,20,0
0,2,1,1,21,0
0,2,1,2,0,~
0,2,1,2,1,~
0,2,1,2,2,0
0,2,1,2,3,0
0,2,1,2,4,0
0,2,1,2,5,0
0,2,1,2,6,0
0,2,1,2,7,0
0,2,1,2,8,0
0,2,1,2,9,0
0,2,1,2,10,0
0,2,1,2,11,0
0,2,1,2,12,0
0,2,1,2,13,0
0,2,1,2,14,0
0,2,1,2,15,0
0,2,1,2,16,0
0,2,1,2,17,0
0,2,1,2,18,0
0,2,1,2,19,0
0,2,1,2,20,0
0,2,1,2,21,0
0,2,2,0,0,~
0,2,2,0,1,~
0,2,2,0,2,0
0,2,2,0,3,0
0,2,2,0,4,0
0,2,2,0,5,0
0,2,2,0,6,0
0,2,2,0,7,0
0,2,2,0,8,0
0,2,2,0,9,0
0,2,2,0,10,0
0,2,2,0,11,0
0,2,2,0,12,0
0,2,2,0,13,0
0,2,2,0,14,0
0,2,2,0,15,0
0,2,2,0,16,0
0,2,2,0,17,0
0,2,2,0,18,0
0,2,2,0,19,0
0,2,2,0,20,0
0,2,2,0,21,0
0,2,2,1,0,~
0,2,2,1,1,~
0,2,2,1,2,0
0,2,2,1,3,0
0,2,2,1,4,0
0,2,2,1,5,0
0,2,2,1,6,0
0,2,2,1,7,0
0,2,2,1,8,0
0,2,2,1,9,0
0,2,2,1,10,0
0,2,2,1,11,0
0,2,2,1,12,0
0,2,2,1,13,0
0,2,2,1,14,0
0,2,2,1,15,0
0,2,2,1,16,0
0,2,2,1,17,0
0,2,2,1,18,0
0,2,2,1,19,0
0,2,2,1,20,0
0,2,2,1,21,0
0,2,2,2,0,~
0,2,2,2,1,~
0,2,2,2,2,0
0,2,2,2,3,0
0,2,2,2,4,0
0,2,2,2,5,0
0,2,2,2,6,0
0,2,2,2,7,0
0,2,2,2,8,0
0,2,2,2,9,0
0,2,2,2,10,0
0,2,2,2,11,0
0,2,2,2,12,0
0,2,2,2,13,0
0,2,2,2,14,0
0,2,2,2,15,0
0,2,2,2,16,0
0,2,2,2,17,0
0,2,2,2,18,0
0,2,2,2,19,0
0,2,2,2,20,0
0,2,2,2,21,0
0,2,3,0,0,~
0,2,3,0,1,~
0,2,3,0,2,0
0,2,3,0,3,0
0,2,3,0,4,0.02
0,2,3,0,5,0
0,2,3,0,6,0
0,2,3,0,7,0
0,2,3,0,8,0
0,2,3,0,9,0
0,2,3,0,10,0
0,2,3,0,11,0
0,2,3,0,12,0
0,2,3,0,13,0
0,2,3,0,14,0
0,2,3,0,15,0
0,2,3,0,16,0
0,2,3,0,17,0
0,2,3,0,18,0
0,2,3,0,19,0
0,2,3,0,20,0
0,2,3,0,21,0
0,2,3,1,0,~
0,2,3,1,1,~
0,2,3,1,2,0
0,2,3,1,3,0
0,2,3,1,4,0.02
0,2,3,1,5,0
0,2,3,1,6,0
0,2,3,1,7,0
0,2,3,1,8,0
0,2,3,1,9,0
0,2,3,1,10,0
0,2,3,1,11,0
0,2,3,1,12,0
0,2,3,1,13,0
0,2,3,1,14,0
0,2,3,1,15,0
0,2,3,1,16,0
0,2,3,1,17,0
0,2,3,1,18,0
0,2,3,1,19,0
0,2,3,1,20,0
0,2,3,1,21,0
0,2,3,2,0,~
0,2,3,2,1,~
0,2,3,2,2,0
0,2,3,2,3,0
0,2,3,2,4,0
0,2,3,2,5,0
0,2,3,2,6,0
0,2,3,2,7,0
0,2,3,2,8,0
0,2,3,2,9,0
0,2,3,2,10,0
0,2,3,2,11,0
0,2,3,2,12,0
0,2,3,2,13,0
0,2,3,2,14,0
0,2,3,2,15,0
0,2,3,2,16,0
0,2,3,2,17,0
0,2,3,2,18,0
0,2,3,2,19,0
0,2,3,2,20,0
0,2,3,2,21,0
0,3,0,0,0,~
0,3,0,0,1,~
0,3,0,0,2,0
0,3,0,0,3,0.02
0,3,0,0,4,0
0,3,0,0,5,0.04
0,3,0,0,6,0.02
0,3,0,0,7,0
0,3,0,0,8,0
0,3,0,0,9,0
0,3,0,0,10,0
0,3,0,0,11,0
0,3,0,0,12,0
0,3,0,0,13,0.02
0,3,0,0,14,0
0,3,0,0,15,0
0,3,0,0,16,0
0,3,0,0,17,0.05
0,3,0,0,18,0
0,3,0,0,19,0.03
0,3,0,0,20,0.03
0,3,0,0,21,0
0,3,0,1,0,~
0,3,0,1,1,~
0,3,0,1,2,0
0,3,0,1,3,0.02
0,3,0,1,4,0
0,3,0,1,5,0.04
0,3,0,1,6,0.02
0,3,0,1,7,0
0,3,0,1,8,0
0,3,0,1,9,0
0,3,0,1,10,0
0,3,0,1,11,0
0,3,0,1,12,0
0,3,0,1,13,0.02
0,3,0,1,14,0
0,3,0,1,15,0
0,3,0,1,16,0
0,3,0,1,17,0.05
0,3,0,1,18,0
0,3,0,1,19,0.03
0,3,0,1,20,0.03
0,3,0,1,21,0
0,3,0,2,0,~
0,3,0,2,1,~
0,3,0,2,2,0
0,3,0,2,3,0
0,3,0,2,4,0
0,3,0,2,5,0
0,3,0,2,6,0
0,3,0,2,7,0
0,3,0,2,8,0
0,3,0,2,9,0
0,3,0,2,10,0
0,3,0,2,11,0
0,3,0,2,12,0
0,3,0,2,13,0
0,3,0,2,14,0
0,3,0,2,15,0
0,3,0,2,16,0
0,3,0,2,17,0
0,3,0,2,18,0
0,3,0,2,19,0
0,3,0,2,20,0
0,3,0,2,21,0
0,3,1,0,0,~
0,3,1,0,1,~
0,3,1,0,2,0
0,3,1,0,3,0
0,3,1,0,4,0
0,3,1,0,5,0.02
0,3,1,0,6,0.02
0,3,1,0,7,0
0,3,1,0,8,0
0,3,1,0,9,0
0,3,1,0,10,0
0,3,1,0,11,0
0,3,1,0,12,0
0,3,1,0,13,0
0,3,1,0,14,0
0,3,1,0,15,0
0,3,1,0,16,0
0,3,1,0,17,0.05
0,3,1,0,18,0
0,3,1,0,19,0
0,3,1,0,20,0
0,3,1,0,21,0
0,3,1,1,0,~
0,3,1,1,1,~
0,3,1,1,2,0
0,3,1,1,3,0
0,3,1,1,4,0
0,3,1,1,5,0.02
0,3,1,1,6,0.02
0,3,1,1,7,0
0,3,1,1,8,0
0,3,1,1,9,0
0,3,1,1,10,0
0,3,1,1,11,0
0,3,1,1,12,0
0,3,1,1,13,0
0,3,1,1,14,0
0,3,1,1,15,0
0,3,1,1,16,0
0,3,1,1,17,0.05
0,3,1,1,18,0
0,3,1,1,19,0
0,3,1,1,20,0
0,3,1,1,21,0
0,3,1,2,0,~
0,3,1,2,1,~
0,3,1,2,2,0
0,3,1,2,3,0
0,3,1,2,4,0
0,3,1,2,5,0
0,3,1,2,6,0
0,3,1,2,7,0
0,3,1,2,8,0
0,3,1,2,9,0
0,3,1,2,10,0
0,3,1,2,11,0
0,3,1,2,12,0
0,3,1,2,13,0
0,3,1,2,14,0
0,3,1,2,15,0
0,3,1,2,16,0
0,3,1,2,17,0
0,3,1,2,18,0
0,3,1,2,19,0
0,3,1,2,20,0
0,3,1,2,21,0
0,3,2,0,0,~
0,3,2,0,1,~
0,3,2,0,2,0
0,3,2,0,3,0
0,3,2,0,4,0
0,3,2,0,5,0.02
0,3,2,0,6,0
0,3,2,0,7,0
0,3,2,0,8,0
0,3,2,0,9,0
0,3,2,0,10,0
0,3,2,0,11,0
0,3,2,0,12,0
0,3,2,0,13,0
0,3,2,0,14,0
0,3,2,0,15,0
0,3,2,0,16,0
0,3,2,0,17,0
0,3,2,0,18,0
0,3,2,0,19,0
0,3,2,0,20,0
0,3,2,0,21,0
0,3,2,1,0,~
0,3,2,1,1,~
0,3,2,1,2,0
0,3,2,1,3,0
0,3,2,1,4,0
0,3,2,1,5,0.02
0,3,2,1,6,0
0,3,2,1,7,0
0,3,2,1,8,0
0,3,2,1,9,0
0,3,2,1,10,0
0,3,2,1,11,0
0,3,2,1,12,0
0,3,2,1,13,0
0,3,2,1,14,0
0,3,2,1,15,0
0,3,2,1,16,0
0,3,2,1,17,0
0,3,2,1,18,0
0,3,2,1,19,0
0,3,2,1,20,0
0,3,2,1,21,0
0,3,2,2,0,~
0,3,2,2,1,~
0,3,2,2,2,0
0,3,2,2,3,0
0,3,2,2,4,0
0,3,2,2,5,0
0,3,2,2,6,0
0,3,2,2,7,0
0,3,2,2,8,0
0,3,2,2,9,0
0,3,2,2,10,0
0,3,2,2,11,0
0,3,2,2,12,0
0,3,2,2,13,0
0,3,2,2,14,0
0,3,2,2,15,0
0,3,2,2,16,0
0,3,2,2,17,0
0,3,2,2,18,0
0,3,2,2,19,0
0,3,2,2,20,0
0,3,2,2,21,0
0,3,3,0,0,~
0,3,3,0,1,~
0,3,3,0,2,0
0,3,3,0,3,0.02
0,3,3,0,4,0
0,3,3,0,5,0
0,3,3,0,6,0
0,3,3,0,7,0
0,3,3,0,8,0
0,3,3,0,9,0
0,3,3,0,10,0
0,3,3,0,11,0
0,3,3,0,12,0
0,3,3,0,13,0.02
0,3,3,0,14,0
0,3,3,0,15,0
0,3,3,0,16,0
0,3,3,0,17,0
0,3,3,0,18,0
0,3,3,0,19,0.03
0,3,3,0,20,0.03
0,3,3,0,21,0
0,3,3,1,0,~
0,3,3,1,1,~
0,3,3,1,2,0
0,3,3,1,3,0.02
0,3,3,1,4,0
0,3,3,1,5,0
0,3,3,1,6,0
0,3,3,1,7,0
0,3,3,1,8,0
0,3,3,1,9,0
0,3,3,1,10,0
0,3,3,1,11,0
0,3,3,1,12,0
0,3,3,1,13,0.02
0,3,3,1,14,0
0,3,3,1,15,0
0,3,3,1,16,0
0,3,3,1,17,0
0,3,3,1,18,0
0,3,3,1,19,0.03
0,3,3,1,20,0.03
0,3,3,1,21,0
0,3,3,2,0,~
0,3,3,2,1,~
0,3,3,2,2,0
0,3,3,2,3,0
0,3,3,2,4,0
0,3,3,2,5,0
0,3,3,2,6,0
0,3,3,2,7,0
0,3,3,2,8,0
0,3,3,2,9,0
0,3,3,2,10,0
0,3,3,2,11,0
0,3,3,2,12,0
0,3,3,2,13,0
0,3,3,2,14,0
0,3,3,2,15,0
0,3,3,2,16,0
0,3,3,2,17,0
0,3,3,2,18,0
0,3,3,2,19,0
0,3,3,2,20,0
0,3,3,2,21,0
0,4,0,0,0,~
0,4,0,0,1,~
0,4,0,0,2,0
0,4,0,0,3,0.07
0,4,0,0,4,0.05
0,4,0,0,5,0.09
0,4,0,0,6,0
0,4,0,0,7,0.02
0,4,0,0,8,0
0,4,0,0,9,0.02
0,4,0,0,10,0.07
0,4,0,0,11,0.05
0,4,0,0,12,0.05
0,4,0,0,13,0.02
0,4,0,0,14,0.07
0,4,0,0,15,0.07
0,4,0,0,16,0.09
0,4,0,0,17,0.05
0,4,0,0,18,0.02
0,4,0,0,19,0.07
0,4,0,0,20,0.02
0,4,0,0,21,0.05
0,4,0,1,0,~
0,4,0,1,1,~
0,4,0,1,2,0
0,4,0,1,3,0.07
0,4,0,1,4,0.05
0,4,0,1,5,0.09
0,4,0,1,6,0
0,4,0,1,7,0.02
0,4,0,1,8,0
0,4,0,1,9,0.02
0,4,0,1,10,0.07
0,4,0,1,11,0.05
0,4,0,1,12,0.05
0,4,0,1,13,0.02
0,4,0,1,14,0.07
0,4,0,1,15,0.02
0,4,0,1,16,0.09
0,4,0,1,17,0.05
0,4,0,1,18,0.02
0,4,0,1,19,0.07
0,4,0,1,20,0.02
0,4,0,1,21,0.05
0,4,0,2,0,~
0,4,0,2,1,~
0,4,0,2,2,0
0,4,0,2,3,0
0,4,0,2,4,0
0,4,0,2,5,0
0,4,0,2,6,0
0,4,0,2,7,0
0,4,0,2,8,0
0,4,0,2,9,0
0,4,0,2,10,0
0,4,0,2,11,0
0,4,0,2,12,0
0,4,0,2,13,0
0,4,0,2,14,0
0,4,0,2,15,0
0,4,0,2,16,0
0,4,0,2,17,0
0,4,0,2,18,0
0,4,0,2,19,0
0,4,0,2,20,0
0,4,0,2,21,0
0,4,1,0,0,~
0,4,1,0,1,~
0,4,1,0,2,0
0,4,1,0,3,0
0,4,1,0,4,0
0,4,1,0,5,0.02
0,4,1,0,6,0
0,4,1,0,7,0
0,4,1,0,8,0
0,4,1,0,9,0
0,4,1,0,10,0
0,4,1,0,11,0.02
0,4,1,0,12,0.02
0,4,1,0,13,0.02
0,4,1,0,14,0.02
0,4,1,0,15,0.02
0,4,1,0,16,0.07
0,4,1,0,17,0.02
0,4,1,0,18,0
0,4,1,0,19,0
0,4,1,0,20,0
0,4,1,0,21,0.02
0,4,1,1,0,~
0,4,1,1,1,~
0,4,1,1,2,0
