"IM Race-Ethnicity no Unknown","IM Modelling Subsite","18_Age Categories for NordPred","IM Histology with All","Incidence 5-year LATEST","Crude Rate","Count","Population"
1,1,14,0,1,22.32,525,2351955
1,1,14,0,2,20.30,583,2871421
1,1,14,0,3,17.93,666,3715375
1,1,14,1,0,18.80,391,2079991
1,1,14,1,1,18.41,433,2351955
1,1,14,1,2,14.52,417,2871421
1,1,14,1,3,12.17,452,3715375
1,1,14,2,0,1.83,38,2079991
1,1,14,2,1,3.19,75,2351955
1,1,14,2,2,4.84,139,2871421
1,1,14,2,3,5.06,188,3715375
1,1,15,0,0,30.19,492,1629759
1,1,15,0,1,32.55,578,1775770
1,1,15,0,2,28.18,577,2047286
1,1,15,0,3,24.78,627,2530100
1,1,15,1,0,26.69,435,1629759
1,1,15,1,1,28.44,505,1775770
1,1,15,1,2,21.93,449,2047286
1,1,15,1,3,17.79,450,2530100
1,1,15,2,0,2.02,33,1629759
1,1,15,2,1,2.93,52,1775770
1,1,15,2,2,5.67,116,2047286
1,1,15,2,3,6.05,153,2530100
1,1,16,0,0,45.05,556,1234153
1,1,16,0,1,43.45,560,1288837
1,1,16,0,2,37.19,539,1449379
1,1,16,0,3,36.24,623,1719061
1,1,16,1,0,39.30,485,1234153
1,1,16,1,1,38.02,490,1288837
1,1,16,1,2,31.60,458,1449379
1,1,16,1,3,26.88,462,1719061
1,1,16,2,0,3.00,37,1234153
1,1,16,2,1,3.41,44,1288837
1,1,16,2,2,4.55,66,1449379
1,1,16,2,3,7.56,130,1719061
1,1,17,0,0,52.20,411,787428
1,1,17,0,1,49.01,426,869198
1,1,17,0,2,42.98,413,960892
1,1,17,0,3,37.55,423,1126604
1,1,17,1,0,47.50,374,787428
1,1,17,1,1,43.14,375,869198
1,1,17,1,2,35.28,339,960892
1,1,17,1,3,29.82,336,1126604
1,1,17,2,0,2.41,19,787428
1,1,17,2,1,3.34,29,869198
1,1,17,2,2,5.31,51,960892
1,1,17,2,3,6.83,77,1126604
1,1,18,0,0,66.04,438,663225
1,1,18,0,1,63.31,469,740844
1,1,18,0,2,44.42,399,898212
1,1,18,0,3,41.55,444,1068658
1,1,18,1,0,60.16,399,663225
1,1,18,1,1,56.69,420,740844
1,1,18,1,2,38.97,350,898212
1,1,18,1,3,34.90,373,1068658
1,1,18,2,0,1.66,11,663225
1,1,18,2,1,3.10,23,740844
1,1,18,2,2,2.78,25,898212
1,1,18,2,3,4.59,49,1068658
1,1,19,0,0,4.74,3839,80997263
1,1,19,0,1,5.13,4329,84334491
1,1,19,0,2,5.04,4491,89024773
1,1,19,0,3,5.16,4819,93447638
1,1,19,1,0,4.11,3328,80997263
1,1,19,1,1,4.26,3594,84334491
1,1,19,1,2,3.89,3460,89024773
1,1,19,1,3,3.64,3401,93447638
1,1,19,2,0,0.39,318,80997263
1,1,19,2,1,0.66,553,84334491
1,1,19,2,2,0.97,862,89024773
1,1,19,2,3,1.32,1235,93447638
1,2,0,0,0,0.00,0,6451049
1,2,0,0,1,0.00,0,6350945
1,2,0,0,2,0.00,0,6471265
1,2,0,0,3,0.00,0,6435781
1,2,0,1,0,0.00,0,6451049
1,2,0,1,1,0.00,0,6350945
1,2,0,1,2,0.00,0,6471265
1,2,0,1,3,0.00,0,6435781
1,2,0,2,0,0.00,0,6451049
1,2,0,2,1,0.00,0,6350945
1,2,0,2,2,0.00,0,6471265
1,2,0,2,3,0.00,0,6435781
1,2,1,0,0,0.00,0,6958257
1,2,1,0,1,0.00,0,6438932
1,2,1,0,2,0.00,0,6526370
1,2,1,0,3,0.00,0,6572288
1,2,1,1,0,0.00,0,6958257
1,2,1,1,1,0.00,0,6438932
1,2,1,1,2,0.00,0,6526370
1,2,1,1,3,0.00,0,6572288
1,2,1,2,0,0.00,0,6958257
1,2,1,2,1,0.00,0,6438932
1,2,1,2,2,0.00,0,6526370
1,2,1,2,3,0.00,0,6572288
1,2,2,0,0,0.00,0,7459176
1,2,2,0,1,0.00,0,7168715
1,2,2,0,2,0.00,0,6780772
1,2,2,0,3,0.00,0,6633283
1,2,2,1,0,0.00,0,7459176
1,2,2,1,1,0.00,0,7168715
1,2,2,1,2,0.00,0,6780772
1,2,2,1,3,0.00,0,6633283
1,2,2,2,0,0.00,0,7459176
1,2,2,2,1,0.00,0,7168715
1,2,2,2,2,0.00,0,6780772
1,2,2,2,3,0.00,0,6633283
1,2,3,0,0,0.00,0,6852238
1,2,3,0,1,0.00,0,7559296
1,2,3,0,2,0.00,0,7282031
1,2,3,0,3,0.00,0,6865924
1,2,3,1,0,0.00,0,6852238
1,2,3,1,1,0.00,0,7559296
1,2,3,1,2,0.00,0,7282031
1,2,3,1,3,0.00,0,6865924
1,2,3,2,0,0.00,0,6852238
1,2,3,2,1,0.00,0,7559296
1,2,3,2,2,0.00,0,7282031
1,2,3,2,3,0.00,0,6865924
1,2,4,0,0,0.02,1,6318218
1,2,4,0,1,0.03,2,6578795
1,2,4,0,2,0.01,1,7480574
1,2,4,0,3,0.01,1,7441478
1,2,4,1,0,0.02,1,6318218
1,2,4,1,1,0.03,2,6578795
1,2,4,1,2,0.01,1,7480574
1,2,4,1,3,0.00,0,7441478
1,2,4,2,0,0.00,0,6318218
1,2,4,2,1,0.00,0,6578795
1,2,4,2,2,0.00,0,7480574
1,2,4,2,3,0.01,1,7441478
1,2,5,0,0,0.09,5,5656576
1,2,5,0,1,0.07,4,6067605
1,2,5,0,2,0.02,1,6519453
1,2,5,0,3,0.04,3,7759222
1,2,5,1,0,0.09,5,5656576
1,2,5,1,1,0.05,3,6067605
1,2,5,1,2,0.02,1,6519453
1,2,5,1,3,0.04,3,7759222
1,2,5,2,0,0.00,0,5656576
1,2,5,2,1,0.02,1,6067605
1,2,5,2,2,0.00,0,6519453
1,2,5,2,3,0.00,0,7759222
1,2,6,0,0,0.12,7,6036772
1,2,6,0,1,0.09,5,5646356
1,2,6,0,2,0.08,5,6204484
1,2,6,0,3,0.07,5,6705023
1,2,6,1,0,0.10,6,6036772
1,2,6,1,1,0.07,4,5646356
1,2,6,1,2,0.06,4,6204484
1,2,6,1,3,0.06,4,6705023
1,2,6,2,0,0.02,1,6036772
1,2,6,2,1,0.00,0,5646356
1,2,6,2,2,0.02,1,6204484
1,2,6,2,3,0.01,1,6705023
1,2,7,0,0,0.19,12,6402953
1,2,7,0,1,0.18,11,6005276
1,2,7,0,2,0.24,14,5771550
1,2,7,0,3,0.30,19,6291550
1,2,7,1,0,0.14,9,6402953
1,2,7,1,1,0.15,9,6005276
1,2,7,1,2,0.23,13,5771550
1,2,7,1,3,0.21,13,6291550
1,2,7,2,0,0.03,2,6402953
1,2,7,2,1,0.03,2,6005276
1,2,7,2,2,0.02,1,5771550
1,2,7,2,3,0.05,3,6291550
1,2,8,0,0,0.05,25,52135239
1,2,8,0,1,0.04,22,51815920
1,2,8,0,2,0.04,21,53036499
1,2,8,0,3,0.05,28,54704549
1,2,8,1,0,0.04,21,52135239
1,2,8,1,1,0.03,18,51815920
1,2,8,1,2,0.04,19,53036499
1,2,8,1,3,0.04,20,54704549
1,2,8,2,0,0.01,3,52135239
1,2,8,2,1,0.01,3,51815920
1,2,8,2,2,0.00,2,53036499
1,2,8,2,3,0.01,5,54704549
1,2,9,0,0,0.34,22,6396446
1,2,9,0,1,0.49,31,6318396
1,2,9,0,2,0.40,24,6029415
1,2,9,0,3,0.41,24,5797057
1,2,9,1,0,0.30,19,6396446
1,2,9,1,1,0.41,26,6318396
1,2,9,1,2,0.25,15,6029415
1,2,9,1,3,0.36,21,5797057
1,2,9,2,0,0.05,3,6396446
1,2,9,2,1,0.08,5,6318396
1,2,9,2,2,0.12,7,6029415
1,2,9,2,3,0.03,2,5797057
1,2,10,0,0,1.09,60,5527883
1,2,10,0,1,0.82,51,6245213
1,2,10,0,2,0.80,50,6231619
1,2,10,0,3,0.87,52,5962033
1,2,10,1,0,0.83,46,5527883
1,2,10,1,1,0.64,40,6245213
1,2,10,1,2,0.61,38,6231619
1,2,10,1,3,0.67,40,5962033
1,2,10,2,0,0.05,3,5527883
1,2,10,2,1,0.10,6,6245213
1,2,10,2,2,0.11,7,6231619
1,2,10,2,3,0.13,8,5962033
1,2,11,0,0,1.72,79,4579872
1,2,11,0,1,1.90,103,5427660
1,2,11,0,2,1.66,102,6157513
1,2,11,0,3,1.70,103,6054474
1,2,11,1,0,1.35,62,4579872
1,2,11,1,1,1.34,73,5427660
1,2,11,1,2,1.33,82,6157513
1,2,11,1,3,1.14,69,6054474
1,2,11,2,0,0.15,7,4579872
1,2,11,2,1,0.15,8,5427660
1,2,11,2,2,0.15,9,6157513
1,2,11,2,3,0.31,19,6054474
1,2,12,0,0,2.35,79,3358217
1,2,12,0,1,2.44,107,4383219
1,2,12,0,2,2.69,141,5241250
1,2,12,0,3,2.53,149,5879990
1,2,12,1,0,1.94,65,3358217
1,2,12,1,1,1.83,80,4383219
1,2,12,1,2,2.00,105,5241250
1,2,12,1,3,1.96,115,5879990
1,2,12,2,0,0.03,1,3358217
1,2,12,2,1,0.18,8,4383219
1,2,12,2,2,0.23,12,5241250
1,2,12,2,3,0.31,18,5879990
1,2,13,0,0,3.26,85,2605050
1,2,13,0,1,3.37,105,3117479
1,2,13,0,2,3.32,136,4101287
1,2,13,0,3,3.42,167,4889737
1,2,13,1,0,2.50,65,2605050
1,2,13,1,1,2.69,84,3117479
1,2,13,1,2,2.58,106,4101287
1,2,13,1,3,2.54,124,4889737
1,2,13,2,0,0.27,7,2605050
1,2,13,2,1,0.38,12,3117479
1,2,13,2,2,0.22,9,4101287
1,2,13,2,3,0.47,23,4889737
1,2,14,0,0,5.00,104,2079991
1,2,14,0,1,5.36,126,2351955
1,2,14,0,2,4.81,138,2871421
1,2,14,0,3,4.93,183,3715375
1,2,14,1,0,3.94,82,2079991
1,2,14,1,1,4.08,96,2351955
1,2,14,1,2,4.07,117,2871421
1,2,14,1,3,3.77,140,3715375
1,2,14,2,0,0.43,9,2079991
1,2,14,2,1,0.43,10,2351955
1,2,14,2,2,0.35,10,2871421
1,2,14,2,3,0.57,21,3715375
1,2,15,0,0,5.83,95,1629759
1,2,15,0,1,6.87,122,1775770
1,2,15,0,2,6.01,123,2047286
1,2,15,0,3,5.57,141,2530100
1,2,15,1,0,4.36,71,1629759
1,2,15,1,1,5.63,100,1775770
1,2,15,1,2,5.03,103,2047286
1,2,15,1,3,4.47,113,2530100
1,2,15,2,0,0.43,7,1629759
1,2,15,2,1,0.45,8,1775770
1,2,15,2,2,0.54,11,2047286
1,2,15,2,3,0.59,15,2530100
1,2,16,0,0,6.89,85,1234153
1,2,16,0,1,6.36,82,1288837
1,2,16,0,2,7.31,106,1449379
1,2,16,0,3,7.04,121,1719061
1,2,16,1,0,5.67,70,1234153
1,2,16,1,1,5.04,65,1288837
1,2,16,1,2,6.14,89,1449379
1,2,16,1,3,5.76,99,1719061
1,2,16,2,0,0.32,4,1234153
1,2,16,2,1,0.54,7,1288837
1,2,16,2,2,0.48,7,1449379
1,2,16,2,3,0.58,10,1719061
1,2,17,0,0,8.51,67,787428
1,2,17,0,1,10.70,93,869198
1,2,17,0,2,8.22,79,960892
1,2,17,0,3,6.48,73,1126604
1,2,17,1,0,6.86,54,787428
1,2,17,1,1,9.09,79,869198
1,2,17,1,2,6.76,65,960892
1,2,17,1,3,5.24,59,1126604
1,2,17,2,0,0.38,3,787428
1,2,17,2,1,0.35,3,869198
1,2,17,2,2,0.73,7,960892
1,2,17,2,3,0.53,6,1126604
1,2,18,0,0,9.80,65,663225
1,2,18,0,1,7.69,57,740844
1,2,18,0,2,8.02,72,898212
1,2,18,0,3,7.21,77,1068658
1,2,18,1,0,8.14,54,663225
1,2,18,1,1,6.07,45,740844
1,2,18,1,2,7.13,64,898212
1,2,18,1,3,6.27,67,1068658
1,2,18,2,0,0.30,2,663225
1,2,18,2,1,0.27,2,740844
1,2,18,2,2,0.33,3,898212
1,2,18,2,3,0.47,5,1068658
1,2,19,0,0,0.95,766,80997263
1,2,19,0,1,1.07,899,84334491
1,2,19,0,2,1.11,992,89024773
1,2,19,0,3,1.20,1118,93447638
1,2,19,1,0,0.75,609,80997263
1,2,19,1,1,0.84,706,84334491
1,2,19,1,2,0.90,803,89024773
1,2,19,1,3,0.93,867,93447638
1,2,19,2,0,0.06,49,80997263
1,2,19,2,1,0.09,72,84334491
1,2,19,2,2,0.09,84,89024773
1,2,19,2,3,0.14,132,93447638
1,3,0,0,0,0.00,0,6451049
1,3,0,0,1,0.00,0,6350945
1,3,0,0,2,0.00,0,6471265
1,3,0,0,3,0.00,0,6435781
1,3,0,1,0,0.00,0,6451049
1,3,0,1,1,0.00,0,6350945
1,3,0,1,2,0.00,0,6471265
1,3,0,1,3,0.00,0,6435781
1,3,0,2,0,0.00,0,6451049
1,3,0,2,1,0.00,0,6350945
1,3,0,2,2,0.00,0,6471265
1,3,0,2,3,0.00,0,6435781
1,3,1,0,0,0.01,1,6958257
1,3,1,0,1,0.00,0,6438932
1,3,1,0,2,0.00,0,6526370
1,3,1,0,3,0.00,0,6572288
1,3,1,1,0,0.00,0,6958257
1,3,1,1,1,0.00,0,6438932
1,3,1,1,2,0.00,0,6526370
1,3,1,1,3,0.00,0,6572288
1,3,1,2,0,0.01,1,6958257
1,3,1,2,1,0.00,0,6438932
1,3,1,2,2,0.00,0,6526370
1,3,1,2,3,0.00,0,6572288
1,3,2,0,0,0.01,1,7459176
1,3,2,0,1,0.01,1,7168715
1,3,2,0,2,0.00,0,6780772
1,3,2,0,3,0.00,0,6633283
1,3,2,1,0,0.00,0,7459176
1,3,2,1,1,0.01,1,7168715
1,3,2,1,2,0.00,0,6780772
1,3,2,1,3,0.00,0,6633283
1,3,2,2,0,0.01,1,7459176
1,3,2,2,1,0.00,0,7168715
1,3,2,2,2,0.00,0,6780772
1,3,2,2,3,0.00,0,6633283
1,3,3,0,0,0.04,3,6852238
1,3,3,0,1,0.03,2,7559296
1,3,3,0,2,0.07,5,7282031
1,3,3,0,3,0.03,2,6865924
1,3,3,1,0,0.01,1,6852238
1,3,3,1,1,0.03,2,7559296
1,3,3,1,2,0.07,5,7282031
1,3,3,1,3,0.00,0,6865924
1,3,3,2,0,0.00,0,6852238
1,3,3,2,1,0.00,0,7559296
1,3,3,2,2,0.00,0,7282031
1,3,3,2,3,0.01,1,6865924
1,3,4,0,0,0.13,8,6318218
1,3,4,0,1,0.03,2,6578795
1,3,4,0,2,0.15,11,7480574
1,3,4,0,3,0.17,13,7441478
1,3,4,1,0,0.09,6,6318218
1,3,4,1,1,0.00,0,6578795
1,3,4,1,2,0.03,2,7480574
1,3,4,1,3,0.12,9,7441478
1,3,4,2,0,0.00,0,6318218
1,3,4,2,1,0.02,1,6578795
1,3,4,2,2,0.05,4,7480574
1,3,4,2,3,0.03,2,7441478
1,3,5,0,0,0.30,17,5656576
1,3,5,0,1,0.26,16,6067605
1,3,5,0,2,0.15,10,6519453
1,3,5,0,3,0.19,15,7759222
1,3,5,1,0,0.23,13,5656576
1,3,5,1,1,0.18,11,6067605
1,3,5,1,2,0.14,9,6519453
1,3,5,1,3,0.08,6,7759222
1,3,5,2,0,0.07,4,5656576
1,3,5,2,1,0.03,2,6067605
1,3,5,2,2,0.00,0,6519453
1,3,5,2,3,0.09,7,7759222
1,3,6,0,0,0.60,36,6036772
1,3,6,0,1,0.64,36,5646356
1,3,6,0,2,0.39,24,6204484
1,3,6,0,3,0.33,22,6705023
1,3,6,1,0,0.41,25,6036772
1,3,6,1,1,0.46,26,5646356
1,3,6,1,2,0.19,12,6204484
1,3,6,1,3,0.15,10,6705023
1,3,6,2,0,0.12,7,6036772
1,3,6,2,1,0.11,6,5646356
1,3,6,2,2,0.16,10,6204484
1,3,6,2,3,0.12,8,6705023
1,3,7,0,0,0.89,57,6402953
1,3,7,0,1,0.88,53,6005276
1,3,7,0,2,0.62,36,5771550
1,3,7,0,3,0.87,55,6291550
1,3,7,1,0,0.69,44,6402953
1,3,7,1,1,0.52,31,6005276
1,3,7,1,2,0.35,20,5771550
1,3,7,1,3,0.48,30,6291550
1,3,7,2,0,0.11,7,6402953
1,3,7,2,1,0.20,12,6005276
1,3,7,2,2,0.21,12,5771550
1,3,7,2,3,0.32,20,6291550
1,3,8,0,0,0.24,123,52135239
1,3,8,0,1,0.21,110,51815920
1,3,8,0,2,0.16,86,53036499
1,3,8,0,3,0.20,107,54704549
1,3,8,1,0,0.17,89,52135239
1,3,8,1,1,0.14,71,51815920
1,3,8,1,2,0.09,48,53036499
1,3,8,1,3,0.10,55,54704549
1,3,8,2,0,0.04,20,52135239
1,3,8,2,1,0.04,21,51815920
1,3,8,2,2,0.05,26,53036499
1,3,8,2,3,0.07,38,54704549
1,3,9,0,0,1.80,115,6396446
1,3,9,0,1,1.55,98,6318396
1,3,9,0,2,1.53,92,6029415
1,3,9,0,3,1.48,86,5797057
1,3,9,1,0,1.24,79,6396446
1,3,9,1,1,0.95,60,6318396
1,3,9,1,2,0.93,56,6029415
1,3,9,1,3,0.74,43,5797057
1,3,9,2,0,0.23,15,6396446
1,3,9,2,1,0.33,21,6318396
1,3,9,2,2,0.43,26,6029415
1,3,9,2,3,0.57,33,5797057
1,3,10,0,0,2.46,136,5527883
1,3,10,0,1,2.66,166,6245213
1,3,10,0,2,2.26,141,6231619
1,3,10,0,3,2.43,145,5962033
1,3,10,1,0,1.57,87,5527883
1,3,10,1,1,1.57,98,6245213
1,3,10,1,2,1.28,80,6231619
1,3,10,1,3,1.24,74,5962033
1,3,10,2,0,0.43,24,5527883
1,3,10,2,1,0.72,45,6245213
1,3,10,2,2,0.72,45,6231619
1,3,10,2,3,0.94,56,5962033
1,3,11,0,0,4.85,222,4579872
1,3,11,0,1,4.42,240,5427660
1,3,11,0,2,3.74,230,6157513
1,3,11,0,3,3.88,235,6054474
1,3,11,1,0,3.36,154,4579872
1,3,11,1,1,2.82,153,5427660
1,3,11,1,2,2.34,144,6157513
1,3,11,1,3,2.03,123,6054474
1,3,11,2,0,0.74,34,4579872
1,3,11,2,1,1.07,58,5427660
1,3,11,2,2,1.12,69,6157513
1,3,11,2,3,1.47,89,6054474
1,3,12,0,0,6.34,213,3358217
1,3,12,0,1,6.25,274,4383219
1,3,12,0,2,5.63,295,5241250
1,3,12,0,3,5.88,346,5879990
1,3,12,1,0,4.29,144,3358217
1,3,12,1,1,3.97,174,4383219
1,3,12,1,2,3.53,185,5241250
1,3,12,1,3,3.20,188,5879990
1,3,12,2,0,1.16,39,3358217
1,3,12,2,1,1.23,54,4383219
1,3,12,2,2,1.41,74,5241250
1,3,12,2,3,2.02,119,5879990
1,3,13,0,0,10.10,263,2605050
1,3,13,0,1,9.30,290,3117479
1,3,13,0,2,8.14,334,4101287
1,3,13,0,3,8.38,410,4889737
1,3,13,1,0,7.10,185,2605050
1,3,13,1,1,6.38,199,3117479
1,3,13,1,2,4.85,199,4101287
1,3,13,1,3,4.91,240,4889737
1,3,13,2,0,1.31,34,2605050
1,3,13,2,1,1.67,52,3117479
1,3,13,2,2,2.22,91,4101287
1,3,13,2,3,2.56,125,4889737
1,3,14,0,0,14.62,304,2079991
1,3,14,0,1,13.18,310,2351955
1,3,14,0,2,11.18,321,2871421
1,3,14,0,3,10.04,373,3715375
1,3,14,1,0,10.72,223,2079991
1,3,14,1,1,9.23,217,2351955
1,3,14,1,2,6.76,194,2871421
1,3,14,1,3,5.54,206,3715375
1,3,14,2,0,1.30,27,2079991
1,3,14,2,1,2.21,52,2351955
1,3,14,2,2,3.13,90,2871421
1,3,14,2,3,3.28,122,3715375
1,3,15,0,0,20.86,340,1629759
1,3,15,0,1,16.44,292,1775770
1,3,15,0,2,16.22,332,2047286
1,3,15,0,3,13.28,336,2530100
1,3,15,1,0,15.09,246,1629759
1,3,15,1,1,11.26,200,1775770
1,3,15,1,2,11.04,226,2047286
1,3,15,1,3,7.98,202,2530100
1,3,15,2,0,1.96,32,1629759
1,3,15,2,1,2.70,48,1775770
1,3,15,2,2,3.42,70,2047286
1,3,15,2,3,3.75,95,2530100
1,3,16,0,0,26.17,323,1234153
1,3,16,0,1,22.35,288,1288837
1,3,16,0,2,21.73,315,1449379
1,3,16,0,3,17.22,296,1719061
1,3,16,1,0,18.96,234,1234153
1,3,16,1,1,14.66,189,1288837
1,3,16,1,2,13.52,196,1449379
1,3,16,1,3,10.70,184,1719061
1,3,16,2,0,1.94,24,1234153
1,3,16,2,1,3.49,45,1288837
1,3,16,2,2,4.83,70,1449379
1,3,16,2,3,4.42,76,1719061
1,3,17,0,0,34.16,269,787428
1,3,17,0,1,31.18,271,869198
1,3,17,0,2,23.83,229,960892
1,3,17,0,3,20.24,228,1126604
1,3,17,1,0,24.76,195,787428
1,3,17,1,1,21.74,189,869198
1,3,17,1,2,16.55,159,960892
1,3,17,1,3,12.78,144,1126604
1,3,17,2,0,1.02,8,787428
1,3,17,2,1,3.22,28,869198
1,3,17,2,2,3.95,38,960892
1,3,17,2,3,3.64,41,1126604
1,3,18,0,0,45.23,300,663225
1,3,18,0,1,36.71,272,740844
1,3,18,0,2,28.72,258,898212
1,3,18,0,3,24.70,264,1068658
1,3,18,1,0,30.00,199,663225
1,3,18,1,1,23.76,176,740844
1,3,18,1,2,17.26,155,898212
1,3,18,1,3,13.38,143,1068658
1,3,18,2,0,2.26,15,663225
1,3,18,2,1,2.97,22,740844
1,3,18,2,2,3.56,32,898212
1,3,18,2,3,3.37,36,1068658
1,3,19,0,0,3.22,2608,80997263
1,3,19,0,1,3.10,2611,84334491
1,3,19,0,2,2.96,2633,89024773
1,3,19,0,3,3.02,2826,93447638
1,3,19,1,0,2.27,1835,80997263
1,3,19,1,1,2.05,1726,84334491
1,3,19,1,2,1.84,1642,89024773
1,3,19,1,3,1.71,1602,93447638
1,3,19,2,0,0.34,272,80997263
1,3,19,2,1,0.53,446,84334491
1,3,19,2,2,0.71,631,89024773
1,3,19,2,3,0.89,830,93447638
2,0,0,0,0,0.00,0,339404
2,0,0,0,1,0.00,0,341010
2,0,0,0,2,0.00,0,345478
2,0,0,0,3,0.00,0,321360
2,0,0,1,0,0.00,0,339404
2,0,0,1,1,0.00,0,341010
2,0,0,1,2,0.00,0,345478
2,0,0,1,3,0.00,0,321360
2,0,0,2,0,0.00,0,339404
2,0,0,2,1,0.00,0,341010
2,0,0,2,2,0.00,0,345478
2,0,0,2,3,0.00,0,321360
2,0,1,0,0,0.00,0,371748
2,0,1,0,1,0.00,0,339029
2,0,1,0,2,0.00,0,345254
2,0,1,0,3,0.00,0,340139
2,0,1,1,0,0.00,0,371748
2,0,1,1,1,0.00,0,339029
2,0,1,1,2,0.00,0,345254
2,0,1,1,3,0.00,0,340139
2,0,1,2,0,0.00,0,371748
2,0,1,2,1,0.00,0,339029
2,0,1,2,2,0.00,0,345254
2,0,1,2,3,0.00,0,340139
2,0,2,0,0,0.00,0,429093
2,0,2,0,1,0.00,0,384789
2,0,2,0,2,0.00,0,354679
2,0,2,0,3,0.00,0,341460
2,0,2,1,0,0.00,0,429093
2,0,2,1,1,0.00,0,384789
2,0,2,1,2,0.00,0,354679
2,0,2,1,3,0.00,0,341460
2,0,2,2,0,0.00,0,429093
2,0,2,2,1,0.00,0,384789
2,0,2,2,2,0.00,0,354679
2,0,2,2,3,0.00,0,341460
2,0,3,0,0,0.00,0,409522
2,0,3,0,1,0.24,1,425147
2,0,3,0,2,0.00,0,381308
2,0,3,0,3,0.86,3,350045
2,0,3,1,0,0.00,0,409522
2,0,3,1,1,0.00,0,425147
2,0,3,1,2,0.00,0,381308
2,0,3,1,3,0.57,2,350045
2,0,3,2,0,0.00,0,409522
2,0,3,2,1,0.24,1,425147
2,0,3,2,2,0.00,0,381308
2,0,3,2,3,0.29,1,350045
2,0,4,0,0,0.28,1,354641
2,0,4,0,1,0.27,1,373904
2,0,4,0,2,0.25,1,396003
2,0,4,0,3,0.00,0,379468
2,0,4,1,0,0.28,1,354641
2,0,4,1,1,0.00,0,373904
2,0,4,1,2,0.25,1,396003
2,0,4,1,3,0.00,0,379468
2,0,4,2,0,0.00,0,354641
2,0,4,2,1,0.00,0,373904
2,0,4,2,2,0.00,0,396003
2,0,4,2,3,0.00,0,379468
2,0,5,0,0,0.66,2,303409
2,0,5,0,1,0.62,2,320793
2,0,5,0,2,0.57,2,347993
2,0,5,0,3,0.75,3,398676
2,0,5,1,0,0.66,2,303409
2,0,5,1,1,0.62,2,320793
2,0,5,1,2,0.29,1,347993
2,0,5,1,3,0.75,3,398676
2,0,5,2,0,0.00,0,303409
2,0,5,2,1,0.00,0,320793
2,0,5,2,2,0.29,1,347993
2,0,5,2,3,0.00,0,398676
2,0,6,0,0,1.59,5,314185
2,0,6,0,1,1.72,5,290066
2,0,6,0,2,1.27,4,314916
2,0,6,0,3,2.62,9,343395
2,0,6,1,0,1.59,5,314185
2,0,6,1,1,1.72,5,290066
2,0,6,1,2,0.95,3,314916
2,0,6,1,3,2.04,7,343395
2,0,6,2,0,0.00,0,314185
2,0,6,2,1,0.00,0,290066
2,0,6,2,2,0.32,1,314916
2,0,6,2,3,0.29,1,343395
2,0,7,0,0,2.04,7,343610
2,0,7,0,1,3.60,11,305433
2,0,7,0,2,5.21,15,287785
2,0,7,0,3,4.54,14,308476
2,0,7,1,0,1.75,6,343610
2,0,7,1,1,2.95,9,305433
2,0,7,1,2,4.52,13,287785
2,0,7,1,3,3.57,11,308476
2,0,7,2,0,0.00,0,343610
2,0,7,2,1,0.33,1,305433
2,0,7,2,2,0.35,1,287785
2,0,7,2,3,0.97,3,308476
2,0,8,0,0,0.52,15,2865612
2,0,8,0,1,0.72,20,2780171
2,0,8,0,2,0.79,22,2773416
2,0,8,0,3,1.04,29,2783019
2,0,8,1,0,0.49,14,2865612
2,0,8,1,1,0.58,16,2780171
2,0,8,1,2,0.65,18,2773416
2,0,8,1,3,0.83,23,2783019
2,0,8,2,0,0.00,0,2865612
2,0,8,2,1,0.07,2,2780171
2,0,8,2,2,0.11,3,2773416
2,0,8,2,3,0.18,5,2783019
2,0,9,0,0,2.50,9,360657
2,0,9,0,1,3.27,11,336129
2,0,9,0,2,3.65,11,301576
2,0,9,0,3,5.35,15,280568
2,0,9,1,0,1.66,6,360657
2,0,9,1,1,2.68,9,336129
2,0,9,1,2,2.65,8,301576
2,0,9,1,3,3.56,10,280568
2,0,9,2,0,0.28,1,360657
2,0,9,2,1,0.30,1,336129
2,0,9,2,2,0.66,2,301576
2,0,9,2,3,1.78,5,280568
2,0,10,0,0,5.83,19,325924
2,0,10,0,1,7.95,28,352330
2,0,10,0,2,7.59,25,329386
2,0,10,0,3,8.19,24,293002
2,0,10,1,0,4.60,15,325924
2,0,10,1,1,7.10,25,352330
2,0,10,1,2,6.68,22,329386
2,0,10,1,3,7.17,21,293002
2,0,10,2,0,0.31,1,325924
2,0,10,2,1,0.28,1,352330
2,0,10,2,2,0.61,2,329386
2,0,10,2,3,0.68,2,293002
2,0,11,0,0,6.22,17,273135
2,0,11,0,1,8.33,26,312246
2,0,11,0,2,8.54,29,339398
2,0,11,0,3,14.58,46,315495
2,0,11,1,0,5.49,15,273135
2,0,11,1,1,6.73,21,312246
2,0,11,1,2,7.96,27,339398
2,0,11,1,3,10.78,34,315495
2,0,11,2,0,0.00,0,273135
2,0,11,2,1,0.96,3,312246
2,0,11,2,2,0.29,1,339398
2,0,11,2,3,1.90,6,315495
2,0,12,0,0,15.89,32,201405
2,0,12,0,1,12.61,32,253770
2,0,12,0,2,11.57,34,293759
2,0,12,0,3,13.34,43,322313
2,0,12,1,0,12.91,26,201405
2,0,12,1,1,9.85,25,253770
2,0,12,1,2,9.53,28,293759
2,0,12,1,3,11.17,36,322313
2,0,12,2,0,2.48,5,201405
2,0,12,2,1,1.97,5,253770
