"IM Race-Ethnicity no Unknown","IM Modelling Subsite","18_Age Categories for NordPred","IM Histology with All","Incidence 5-year LATEST","Crude Rate","Count","Population"
0,2,16,1,0,11.17,1457,13046361
0,2,16,1,1,11.90,1461,12273350
0,2,16,1,2,12.55,1500,11951978
0,2,16,1,3,12.05,1628,13515338
0,2,16,2,0,0.22,29,13046361
0,2,16,2,1,0.24,29,12273350
0,2,16,2,2,0.27,32,11951978
0,2,16,2,3,0.44,60,13515338
0,2,17,0,0,12.47,1196,9590416
0,2,17,0,1,12.37,1229,9931555
0,2,17,0,2,13.97,1335,9558759
0,2,17,0,3,13.16,1236,9395615
0,2,17,1,0,11.01,1056,9590416
0,2,17,1,1,11.15,1107,9931555
0,2,17,1,2,12.81,1224,9558759
0,2,17,1,3,12.06,1133,9395615
0,2,17,2,0,0.25,24,9590416
0,2,17,2,1,0.28,28,9931555
0,2,17,2,2,0.43,41,9558759
0,2,17,2,3,0.32,30,9395615
0,2,18,0,0,10.45,858,8211211
0,2,18,0,1,10.45,965,9231045
0,2,18,0,2,10.47,1082,10338677
0,2,18,0,3,10.22,1102,10782972
0,2,18,1,0,9.34,767,8211211
0,2,18,1,1,9.34,862,9231045
0,2,18,1,2,9.20,951,10338677
0,2,18,1,3,9.33,1006,10782972
0,2,18,2,0,0.16,13,8211211
0,2,18,2,1,0.21,19,9231045
0,2,18,2,2,0.28,29,10338677
0,2,18,2,3,0.25,27,10782972
0,2,19,0,0,2.61,10876,416252623
0,2,19,0,1,2.73,11305,413435419
0,2,19,0,2,3.15,13047,413754381
0,2,19,0,3,3.26,13412,411263308
0,2,19,1,0,2.36,9842,416252623
0,2,19,1,1,2.50,10352,413435419
0,2,19,1,2,2.88,11932,413754381
0,2,19,1,3,2.97,12220,411263308
0,2,19,2,0,0.05,217,416252623
0,2,19,2,1,0.06,267,413435419
0,2,19,2,2,0.09,380,413754381
0,2,19,2,3,0.11,456,411263308
0,3,0,0,0,0.01,2,23869573
0,3,0,0,1,0.00,0,22762170
0,3,0,0,2,0.00,1,21668428
0,3,0,0,3,0.00,1,21021396
0,3,0,1,0,0.00,0,23869573
0,3,0,1,1,0.00,0,22762170
0,3,0,1,2,0.00,0,21668428
0,3,0,1,3,0.00,0,21021396
0,3,0,2,0,0.00,0,23869573
0,3,0,2,1,0.00,0,22762170
0,3,0,2,2,0.00,0,21668428
0,3,0,2,3,0.00,0,21021396
0,3,1,0,0,0.00,0,25158891
0,3,1,0,1,0.00,1,23274066
0,3,1,0,2,0.00,0,22616183
0,3,1,0,3,0.00,0,21497499
0,3,1,1,0,0.00,0,25158891
0,3,1,1,1,0.00,0,23274066
0,3,1,1,2,0.00,0,22616183
0,3,1,1,3,0.00,0,21497499
0,3,1,2,0,0.00,0,25158891
0,3,1,2,1,0.00,1,23274066
0,3,1,2,2,0.00,0,22616183
0,3,1,2,3,0.00,0,21497499
0,3,2,0,0,0.01,3,27371620
0,3,2,0,1,0.00,0,25178088
0,3,2,0,2,0.01,2,23638071
0,3,2,0,3,0.00,1,22487526
0,3,2,1,0,0.00,1,27371620
0,3,2,1,1,0.00,0,25178088
0,3,2,1,2,0.00,0,23638071
0,3,2,1,3,0.00,0,22487526
0,3,2,2,0,0.01,2,27371620
0,3,2,2,1,0.00,0,25178088
0,3,2,2,2,0.00,1,23638071
0,3,2,2,3,0.00,1,22487526
0,3,3,0,0,0.01,3,26914884
0,3,3,0,1,0.01,3,26851415
0,3,3,0,2,0.04,9,24897293
0,3,3,0,3,0.04,9,23503987
0,3,3,1,0,0.00,1,26914884
0,3,3,1,1,0.00,0,26851415
0,3,3,1,2,0.01,2,24897293
0,3,3,1,3,0.03,7,23503987
0,3,3,2,0,0.01,2,26914884
0,3,3,2,1,0.01,3,26851415
0,3,3,2,2,0.02,6,24897293
0,3,3,2,3,0.01,2,23503987
0,3,4,0,0,0.05,12,25615270
0,3,4,0,1,0.03,9,26177679
0,3,4,0,2,0.08,20,26456421
0,3,4,0,3,0.08,20,24973279
0,3,4,1,0,0.03,8,25615270
0,3,4,1,1,0.02,5,26177679
0,3,4,1,2,0.04,11,26456421
0,3,4,1,3,0.04,10,24973279
0,3,4,2,0,0.00,1,25615270
0,3,4,2,1,0.01,3,26177679
0,3,4,2,2,0.03,7,26456421
0,3,4,2,3,0.04,10,24973279
0,3,5,0,0,0.10,25,24526441
0,3,5,0,1,0.10,25,25559243
0,3,5,0,2,0.10,26,26650861
0,3,5,0,3,0.13,34,27192489
0,3,5,1,0,0.07,16,24526441
0,3,5,1,1,0.07,17,25559243
0,3,5,1,2,0.05,12,26650861
0,3,5,1,3,0.06,16,27192489
0,3,5,2,0,0.02,6,24526441
0,3,5,2,1,0.02,4,25559243
0,3,5,2,2,0.04,10,26650861
0,3,5,2,3,0.05,14,27192489
0,3,6,0,0,0.20,57,28159352
0,3,6,0,1,0.22,54,24272191
0,3,6,0,2,0.21,55,25604917
0,3,6,0,3,0.22,59,26540051
0,3,6,1,0,0.12,35,28159352
0,3,6,1,1,0.12,28,24272191
0,3,6,1,2,0.11,29,25604917
0,3,6,1,3,0.14,36,26540051
0,3,6,2,0,0.04,12,28159352
0,3,6,2,1,0.06,14,24272191
0,3,6,2,2,0.07,19,25604917
0,3,6,2,3,0.06,17,26540051
0,3,7,0,0,0.34,108,31508574
0,3,7,0,1,0.30,82,27580140
0,3,7,0,2,0.29,70,24139311
0,3,7,0,3,0.45,114,25255508
0,3,7,1,0,0.22,68,31508574
0,3,7,1,1,0.18,49,27580140
0,3,7,1,2,0.16,38,24139311
0,3,7,1,3,0.23,59,25255508
0,3,7,2,0,0.09,27,31508574
0,3,7,2,1,0.07,20,27580140
0,3,7,2,2,0.08,19,24139311
0,3,7,2,3,0.15,39,25255508
0,3,8,0,0,0.10,210,213124605
0,3,8,0,1,0.09,174,201654992
0,3,8,0,2,0.09,183,195671485
0,3,8,0,3,0.12,238,192471735
0,3,8,1,0,0.06,129,213124605
0,3,8,1,1,0.05,99,201654992
0,3,8,1,2,0.05,92,195671485
0,3,8,1,3,0.07,128,192471735
0,3,8,2,0,0.02,50,213124605
0,3,8,2,1,0.02,45,201654992
0,3,8,2,2,0.03,62,195671485
0,3,8,2,3,0.04,83,192471735
0,3,9,0,0,0.54,187,34642018
0,3,9,0,1,0.52,160,30651071
0,3,9,0,2,0.50,135,27116193
0,3,9,0,3,0.64,151,23762893
0,3,9,1,0,0.35,121,34642018
0,3,9,1,1,0.33,101,30651071
0,3,9,1,2,0.26,71,27116193
0,3,9,1,3,0.34,80,23762893
0,3,9,2,0,0.11,39,34642018
0,3,9,2,1,0.14,44,30651071
0,3,9,2,2,0.18,48,27116193
0,3,9,2,3,0.22,53,23762893
0,3,10,0,0,0.92,304,33175804
0,3,10,0,1,0.92,309,33647325
0,3,10,0,2,0.81,242,30005868
0,3,10,0,3,0.95,253,26561222
0,3,10,1,0,0.63,209,33175804
0,3,10,1,1,0.59,198,33647325
0,3,10,1,2,0.47,142,30005868
0,3,10,1,3,0.50,134,26561222
0,3,10,2,0,0.17,55,33175804
0,3,10,2,1,0.25,85,33647325
0,3,10,2,2,0.25,75,30005868
0,3,10,2,3,0.35,92,26561222
0,3,11,0,0,1.43,433,30251266
0,3,11,0,1,1.37,441,32244708
0,3,11,0,2,1.51,498,32914756
0,3,11,0,3,1.40,408,29113614
0,3,11,1,0,1.00,304,30251266
0,3,11,1,1,0.89,288,32244708
0,3,11,1,2,0.86,282,32914756
0,3,11,1,3,0.83,242,29113614
0,3,11,2,0,0.27,82,30251266
0,3,11,2,1,0.31,101,32244708
0,3,11,2,2,0.43,141,32914756
0,3,11,2,3,0.48,139,29113614
0,3,12,0,0,2.20,546,24791905
0,3,12,0,1,1.78,517,29023222
0,3,12,0,2,1.88,587,31232970
0,3,12,0,3,1.94,611,31501209
0,3,12,1,0,1.56,387,24791905
0,3,12,1,1,1.11,323,29023222
0,3,12,1,2,1.06,331,31232970
0,3,12,1,3,1.02,322,31501209
0,3,12,2,0,0.36,90,24791905
0,3,12,2,1,0.44,128,29023222
0,3,12,2,2,0.58,182,31232970
0,3,12,2,3,0.73,231,31501209
0,3,13,0,0,3.52,669,19002254
0,3,13,0,1,2.93,682,23303586
0,3,13,0,2,2.75,759,27555526
0,3,13,0,3,2.75,806,29354793
0,3,13,1,0,2.56,487,19002254
0,3,13,1,1,2.07,483,23303586
0,3,13,1,2,1.59,439,27555526
0,3,13,1,3,1.53,448,29354793
0,3,13,2,0,0.48,92,19002254
0,3,13,2,1,0.58,134,23303586
0,3,13,2,2,0.85,235,27555526
0,3,13,2,3,0.89,260,29354793
0,3,14,0,0,5.05,796,15772351
0,3,14,0,1,4.56,797,17471220
0,3,14,0,2,4.08,885,21692248
0,3,14,0,3,3.91,990,25326497
0,3,14,1,0,3.71,585,15772351
0,3,14,1,1,3.11,543,17471220
0,3,14,1,2,2.45,532,21692248
0,3,14,1,3,2.07,525,25326497
0,3,14,2,0,0.63,99,15772351
0,3,14,2,1,0.88,153,17471220
0,3,14,2,2,1.18,255,21692248
0,3,14,2,3,1.38,349,25326497
0,3,15,0,0,8.29,1214,14644432
0,3,15,0,1,6.78,949,14003345
0,3,15,0,2,5.78,908,15715921
0,3,15,0,3,5.28,1029,19477420
0,3,15,1,0,6.32,926,14644432
0,3,15,1,1,4.73,663,14003345
0,3,15,1,2,3.74,587,15715921
0,3,15,1,3,3.00,585,19477420
0,3,15,2,0,0.89,130,14644432
0,3,15,2,1,1.11,155,14003345
0,3,15,2,2,1.34,211,15715921
0,3,15,2,3,1.59,310,19477420
0,3,16,0,0,10.58,1380,13046361
0,3,16,0,1,8.61,1057,12273350
0,3,16,0,2,7.72,923,11951978
0,3,16,0,3,6.51,880,13515338
0,3,16,1,0,7.85,1024,13046361
0,3,16,1,1,5.90,724,12273350
0,3,16,1,2,5.02,600,11951978
0,3,16,1,3,3.91,529,13515338
0,3,16,2,0,1.11,145,13046361
0,3,16,2,1,1.34,164,12273350
0,3,16,2,2,1.49,178,11951978
0,3,16,2,3,1.66,224,13515338
0,3,17,0,0,14.25,1367,9590416
0,3,17,0,1,11.35,1127,9931555
0,3,17,0,2,9.89,945,9558759
0,3,17,0,3,8.92,838,9395615
0,3,17,1,0,10.30,988,9590416
0,3,17,1,1,7.87,782,9931555
0,3,17,1,2,6.54,625,9558759
0,3,17,1,3,5.65,531,9395615
0,3,17,2,0,1.13,108,9590416
0,3,17,2,1,1.25,124,9931555
0,3,17,2,2,1.55,148,9558759
0,3,17,2,3,1.81,170,9395615
0,3,18,0,0,18.89,1551,8211211
0,3,18,0,1,15.10,1394,9231045
0,3,18,0,2,12.48,1290,10338677
0,3,18,0,3,10.27,1107,10782972
0,3,18,1,0,12.00,985,8211211
0,3,18,1,1,9.44,871,9231045
0,3,18,1,2,7.16,740,10338677
0,3,18,1,3,5.90,636,10782972
0,3,18,2,0,0.83,68,8211211
0,3,18,2,1,1.15,106,9231045
0,3,18,2,2,1.12,116,10338677
0,3,18,2,3,1.09,117,10782972
0,3,19,0,0,2.08,8657,416252623
0,3,19,0,1,1.84,7607,413435419
0,3,19,0,2,1.78,7355,413754381
0,3,19,0,3,1.78,7311,411263308
0,3,19,1,0,1.48,6145,416252623
0,3,19,1,1,1.23,5075,413435419
0,3,19,1,2,1.07,4441,413754381
0,3,19,1,3,1.01,4160,411263308
0,3,19,2,0,0.23,958,416252623
0,3,19,2,1,0.30,1239,413435419
0,3,19,2,2,0.40,1651,413754381
0,3,19,2,3,0.49,2028,411263308
1,0,0,0,0,0.00,0,6451049
1,0,0,0,1,0.00,0,6350945
1,0,0,0,2,0.00,0,6471265
1,0,0,0,3,0.00,0,6435781
1,0,0,1,0,0.00,0,6451049
1,0,0,1,1,0.00,0,6350945
1,0,0,1,2,0.00,0,6471265
1,0,0,1,3,0.00,0,6435781
1,0,0,2,0,0.00,0,6451049
1,0,0,2,1,0.00,0,6350945
1,0,0,2,2,0.00,0,6471265
1,0,0,2,3,0.00,0,6435781
1,0,1,0,0,0.01,1,6958257
1,0,1,0,1,0.00,0,6438932
1,0,1,0,2,0.00,0,6526370
1,0,1,0,3,0.00,0,6572288
1,0,1,1,0,0.00,0,6958257
1,0,1,1,1,0.00,0,6438932
1,0,1,1,2,0.00,0,6526370
1,0,1,1,3,0.00,0,6572288
1,0,1,2,0,0.01,1,6958257
1,0,1,2,1,0.00,0,6438932
1,0,1,2,2,0.00,0,6526370
1,0,1,2,3,0.00,0,6572288
1,0,2,0,0,0.01,1,7459176
1,0,2,0,1,0.01,1,7168715
1,0,2,0,2,0.00,0,6780772
1,0,2,0,3,0.00,0,6633283
1,0,2,1,0,0.00,0,7459176
1,0,2,1,1,0.01,1,7168715
1,0,2,1,2,0.00,0,6780772
1,0,2,1,3,0.00,0,6633283
1,0,2,2,0,0.01,1,7459176
1,0,2,2,1,0.00,0,7168715
1,0,2,2,2,0.00,0,6780772
1,0,2,2,3,0.00,0,6633283
1,0,3,0,0,0.10,7,6852238
1,0,3,0,1,0.07,5,7559296
1,0,3,0,2,0.11,8,7282031
1,0,3,0,3,0.10,7,6865924
1,0,3,1,0,0.03,2,6852238
1,0,3,1,1,0.04,3,7559296
1,0,3,1,2,0.08,6,7282031
1,0,3,1,3,0.04,3,6865924
1,0,3,2,0,0.03,2,6852238
1,0,3,2,1,0.03,2,7559296
1,0,3,2,2,0.03,2,7282031
1,0,3,2,3,0.04,3,6865924
1,0,4,0,0,0.32,20,6318218
1,0,4,0,1,0.14,9,6578795
1,0,4,0,2,0.32,24,7480574
1,0,4,0,3,0.30,22,7441478
1,0,4,1,0,0.25,16,6318218
1,0,4,1,1,0.09,6,6578795
1,0,4,1,2,0.11,8,7480574
1,0,4,1,3,0.20,15,7441478
1,0,4,2,0,0.03,2,6318218
1,0,4,2,1,0.02,1,6578795
1,0,4,2,2,0.15,11,7480574
1,0,4,2,3,0.07,5,7441478
1,0,5,0,0,0.64,36,5656576
1,0,5,0,1,0.59,36,6067605
1,0,5,0,2,0.40,26,6519453
1,0,5,0,3,0.52,40,7759222
1,0,5,1,0,0.49,28,5656576
1,0,5,1,1,0.40,24,6067605
1,0,5,1,2,0.31,20,6519453
1,0,5,1,3,0.34,26,7759222
1,0,5,2,0,0.12,7,5656576
1,0,5,2,1,0.15,9,6067605
1,0,5,2,2,0.08,5,6519453
1,0,5,2,3,0.14,11,7759222
1,0,6,0,0,1.19,72,6036772
1,0,6,0,1,1.45,82,5646356
1,0,6,0,2,1.11,69,6204484
1,0,6,0,3,1.06,71,6705023
1,0,6,1,0,0.93,56,6036772
1,0,6,1,1,1.12,63,5646356
1,0,6,1,2,0.63,39,6204484
1,0,6,1,3,0.64,43,6705023
1,0,6,2,0,0.17,10,6036772
1,0,6,2,1,0.23,13,5646356
1,0,6,2,2,0.45,28,6204484
1,0,6,2,3,0.31,21,6705023
1,0,7,0,0,2.31,148,6402953
1,0,7,0,1,2.35,141,6005276
1,0,7,0,2,1.96,113,5771550
1,0,7,0,3,2.70,170,6291550
1,0,7,1,0,1.78,114,6402953
1,0,7,1,1,1.62,97,6005276
1,0,7,1,2,1.33,77,5771550
1,0,7,1,3,1.57,99,6291550
1,0,7,2,0,0.36,23,6402953
1,0,7,2,1,0.47,28,6005276
1,0,7,2,2,0.55,32,5771550
1,0,7,2,3,0.97,61,6291550
1,0,8,0,0,0.55,285,52135239
1,0,8,0,1,0.53,274,51815920
1,0,8,0,2,0.45,240,53036499
1,0,8,0,3,0.57,310,54704549
1,0,8,1,0,0.41,216,52135239
1,0,8,1,1,0.37,194,51815920
1,0,8,1,2,0.28,150,53036499
1,0,8,1,3,0.34,186,54704549
1,0,8,2,0,0.09,46,52135239
1,0,8,2,1,0.10,53,51815920
1,0,8,2,2,0.15,78,53036499
1,0,8,2,3,0.18,101,54704549
1,0,9,0,0,4.53,290,6396446
1,0,9,0,1,4.51,285,6318396
1,0,9,0,2,4.00,241,6029415
1,0,9,0,3,4.04,234,5797057
1,0,9,1,0,3.39,217,6396446
1,0,9,1,1,3.28,207,6318396
1,0,9,1,2,2.64,159,6029415
1,0,9,1,3,2.43,141,5797057
1,0,9,2,0,0.69,44,6396446
1,0,9,2,1,0.92,58,6318396
1,0,9,2,2,1.03,62,6029415
1,0,9,2,3,1.40,81,5797057
1,0,10,0,0,6.95,384,5527883
1,0,10,0,1,7.54,471,6245213
1,0,10,0,2,6.76,421,6231619
1,0,10,0,3,6.56,391,5962033
1,0,10,1,0,5.39,298,5527883
1,0,10,1,1,5.40,337,6245213
1,0,10,1,2,4.54,283,6231619
1,0,10,1,3,3.92,234,5962033
1,0,10,2,0,0.83,46,5527883
1,0,10,2,1,1.60,100,6245213
1,0,10,2,2,1.78,111,6231619
1,0,10,2,3,2.25,134,5962033
1,0,11,0,0,12.49,572,4579872
1,0,11,0,1,12.68,688,5427660
1,0,11,0,2,11.74,723,6157513
1,0,11,0,3,11.55,699,6054474
1,0,11,1,0,9.67,443,4579872
1,0,11,1,1,8.92,484,5427660
1,0,11,1,2,8.51,524,6157513
1,0,11,1,3,6.69,405,6054474
1,0,11,2,0,1.62,74,4579872
1,0,11,2,1,2.52,137,5427660
1,0,11,2,2,2.58,159,6157513
1,0,11,2,3,4.05,245,6054474
1,0,12,0,0,18.40,618,3358217
1,0,12,0,1,18.23,799,4383219
1,0,12,0,2,17.80,933,5241250
1,0,12,0,3,17.69,1040,5879990
1,0,12,1,0,14.23,478,3358217
1,0,12,1,1,13.39,587,4383219
1,0,12,1,2,12.55,658,5241250
1,0,12,1,3,11.45,673,5879990
1,0,12,2,0,2.35,79,3358217
1,0,12,2,1,3.08,135,4383219
1,0,12,2,2,3.82,200,5241250
1,0,12,2,3,4.95,291,5879990
1,0,13,0,0,29.56,770,2605050
1,0,13,0,1,27.30,851,3117479
1,0,13,0,2,26.19,1074,4101287
1,0,13,0,3,24.83,1214,4889737
1,0,13,1,0,23.34,608,2605050
1,0,13,1,1,20.47,638,3117479
1,0,13,1,2,18.29,750,4101287
1,0,13,1,3,16.38,801,4889737
1,0,13,2,0,3.11,81,2605050
1,0,13,2,1,4.49,140,3117479
1,0,13,2,2,5.66,232,4101287
1,0,13,2,3,6.56,321,4889737
1,0,14,0,0,41.01,853,2079991
1,0,14,0,1,40.86,961,2351955
1,0,14,0,2,36.29,1042,2871421
1,0,14,0,3,32.89,1222,3715375
1,0,14,1,0,33.46,696,2079991
1,0,14,1,1,31.72,746,2351955
1,0,14,1,2,25.35,728,2871421
1,0,14,1,3,21.48,798,3715375
1,0,14,2,0,3.56,74,2079991
1,0,14,2,1,5.82,137,2351955
1,0,14,2,2,8.32,239,2871421
1,0,14,2,3,8.91,331,3715375
1,0,15,0,0,56.88,927,1629759
1,0,15,0,1,55.86,992,1775770
1,0,15,0,2,50.41,1032,2047286
1,0,15,0,3,43.63,1104,2530100
1,0,15,1,0,46.14,752,1629759
1,0,15,1,1,45.33,805,1775770
1,0,15,1,2,38.00,778,2047286
1,0,15,1,3,30.24,765,2530100
1,0,15,2,0,4.42,72,1629759
1,0,15,2,1,6.08,108,1775770
1,0,15,2,2,9.62,197,2047286
1,0,15,2,3,10.39,263,2530100
1,0,16,0,0,78.11,964,1234153
1,0,16,0,1,72.16,930,1288837
1,0,16,0,2,66.24,960,1449379
1,0,16,0,3,60.50,1040,1719061
1,0,16,1,0,63.93,789,1234153
1,0,16,1,1,57.73,744,1288837
1,0,16,1,2,51.26,743,1449379
1,0,16,1,3,43.34,745,1719061
1,0,16,2,0,5.27,65,1234153
1,0,16,2,1,7.45,96,1288837
1,0,16,2,2,9.87,143,1449379
1,0,16,2,3,12.56,216,1719061
1,0,17,0,0,94.87,747,787428
1,0,17,0,1,90.89,790,869198
1,0,17,0,2,75.03,721,960892
1,0,17,0,3,64.26,724,1126604
1,0,17,1,0,79.12,623,787428
1,0,17,1,1,73.98,643,869198
1,0,17,1,2,58.59,563,960892
1,0,17,1,3,47.84,539,1126604
1,0,17,2,0,3.81,30,787428
1,0,17,2,1,6.90,60,869198
1,0,17,2,2,9.99,96,960892
1,0,17,2,3,11.01,124,1126604
1,0,18,0,0,121.08,803,663225
1,0,18,0,1,107.71,798,740844
1,0,18,0,2,81.16,729,898212
1,0,18,0,3,73.46,785,1068658
1,0,18,1,0,98.31,652,663225
1,0,18,1,1,86.52,641,740844
1,0,18,1,2,63.35,569,898212
1,0,18,1,3,54.55,583,1068658
1,0,18,2,0,4.22,28,663225
1,0,18,2,1,6.34,47,740844
1,0,18,2,2,6.68,60,898212
1,0,18,2,3,8.42,90,1068658
1,0,19,0,0,8.91,7213,80997263
1,0,19,0,1,9.30,7839,84334491
1,0,19,0,2,9.12,8116,89024773
1,0,19,0,3,9.38,8763,93447638
1,0,19,1,0,7.13,5772,80997263
1,0,19,1,1,7.15,6026,84334491
1,0,19,1,2,6.63,5905,89024773
1,0,19,1,3,6.28,5870,93447638
1,0,19,2,0,0.79,639,80997263
1,0,19,2,1,1.27,1071,84334491
1,0,19,2,2,1.77,1577,89024773
1,0,19,2,3,2.35,2197,93447638
1,1,0,0,0,0.00,0,6451049
1,1,0,0,1,0.00,0,6350945
1,1,0,0,2,0.00,0,6471265
1,1,0,0,3,0.00,0,6435781
1,1,0,1,0,0.00,0,6451049
1,1,0,1,1,0.00,0,6350945
1,1,0,1,2,0.00,0,6471265
1,1,0,1,3,0.00,0,6435781
1,1,0,2,0,0.00,0,6451049
1,1,0,2,1,0.00,0,6350945
1,1,0,2,2,0.00,0,6471265
1,1,0,2,3,0.00,0,6435781
1,1,1,0,0,0.00,0,6958257
1,1,1,0,1,0.00,0,6438932
1,1,1,0,2,0.00,0,6526370
1,1,1,0,3,0.00,0,6572288
1,1,1,1,0,0.00,0,6958257
1,1,1,1,1,0.00,0,6438932
1,1,1,1,2,0.00,0,6526370
1,1,1,1,3,0.00,0,6572288
1,1,1,2,0,0.00,0,6958257
1,1,1,2,1,0.00,0,6438932
1,1,1,2,2,0.00,0,6526370
1,1,1,2,3,0.00,0,6572288
1,1,2,0,0,0.00,0,7459176
1,1,2,0,1,0.00,0,7168715
1,1,2,0,2,0.00,0,6780772
1,1,2,0,3,0.00,0,6633283
1,1,2,1,0,0.00,0,7459176
1,1,2,1,1,0.00,0,7168715
1,1,2,1,2,0.00,0,6780772
1,1,2,1,3,0.00,0,6633283
1,1,2,2,0,0.00,0,7459176
1,1,2,2,1,0.00,0,7168715
1,1,2,2,2,0.00,0,6780772
1,1,2,2,3,0.00,0,6633283
1,1,3,0,0,0.06,4,6852238
1,1,3,0,1,0.04,3,7559296
1,1,3,0,2,0.04,3,7282031
1,1,3,0,3,0.07,5,6865924
1,1,3,1,0,0.01,1,6852238
1,1,3,1,1,0.01,1,7559296
1,1,3,1,2,0.01,1,7282031
1,1,3,1,3,0.04,3,6865924
1,1,3,2,0,0.03,2,6852238
1,1,3,2,1,0.03,2,7559296
1,1,3,2,2,0.03,2,7282031
1,1,3,2,3,0.03,2,6865924
1,1,4,0,0,0.17,11,6318218
1,1,4,0,1,0.08,5,6578795
1,1,4,0,2,0.16,12,7480574
1,1,4,0,3,0.11,8,7441478
1,1,4,1,0,0.14,9,6318218
1,1,4,1,1,0.06,4,6578795
1,1,4,1,2,0.07,5,7480574
1,1,4,1,3,0.08,6,7441478
1,1,4,2,0,0.03,2,6318218
1,1,4,2,1,0.00,0,6578795
1,1,4,2,2,0.09,7,7480574
1,1,4,2,3,0.03,2,7441478
1,1,5,0,0,0.25,14,5656576
1,1,5,0,1,0.26,16,6067605
1,1,5,0,2,0.23,15,6519453
1,1,5,0,3,0.28,22,7759222
1,1,5,1,0,0.18,10,5656576
1,1,5,1,1,0.16,10,6067605
1,1,5,1,2,0.15,10,6519453
1,1,5,1,3,0.22,17,7759222
1,1,5,2,0,0.05,3,5656576
1,1,5,2,1,0.10,6,6067605
1,1,5,2,2,0.08,5,6519453
1,1,5,2,3,0.05,4,7759222
1,1,6,0,0,0.48,29,6036772
1,1,6,0,1,0.73,41,5646356
1,1,6,0,2,0.64,40,6204484
1,1,6,0,3,0.66,44,6705023
1,1,6,1,0,0.41,25,6036772
1,1,6,1,1,0.58,33,5646356
1,1,6,1,2,0.37,23,6204484
1,1,6,1,3,0.43,29,6705023
1,1,6,2,0,0.03,2,6036772
1,1,6,2,1,0.12,7,5646356
1,1,6,2,2,0.27,17,6204484
1,1,6,2,3,0.18,12,6705023
1,1,7,0,0,1.23,79,6402953
1,1,7,0,1,1.28,77,6005276
1,1,7,0,2,1.09,63,5771550
1,1,7,0,3,1.53,96,6291550
1,1,7,1,0,0.95,61,6402953
1,1,7,1,1,0.95,57,6005276
1,1,7,1,2,0.76,44,5771550
1,1,7,1,3,0.89,56,6291550
1,1,7,2,0,0.22,14,6402953
1,1,7,2,1,0.23,14,6005276
1,1,7,2,2,0.33,19,5771550
1,1,7,2,3,0.60,38,6291550
1,1,8,0,0,0.26,137,52135239
1,1,8,0,1,0.27,142,51815920
1,1,8,0,2,0.25,133,53036499
1,1,8,0,3,0.32,175,54704549
1,1,8,1,0,0.20,106,52135239
1,1,8,1,1,0.20,105,51815920
1,1,8,1,2,0.16,83,53036499
1,1,8,1,3,0.20,111,54704549
1,1,8,2,0,0.04,23,52135239
1,1,8,2,1,0.06,29,51815920
1,1,8,2,2,0.09,50,53036499
1,1,8,2,3,0.11,58,54704549
1,1,9,0,0,2.39,153,6396446
1,1,9,0,1,2.47,156,6318396
1,1,9,0,2,2.07,125,6029415
1,1,9,0,3,2.14,124,5797057
1,1,9,1,0,1.86,119,6396446
1,1,9,1,1,1.92,121,6318396
1,1,9,1,2,1.46,88,6029415
1,1,9,1,3,1.33,77,5797057
1,1,9,2,0,0.41,26,6396446
1,1,9,2,1,0.51,32,6318396
1,1,9,2,2,0.48,29,6029415
1,1,9,2,3,0.79,46,5797057
1,1,10,0,0,3.40,188,5527883
1,1,10,0,1,4.07,254,6245213
1,1,10,0,2,3.69,230,6231619
1,1,10,0,3,3.25,194,5962033
1,1,10,1,0,2.98,165,5527883
1,1,10,1,1,3.19,199,6245213
1,1,10,1,2,2.65,165,6231619
1,1,10,1,3,2.01,120,5962033
1,1,10,2,0,0.34,19,5527883
1,1,10,2,1,0.78,49,6245213
1,1,10,2,2,0.95,59,6231619
1,1,10,2,3,1.17,70,5962033
1,1,11,0,0,5.92,271,4579872
1,1,11,0,1,6.36,345,5427660
1,1,11,0,2,6.35,391,6157513
1,1,11,0,3,5.96,361,6054474
1,1,11,1,0,4.96,227,4579872
1,1,11,1,1,4.75,258,5427660
1,1,11,1,2,4.84,298,6157513
1,1,11,1,3,3.52,213,6054474
1,1,11,2,0,0.72,33,4579872
1,1,11,2,1,1.31,71,5427660
1,1,11,2,2,1.32,81,6157513
1,1,11,2,3,2.26,137,6054474
1,1,12,0,0,9.71,326,3358217
1,1,12,0,1,9.54,418,4383219
1,1,12,0,2,9.48,497,5241250
1,1,12,0,3,9.27,545,5879990
1,1,12,1,0,8.01,269,3358217
1,1,12,1,1,7.60,333,4383219
1,1,12,1,2,7.02,368,5241250
1,1,12,1,3,6.29,370,5879990
1,1,12,2,0,1.16,39,3358217
1,1,12,2,1,1.67,73,4383219
1,1,12,2,2,2.18,114,5241250
1,1,12,2,3,2.62,154,5879990
1,1,13,0,0,16.20,422,2605050
1,1,13,0,1,14.63,456,3117479
1,1,13,0,2,14.73,604,4101287
1,1,13,0,3,13.03,637,4889737
1,1,13,1,0,13.74,358,2605050
1,1,13,1,1,11.39,355,3117479
1,1,13,1,2,10.85,445,4101287
1,1,13,1,3,8.94,437,4889737
1,1,13,2,0,1.54,40,2605050
1,1,13,2,1,2.44,76,3117479
1,1,13,2,2,3.22,132,4101287
1,1,13,2,3,3.54,173,4889737
1,1,14,0,0,21.39,445,2079991
