"IM Race-Ethnicity no Unknown","18_Age Categories for NordPred","IM Subsite","IM Histology with All","IM 5-year LATEST","Age-Adjusted Rate","Count","Population"
4,11,0,0,3,0.44,706,181646527
4,11,0,1,0,0.43,362,129117594
4,11,0,1,1,0.48,528,149167428
4,11,0,1,2,0.46,634,167959696
4,11,0,1,3,0.47,759,181646527
4,11,0,2,0,0.40,332,129117594
4,11,0,2,1,0.42,464,149167428
4,11,0,2,2,0.40,553,167959696
4,11,0,2,3,0.41,661,181646527
4,11,0,3,0,^,^,129117594
4,11,0,3,1,0.01,16,149167428
4,11,0,3,2,0.02,30,167959696
4,11,0,3,3,0.03,45,181646527
4,11,1,0,0,0.06,52,129117594
4,11,1,0,1,0.07,76,149167428
4,11,1,0,2,0.07,91,167959696
4,11,1,0,3,0.08,130,181646527
4,11,1,1,0,0.07,55,129117594
4,11,1,1,1,0.08,83,149167428
4,11,1,1,2,0.07,99,167959696
4,11,1,1,3,0.09,141,181646527
4,11,1,2,0,0.06,50,129117594
4,11,1,2,1,0.07,75,149167428
4,11,1,2,2,0.06,90,167959696
4,11,1,2,3,0.08,126,181646527
4,11,1,3,0,^,^,129117594
4,11,1,3,1,^,^,149167428
4,11,1,3,2,^,^,167959696
4,11,1,3,3,^,^,181646527
4,11,2,0,0,0.17,146,129117594
4,11,2,0,1,0.21,227,149167428
4,11,2,0,2,0.22,304,167959696
4,11,2,0,3,0.21,342,181646527
4,11,2,1,0,0.18,152,129117594
4,11,2,1,1,0.21,236,149167428
4,11,2,1,2,0.23,314,167959696
4,11,2,1,3,0.22,351,181646527
4,11,2,2,0,0.17,144,129117594
4,11,2,2,1,0.20,221,149167428
4,11,2,2,2,0.21,289,167959696
4,11,2,2,3,0.20,320,181646527
4,11,2,3,0,^,^,129117594
4,11,2,3,1,^,^,149167428
4,11,2,3,2,0.01,15,167959696
4,11,2,3,3,0.01,22,181646527
4,11,3,0,0,0.17,140,129117594
4,11,3,0,1,0.16,177,149167428
4,11,3,0,2,0.14,188,167959696
4,11,3,0,3,0.15,234,181646527
4,11,3,1,0,0.18,155,129117594
4,11,3,1,1,0.19,209,149167428
4,11,3,1,2,0.16,221,167959696
4,11,3,1,3,0.17,267,181646527
4,11,3,2,0,0.16,138,129117594
4,11,3,2,1,0.15,168,149167428
4,11,3,2,2,0.13,174,167959696
4,11,3,2,3,0.13,215,181646527
4,11,3,3,0,^,^,129117594
4,11,3,3,1,^,^,149167428
4,11,3,3,2,0.01,14,167959696
4,11,3,3,3,0.01,19,181646527
4,12,0,0,0,0.53,411,129117594
4,12,0,0,1,0.53,553,149167428
4,12,0,0,2,0.49,670,167959696
4,12,0,0,3,0.52,877,181646527
4,12,0,1,0,0.56,437,129117594
4,12,0,1,1,0.56,589,149167428
4,12,0,1,2,0.53,725,167959696
4,12,0,1,3,0.57,946,181646527
4,12,0,2,0,0.52,402,129117594
4,12,0,2,1,0.51,535,149167428
4,12,0,2,2,0.47,642,167959696
4,12,0,2,3,0.49,821,181646527
4,12,0,3,0,^,^,129117594
4,12,0,3,1,0.02,18,149167428
4,12,0,3,2,0.02,28,167959696
4,12,0,3,3,0.04,56,181646527
4,12,1,0,0,0.09,71,129117594
4,12,1,0,1,0.10,103,149167428
4,12,1,0,2,0.08,107,167959696
4,12,1,0,3,0.10,174,181646527
4,12,1,1,0,0.10,74,129117594
4,12,1,1,1,0.10,108,149167428
4,12,1,1,2,0.09,119,167959696
4,12,1,1,3,0.11,186,181646527
4,12,1,2,0,0.09,71,129117594
4,12,1,2,1,0.10,102,149167428
4,12,1,2,2,0.08,104,167959696
4,12,1,2,3,0.10,171,181646527
4,12,1,3,0,^,^,129117594
4,12,1,3,1,^,^,149167428
4,12,1,3,2,^,^,167959696
4,12,1,3,3,^,^,181646527
4,12,2,0,0,0.23,182,129117594
4,12,2,0,1,0.23,245,149167428
4,12,2,0,2,0.25,341,167959696
4,12,2,0,3,0.25,420,181646527
4,12,2,1,0,0.24,184,129117594
4,12,2,1,1,0.24,256,149167428
4,12,2,1,2,0.26,346,167959696
4,12,2,1,3,0.26,437,181646527
4,12,2,2,0,0.23,179,129117594
4,12,2,2,1,0.23,238,149167428
4,12,2,2,2,0.24,327,167959696
4,12,2,2,3,0.23,389,181646527
4,12,2,3,0,^,^,129117594
4,12,2,3,1,^,^,149167428
4,12,2,3,2,0.01,14,167959696
4,12,2,3,3,0.02,31,181646527
4,12,3,0,0,0.20,158,129117594
4,12,3,0,1,0.19,205,149167428
4,12,3,0,2,0.16,222,167959696
4,12,3,0,3,0.17,283,181646527
4,12,3,1,0,0.23,179,129117594
4,12,3,1,1,0.21,225,149167428
4,12,3,1,2,0.19,260,167959696
4,12,3,1,3,0.19,323,181646527
4,12,3,2,0,0.19,152,129117594
4,12,3,2,1,0.18,195,149167428
4,12,3,2,2,0.15,211,167959696
4,12,3,2,3,0.15,261,181646527
4,12,3,3,0,^,^,129117594
4,12,3,3,1,0.01,10,149167428
4,12,3,3,2,0.01,11,167959696
4,12,3,3,3,0.01,22,181646527
4,13,0,0,0,0.55,387,129117594
4,13,0,0,1,0.63,575,149167428
4,13,0,0,2,0.62,747,167959696
4,13,0,0,3,0.62,929,181646527
4,13,0,1,0,0.61,432,129117594
4,13,0,1,1,0.68,623,149167428
4,13,0,1,2,0.67,803,167959696
4,13,0,1,3,0.67,1017,181646527
4,13,0,2,0,0.53,378,129117594
4,13,0,2,1,0.61,558,149167428
4,13,0,2,2,0.58,703,167959696
4,13,0,2,3,0.57,862,181646527
4,13,0,3,0,^,^,129117594
4,13,0,3,1,0.02,17,149167428
4,13,0,3,2,0.04,44,167959696
4,13,0,3,3,0.05,67,181646527
4,13,1,0,0,0.10,68,129117594
4,13,1,0,1,0.10,95,149167428
4,13,1,0,2,0.10,116,167959696
4,13,1,0,3,0.09,147,181646527
4,13,1,1,0,0.10,74,129117594
4,13,1,1,1,0.11,101,149167428
4,13,1,1,2,0.11,130,167959696
4,13,1,1,3,0.10,159,181646527
4,13,1,2,0,0.09,67,129117594
4,13,1,2,1,0.10,94,149167428
4,13,1,2,2,0.09,112,167959696
4,13,1,2,3,0.09,142,181646527
4,13,1,3,0,^,^,129117594
4,13,1,3,1,^,^,149167428
4,13,1,3,2,^,^,167959696
4,13,1,3,3,^,^,181646527
4,13,2,0,0,0.28,194,129117594
4,13,2,0,1,0.34,310,149167428
4,13,2,0,2,0.32,390,167959696
4,13,2,0,3,0.33,479,181646527
4,13,2,1,0,0.29,204,129117594
4,13,2,1,1,0.35,320,149167428
4,13,2,1,2,0.33,396,167959696
4,13,2,1,3,0.34,503,181646527
4,13,2,2,0,0.27,189,129117594
4,13,2,2,1,0.33,300,149167428
4,13,2,2,2,0.31,369,167959696
4,13,2,2,3,0.30,453,181646527
4,13,2,3,0,^,^,129117594
4,13,2,3,1,0.01,10,149167428
4,13,2,3,2,0.02,21,167959696
4,13,2,3,3,0.02,26,181646527
4,13,3,0,0,0.17,125,129117594
4,13,3,0,1,0.18,170,149167428
4,13,3,0,2,0.20,241,167959696
4,13,3,0,3,0.20,303,181646527
4,13,3,1,0,0.22,154,129117594
4,13,3,1,1,0.22,202,149167428
4,13,3,1,2,0.23,277,167959696
4,13,3,1,3,0.23,355,181646527
4,13,3,2,0,0.17,122,129117594
4,13,3,2,1,0.18,164,149167428
4,13,3,2,2,0.18,222,167959696
4,13,3,2,3,0.17,267,181646527
4,13,3,3,0,^,^,129117594
4,13,3,3,1,^,^,149167428
4,13,3,3,2,0.02,19,167959696
4,13,3,3,3,0.03,36,181646527
4,14,0,0,0,0.83,516,129117594
4,14,0,0,1,0.82,606,149167428
4,14,0,0,2,0.87,820,167959696
4,14,0,0,3,0.81,980,181646527
4,14,0,1,0,0.92,573,129117594
4,14,0,1,1,0.88,650,149167428
4,14,0,1,2,0.94,889,167959696
4,14,0,1,3,0.89,1081,181646527
4,14,0,2,0,0.82,509,129117594
4,14,0,2,1,0.77,571,149167428
4,14,0,2,2,0.81,767,167959696
4,14,0,2,3,0.73,900,181646527
4,14,0,3,0,^,^,129117594
4,14,0,3,1,0.05,35,149167428
4,14,0,3,2,0.06,53,167959696
4,14,0,3,3,0.08,80,181646527
4,14,1,0,0,0.12,75,129117594
4,14,1,0,1,0.12,85,149167428
4,14,1,0,2,0.17,157,167959696
4,14,1,0,3,0.15,184,181646527
4,14,1,1,0,0.14,84,129117594
4,14,1,1,1,0.12,90,149167428
4,14,1,1,2,0.18,169,167959696
4,14,1,1,3,0.16,201,181646527
4,14,1,2,0,0.12,74,129117594
4,14,1,2,1,0.11,81,149167428
4,14,1,2,2,0.16,151,167959696
4,14,1,2,3,0.15,181,181646527
4,14,1,3,0,^,^,129117594
4,14,1,3,1,^,^,149167428
4,14,1,3,2,^,^,167959696
4,14,1,3,3,^,^,181646527
4,14,2,0,0,0.45,275,129117594
4,14,2,0,1,0.44,321,149167428
4,14,2,0,2,0.47,436,167959696
4,14,2,0,3,0.42,504,181646527
4,14,2,1,0,0.47,288,129117594
4,14,2,1,1,0.45,335,149167428
4,14,2,1,2,0.48,451,167959696
4,14,2,1,3,0.44,518,181646527
4,14,2,2,0,0.44,270,129117594
4,14,2,2,1,0.41,304,149167428
4,14,2,2,2,0.43,408,167959696
4,14,2,2,3,0.38,458,181646527
4,14,2,3,0,^,^,129117594
4,14,2,3,1,0.02,17,149167428
4,14,2,3,2,0.03,28,167959696
4,14,2,3,3,0.05,46,181646527
4,14,3,0,0,0.26,166,129117594
4,14,3,0,1,0.27,200,149167428
4,14,3,0,2,0.24,227,167959696
4,14,3,0,3,0.24,292,181646527
4,14,3,1,0,0.32,201,129117594
4,14,3,1,1,0.30,225,149167428
4,14,3,1,2,0.28,269,167959696
4,14,3,1,3,0.29,362,181646527
4,14,3,2,0,0.26,165,129117594
4,14,3,2,1,0.25,186,149167428
4,14,3,2,2,0.21,208,167959696
4,14,3,2,3,0.21,261,181646527
4,14,3,3,0,^,^,129117594
4,14,3,3,1,0.02,14,149167428
4,14,3,3,2,0.02,19,167959696
4,14,3,3,3,0.03,31,181646527
4,15,0,0,0,1.16,612,129117594
4,15,0,0,1,1.13,696,149167428
4,15,0,0,2,1.09,815,167959696
4,15,0,0,3,1.04,995,181646527
4,15,0,1,0,1.26,664,129117594
4,15,0,1,1,1.23,754,149167428
4,15,0,1,2,1.18,881,167959696
4,15,0,1,3,1.13,1086,181646527
4,15,0,2,0,1.12,590,129117594
4,15,0,2,1,1.09,669,149167428
4,15,0,2,2,1.03,767,167959696
4,15,0,2,3,0.96,915,181646527
4,15,0,3,0,0.04,22,129117594
4,15,0,3,1,0.04,27,149167428
4,15,0,3,2,0.07,48,167959696
4,15,0,3,3,0.09,80,181646527
4,15,1,0,0,0.19,100,129117594
4,15,1,0,1,0.18,108,149167428
4,15,1,0,2,0.19,146,167959696
4,15,1,0,3,0.15,149,181646527
4,15,1,1,0,0.20,108,129117594
4,15,1,1,1,0.19,119,149167428
4,15,1,1,2,0.21,156,167959696
4,15,1,1,3,0.16,158,181646527
4,15,1,2,0,0.18,98,129117594
4,15,1,2,1,0.17,107,149167428
4,15,1,2,2,0.19,140,167959696
4,15,1,2,3,0.15,142,181646527
4,15,1,3,0,^,^,129117594
4,15,1,3,1,^,^,149167428
4,15,1,3,2,^,^,167959696
4,15,1,3,3,^,^,181646527
4,15,2,0,0,0.60,314,129117594
4,15,2,0,1,0.62,381,149167428
4,15,2,0,2,0.59,435,167959696
4,15,2,0,3,0.60,568,181646527
4,15,2,1,0,0.63,330,129117594
4,15,2,1,1,0.64,393,149167428
4,15,2,1,2,0.61,451,167959696
4,15,2,1,3,0.62,588,181646527
4,15,2,2,0,0.57,301,129117594
4,15,2,2,1,0.60,366,149167428
4,15,2,2,2,0.56,411,167959696
4,15,2,2,3,0.55,521,181646527
4,15,2,3,0,0.03,13,129117594
4,15,2,3,1,0.03,15,149167428
4,15,2,3,2,0.03,24,167959696
4,15,2,3,3,0.05,47,181646527
4,15,3,0,0,0.37,198,129117594
4,15,3,0,1,0.33,207,149167428
4,15,3,0,2,0.31,234,167959696
4,15,3,0,3,0.29,278,181646527
4,15,3,1,0,0.43,226,129117594
4,15,3,1,1,0.39,242,149167428
4,15,3,1,2,0.36,274,167959696
4,15,3,1,3,0.35,340,181646527
4,15,3,2,0,0.36,191,129117594
4,15,3,2,1,0.32,196,149167428
4,15,3,2,2,0.29,216,167959696
4,15,3,2,3,0.26,252,181646527
4,15,3,3,0,^,^,129117594
4,15,3,3,1,0.02,11,149167428
4,15,3,3,2,0.02,18,167959696
4,15,3,3,3,0.03,26,181646527
4,16,0,0,0,1.19,535,129117594
4,16,0,0,1,1.38,771,149167428
4,16,0,0,2,1.17,793,167959696
4,16,0,0,3,1.09,916,181646527
4,16,0,1,0,1.34,603,129117594
4,16,0,1,1,1.52,848,149167428
4,16,0,1,2,1.30,882,167959696
4,16,0,1,3,1.20,1008,181646527
4,16,0,2,0,1.17,527,129117594
4,16,0,2,1,1.34,750,149167428
4,16,0,2,2,1.11,748,167959696
4,16,0,2,3,1.00,835,181646527
4,16,0,3,0,^,^,129117594
4,16,0,3,1,0.04,21,149167428
4,16,0,3,2,0.07,45,167959696
4,16,0,3,3,0.10,81,181646527
4,16,1,0,0,0.14,65,129117594
4,16,1,0,1,0.20,113,149167428
4,16,1,0,2,0.17,116,167959696
4,16,1,0,3,0.15,128,181646527
4,16,1,1,0,0.17,75,129117594
4,16,1,1,1,0.22,122,149167428
4,16,1,1,2,0.19,129,167959696
4,16,1,1,3,0.16,136,181646527
4,16,1,2,0,0.14,64,129117594
4,16,1,2,1,0.20,110,149167428
4,16,1,2,2,0.17,114,167959696
4,16,1,2,3,0.15,126,181646527
4,16,1,3,0,^,^,129117594
4,16,1,3,1,^,^,149167428
4,16,1,3,2,^,^,167959696
4,16,1,3,3,^,^,181646527
4,16,2,0,0,0.65,293,129117594
4,16,2,0,1,0.77,432,149167428
4,16,2,0,2,0.69,465,167959696
4,16,2,0,3,0.64,536,181646527
4,16,2,1,0,0.68,307,129117594
4,16,2,1,1,0.80,445,149167428
4,16,2,1,2,0.71,484,167959696
4,16,2,1,3,0.65,549,181646527
4,16,2,2,0,0.64,289,129117594
4,16,2,2,1,0.75,420,149167428
4,16,2,2,2,0.64,436,167959696
4,16,2,2,3,0.59,492,181646527
4,16,2,3,0,^,^,129117594
4,16,2,3,1,0.02,12,149167428
4,16,2,3,2,0.04,29,167959696
4,16,2,3,3,0.05,44,181646527
4,16,3,0,0,0.39,177,129117594
4,16,3,0,1,0.40,226,149167428
4,16,3,0,2,0.31,212,167959696
4,16,3,0,3,0.30,252,181646527
4,16,3,1,0,0.49,221,129117594
4,16,3,1,1,0.50,281,149167428
4,16,3,1,2,0.40,269,167959696
4,16,3,1,3,0.39,323,181646527
4,16,3,2,0,0.39,174,129117594
4,16,3,2,1,0.39,220,149167428
4,16,3,2,2,0.29,198,167959696
4,16,3,2,3,0.26,217,181646527
4,16,3,3,0,^,^,129117594
4,16,3,3,1,^,^,149167428
4,16,3,3,2,0.02,14,167959696
4,16,3,3,3,0.04,35,181646527
4,17,0,0,0,1.11,436,129117594
4,17,0,0,1,1.10,589,149167428
4,17,0,0,2,0.99,688,167959696
4,17,0,0,3,0.83,717,181646527
4,17,0,1,0,1.28,506,129117594
4,17,0,1,1,1.22,654,149167428
4,17,0,1,2,1.12,780,167959696
4,17,0,1,3,0.95,819,181646527
4,17,0,2,0,1.08,427,129117594
4,17,0,2,1,1.06,565,149167428
4,17,0,2,2,0.92,641,167959696
4,17,0,2,3,0.78,676,181646527
4,17,0,3,0,^,^,129117594
4,17,0,3,1,0.05,24,149167428
4,17,0,3,2,0.07,47,167959696
4,17,0,3,3,0.05,41,181646527
4,17,1,0,0,0.17,67,129117594
4,17,1,0,1,0.12,67,149167428
4,17,1,0,2,0.13,88,167959696
4,17,1,0,3,0.13,116,181646527
4,17,1,1,0,0.20,80,129117594
4,17,1,1,1,0.14,74,149167428
4,17,1,1,2,0.14,97,167959696
4,17,1,1,3,0.14,125,181646527
4,17,1,2,0,0.17,67,129117594
4,17,1,2,1,0.12,65,149167428
4,17,1,2,2,0.12,84,167959696
4,17,1,2,3,0.13,114,181646527
4,17,1,3,0,^,^,129117594
4,17,1,3,1,^,^,149167428
4,17,1,3,2,^,^,167959696
4,17,1,3,3,^,^,181646527
4,17,2,0,0,0.58,229,129117594
4,17,2,0,1,0.63,332,149167428
4,17,2,0,2,0.56,391,167959696
4,17,2,0,3,0.48,420,181646527
4,17,2,1,0,0.61,242,129117594
4,17,2,1,1,0.65,348,149167428
4,17,2,1,2,0.59,411,167959696
4,17,2,1,3,0.51,443,181646527
4,17,2,2,0,0.56,223,129117594
4,17,2,2,1,0.60,318,149167428
4,17,2,2,2,0.53,371,167959696
4,17,2,2,3,0.46,397,181646527
4,17,2,3,0,^,^,129117594
4,17,2,3,1,0.03,14,149167428
4,17,2,3,2,0.03,20,167959696
4,17,2,3,3,0.03,23,181646527
4,17,3,0,0,0.36,140,129117594
4,17,3,0,1,0.35,190,149167428
4,17,3,0,2,0.30,209,167959696
4,17,3,0,3,0.21,181,181646527
4,17,3,1,0,0.47,184,129117594
4,17,3,1,1,0.43,232,149167428
4,17,3,1,2,0.39,272,167959696
4,17,3,1,3,0.29,251,181646527
4,17,3,2,0,0.35,137,129117594
4,17,3,2,1,0.34,182,149167428
4,17,3,2,2,0.27,186,167959696
4,17,3,2,3,0.19,165,181646527
4,17,3,3,0,^,^,129117594
4,17,3,3,1,^,^,149167428
4,17,3,3,2,0.03,23,167959696
4,17,3,3,3,0.02,16,181646527
4,18,0,0,0,1.06,364,129117594
4,18,0,0,1,1.07,499,149167428
4,18,0,0,2,0.94,630,167959696
4,18,0,0,3,0.77,714,181646527
4,18,0,1,0,1.27,436,129117594
4,18,0,1,1,1.29,601,149167428
4,18,0,1,2,1.10,738,167959696
4,18,0,1,3,0.94,869,181646527
4,18,0,2,0,1.04,360,129117594
4,18,0,2,1,1.03,479,149167428
4,18,0,2,2,0.90,606,167959696
4,18,0,2,3,0.74,684,181646527
4,18,0,3,0,^,^,129117594
4,18,0,3,1,0.04,20,149167428
4,18,0,3,2,0.04,24,167959696
4,18,0,3,3,0.03,30,181646527
4,18,1,0,0,0.12,41,129117594
4,18,1,0,1,0.12,58,149167428
4,18,1,0,2,0.13,85,167959696
4,18,1,0,3,0.09,79,181646527
4,18,1,1,0,0.14,47,129117594
4,18,1,1,1,0.14,64,149167428
4,18,1,1,2,0.14,94,167959696
4,18,1,1,3,0.09,86,181646527
4,18,1,2,0,0.12,40,129117594
4,18,1,2,1,0.12,57,149167428
4,18,1,2,2,0.12,83,167959696
4,18,1,2,3,0.09,79,181646527
4,18,1,3,0,^,^,129117594
4,18,1,3,1,^,^,149167428
4,18,1,3,2,^,^,167959696
4,18,1,3,3,^,^,181646527
4,18,2,0,0,0.63,217,129117594
4,18,2,0,1,0.67,314,149167428
4,18,2,0,2,0.55,367,167959696
4,18,2,0,3,0.47,439,181646527
4,18,2,1,0,0.65,225,129117594
4,18,2,1,1,0.71,331,149167428
4,18,2,1,2,0.57,385,167959696
4,18,2,1,3,0.51,473,181646527
4,18,2,2,0,0.62,215,129117594
4,18,2,2,1,0.65,302,149167428
4,18,2,2,2,0.53,356,167959696
4,18,2,2,3,0.45,418,181646527
4,18,2,3,0,^,^,129117594
4,18,2,3,1,0.03,12,149167428
4,18,2,3,2,0.02,11,167959696
4,18,2,3,3,0.02,21,181646527
4,18,3,0,0,0.31,106,129117594
4,18,3,0,1,0.27,127,149167428
4,18,3,0,2,0.27,178,167959696
4,18,3,0,3,0.21,196,181646527
4,18,3,1,0,0.48,164,129117594
4,18,3,1,1,0.44,206,149167428
4,18,3,1,2,0.39,259,167959696
4,18,3,1,3,0.34,310,181646527
4,18,3,2,0,0.30,105,129117594
4,18,3,2,1,0.26,120,149167428
4,18,3,2,2,0.25,167,167959696
4,18,3,2,3,0.20,187,181646527
4,18,3,3,0,^,^,129117594
4,18,3,3,1,^,^,149167428
4,18,3,3,2,0.02,11,167959696
4,18,3,3,3,^,^,181646527
4,19,0,0,0,7.54,4397,129117594
4,19,0,0,1,7.98,5935,149167428
4,19,0,0,2,7.48,7068,167959696
4,19,0,0,3,7.04,8330,181646527
4,19,0,1,0,8.45,4883,129117594
4,19,0,1,1,8.78,6473,149167428
4,19,0,1,2,8.23,7732,167959696
4,19,0,1,3,7.81,9190,181646527
4,19,0,2,0,7.38,4305,129117594
4,19,0,2,1,7.68,5726,149167428
4,19,0,2,2,7.07,6711,167959696
4,19,0,2,3,6.54,7778,181646527
4,19,0,3,0,0.15,92,129117594
4,19,0,3,1,0.30,209,149167428
4,19,0,3,2,0.41,357,167959696
4,19,0,3,3,0.50,552,181646527
4,19,1,0,0,1.09,649,129117594
4,19,1,0,1,1.15,874,149167428
4,19,1,0,2,1.15,1093,167959696
4,19,1,0,3,1.09,1330,181646527
4,19,1,1,0,1.22,715,129117594
4,19,1,1,1,1.23,936,149167428
4,19,1,1,2,1.25,1195,167959696
4,19,1,1,3,1.17,1434,181646527
4,19,1,2,0,1.07,639,129117594
4,19,1,2,1,1.12,859,149167428
4,19,1,2,2,1.11,1059,167959696
4,19,1,2,3,1.06,1299,181646527
4,19,1,3,0,0.02,10,129117594
4,19,1,3,1,0.02,15,149167428
4,19,1,3,2,0.04,34,167959696
4,19,1,3,3,0.03,31,181646527
4,19,2,0,0,3.93,2222,129117594
4,19,2,0,1,4.33,3106,149167428
4,19,2,0,2,4.07,3762,167959696
4,19,2,0,3,3.84,4407,181646527
4,19,2,1,0,4.10,2320,129117594
4,19,2,1,1,4.50,3225,149167428
4,19,2,1,2,4.21,3883,167959696
4,19,2,1,3,4.00,4588,181646527
4,19,2,2,0,3.84,2174,129117594
4,19,2,2,1,4.17,2999,149167428
4,19,2,2,2,3.86,3583,167959696
4,19,2,2,3,3.57,4120,181646527
4,19,2,3,0,0.08,48,129117594
4,19,2,3,1,0.16,107,149167428
4,19,2,3,2,0.21,179,167959696
4,19,2,3,3,0.27,287,181646527
4,19,3,0,0,2.52,1526,129117594
4,19,3,0,1,2.51,1955,149167428
4,19,3,0,2,2.26,2213,167959696
4,19,3,0,3,2.11,2593,181646527
4,19,3,1,0,3.13,1848,129117594
4,19,3,1,1,3.05,2312,149167428
4,19,3,1,2,2.76,2654,167959696
4,19,3,1,3,2.63,3168,181646527
4,19,3,2,0,2.47,1492,129117594
4,19,3,2,1,2.39,1868,149167428
4,19,3,2,2,2.09,2069,167959696
4,19,3,2,3,1.90,2359,181646527
4,19,3,3,0,0.05,34,129117594
4,19,3,3,1,0.12,87,149167428
4,19,3,3,2,0.16,144,167959696
4,19,3,3,3,0.21,234,181646527
5,0,0,0,0,^,^,593406454
5,0,0,0,1,^,^,622247207
5,0,0,0,2,^,^,653751347
5,0,0,0,3,^,^,678969821
5,0,0,1,0,^,^,593406454
5,0,0,1,1,^,^,622247207
5,0,0,1,2,^,^,653751347
5,0,0,1,3,^,^,678969821
5,0,0,2,0,^,^,593406454
5,0,0,2,1,^,^,622247207
5,0,0,2,2,^,^,653751347
5,0,0,2,3,^,^,678969821
5,0,0,3,0,^,^,593406454
5,0,0,3,1,^,^,622247207
5,0,0,3,2,^,^,653751347
5,0,0,3,3,^,^,678969821
5,0,1,0,0,^,^,593406454
5,0,1,0,1,^,^,622247207
5,0,1,0,2,^,^,653751347
5,0,1,0,3,^,^,678969821
5,0,1,1,0,^,^,593406454
5,0,1,1,1,^,^,622247207
5,0,1,1,2,^,^,653751347
5,0,1,1,3,^,^,678969821
5,0,1,2,0,^,^,593406454
5,0,1,2,1,^,^,622247207
5,0,1,2,2,^,^,653751347
5,0,1,2,3,^,^,678969821
5,0,1,3,0,^,^,593406454
5,0,1,3,1,^,^,622247207
5,0,1,3,2,^,^,653751347
5,0,1,3,3,^,^,678969821
5,0,2,0,0,^,^,593406454
5,0,2,0,1,^,^,622247207
5,0,2,0,2,^,^,653751347
5,0,2,0,3,^,^,678969821
5,0,2,1,0,^,^,593406454
5,0,2,1,1,^,^,622247207
5,0,2,1,2,^,^,653751347
5,0,2,1,3,^,^,678969821
5,0,2,2,0,^,^,593406454
5,0,2,2,1,^,^,622247207
5,0,2,2,2,^,^,653751347
5,0,2,2,3,^,^,678969821
5,0,2,3,0,^,^,593406454
5,0,2,3,1,^,^,622247207
5,0,2,3,2,^,^,653751347
5,0,2,3,3,^,^,678969821
5,0,3,0,0,^,^,593406454
5,0,3,0,1,^,^,622247207
5,0,3,0,2,^,^,653751347
5,0,3,0,3,^,^,678969821
5,0,3,1,0,^,^,593406454
5,0,3,1,1,^,^,622247207
5,0,3,1,2,^,^,653751347
5,0,3,1,3,^,^,678969821
5,0,3,2,0,^,^,593406454
5,0,3,2,1,^,^,622247207
5,0,3,2,2,^,^,653751347
5,0,3,2,3,^,^,678969821
5,0,3,3,0,^,^,593406454
5,0,3,3,1,^,^,622247207
5,0,3,3,2,^,^,653751347
5,0,3,3,3,^,^,678969821
5,1,0,0,0,^,^,593406454
5,1,0,0,1,^,^,622247207
5,1,0,0,2,^,^,653751347
5,1,0,0,3,^,^,678969821
5,1,0,1,0,^,^,593406454
5,1,0,1,1,^,^,622247207
5,1,0,1,2,^,^,653751347
5,1,0,1,3,^,^,678969821
5,1,0,2,0,^,^,593406454
5,1,0,2,1,^,^,622247207
5,1,0,2,2,^,^,653751347
5,1,0,2,3,^,^,678969821
5,1,0,3,0,^,^,593406454
5,1,0,3,1,^,^,622247207
5,1,0,3,2,^,^,653751347
5,1,0,3,3,^,^,678969821
5,1,1,0,0,^,^,593406454
5,1,1,0,1,^,^,622247207
5,1,1,0,2,^,^,653751347
5,1,1,0,3,^,^,678969821
5,1,1,1,0,^,^,593406454
5,1,1,1,1,^,^,622247207
5,1,1,1,2,^,^,653751347
5,1,1,1,3,^,^,678969821
5,1,1,2,0,^,^,593406454
5,1,1,2,1,^,^,622247207
5,1,1,2,2,^,^,653751347
5,1,1,2,3,^,^,678969821
5,1,1,3,0,^,^,593406454
5,1,1,3,1,^,^,622247207
5,1,1,3,2,^,^,653751347
5,1,1,3,3,^,^,678969821
5,1,2,0,0,^,^,593406454
5,1,2,0,1,^,^,622247207
5,1,2,0,2,^,^,653751347
5,1,2,0,3,^,^,678969821
5,1,2,1,0,^,^,593406454
5,1,2,1,1,^,^,622247207
5,1,2,1,2,^,^,653751347
5,1,2,1,3,^,^,678969821
5,1,2,2,0,^,^,593406454
5,1,2,2,1,^,^,622247207
5,1,2,2,2,^,^,653751347
5,1,2,2,3,^,^,678969821
5,1,2,3,0,^,^,593406454
5,1,2,3,1,^,^,622247207
5,1,2,3,2,^,^,653751347
5,1,2,3,3,^,^,678969821
5,1,3,0,0,^,^,593406454
5,1,3,0,1,^,^,622247207
5,1,3,0,2,^,^,653751347
5,1,3,0,3,^,^,678969821
5,1,3,1,0,^,^,593406454
5,1,3,1,1,^,^,622247207
5,1,3,1,2,^,^,653751347
5,1,3,1,3,^,^,678969821
5,1,3,2,0,^,^,593406454
5,1,3,2,1,^,^,622247207
5,1,3,2,2,^,^,653751347
5,1,3,2,3,^,^,678969821
5,1,3,3,0,^,^,593406454
5,1,3,3,1,^,^,622247207
5,1,3,3,2,^,^,653751347
5,1,3,3,3,^,^,678969821
5,2,0,0,0,^,^,593406454
5,2,0,0,1,^,^,622247207
5,2,0,0,2,^,^,653751347
5,2,0,0,3,^,^,678969821
5,2,0,1,0,^,^,593406454
5,2,0,1,1,^,^,622247207
5,2,0,1,2,^,^,653751347
5,2,0,1,3,^,^,678969821
5,2,0,2,0,^,^,593406454
5,2,0,2,1,^,^,622247207
5,2,0,2,2,^,^,653751347
5,2,0,2,3,^,^,678969821
5,2,0,3,0,^,^,593406454
