"IM Race-Ethnicity no Unknown","18_Age Categories for NordPred","IM Subsite","IM Histology with All","IM 5-year LATEST","Age-Adjusted Rate","Count","Population"
1,6,3,3,0,^,^,69616567
1,6,3,3,1,^,^,72788132
1,6,3,3,2,^,^,77204724
1,6,3,3,3,^,^,81463814
1,7,0,0,0,0.08,58,69616567
1,7,0,0,1,0.13,84,72788132
1,7,0,0,2,0.11,71,77204724
1,7,0,0,3,0.11,74,81463814
1,7,0,1,0,0.09,62,69616567
1,7,0,1,1,0.14,93,72788132
1,7,0,1,2,0.12,76,77204724
1,7,0,1,3,0.12,81,81463814
1,7,0,2,0,0.08,57,69616567
1,7,0,2,1,0.11,74,72788132
1,7,0,2,2,0.10,63,77204724
1,7,0,2,3,0.10,66,81463814
1,7,0,3,0,^,^,69616567
1,7,0,3,1,0.02,10,72788132
1,7,0,3,2,^,^,77204724
1,7,0,3,3,^,^,81463814
1,7,1,0,0,^,^,69616567
1,7,1,0,1,0.02,11,72788132
1,7,1,0,2,0.02,10,77204724
1,7,1,0,3,^,^,81463814
1,7,1,1,0,^,^,69616567
1,7,1,1,1,0.02,12,72788132
1,7,1,1,2,0.02,10,77204724
1,7,1,1,3,^,^,81463814
1,7,1,2,0,^,^,69616567
1,7,1,2,1,0.02,11,72788132
1,7,1,2,2,^,^,77204724
1,7,1,2,3,^,^,81463814
1,7,1,3,0,^,^,69616567
1,7,1,3,1,^,^,72788132
1,7,1,3,2,^,^,77204724
1,7,1,3,3,^,^,81463814
1,7,2,0,0,0.03,23,69616567
1,7,2,0,1,0.08,50,72788132
1,7,2,0,2,0.07,43,77204724
1,7,2,0,3,0.06,41,81463814
1,7,2,1,0,0.04,25,69616567
1,7,2,1,1,0.08,52,72788132
1,7,2,1,2,0.07,44,77204724
1,7,2,1,3,0.06,43,81463814
1,7,2,2,0,0.03,22,69616567
1,7,2,2,1,0.07,43,72788132
1,7,2,2,2,0.06,40,77204724
1,7,2,2,3,0.05,35,81463814
1,7,2,3,0,^,^,69616567
1,7,2,3,1,^,^,72788132
1,7,2,3,2,^,^,77204724
1,7,2,3,3,^,^,81463814
1,7,3,0,0,0.05,31,69616567
1,7,3,0,1,0.04,23,72788132
1,7,3,0,2,0.03,18,77204724
1,7,3,0,3,0.04,27,81463814
1,7,3,1,0,0.05,33,69616567
1,7,3,1,1,0.04,29,72788132
1,7,3,1,2,0.03,22,77204724
1,7,3,1,3,0.04,29,81463814
1,7,3,2,0,0.05,31,69616567
1,7,3,2,1,0.03,20,72788132
1,7,3,2,2,0.02,15,77204724
1,7,3,2,3,0.04,25,81463814
1,7,3,3,0,^,^,69616567
1,7,3,3,1,^,^,72788132
1,7,3,3,2,^,^,77204724
1,7,3,3,3,^,^,81463814
1,8,0,0,0,0.18,132,69616567
1,8,0,0,1,0.22,152,72788132
1,8,0,0,2,0.18,128,77204724
1,8,0,0,3,0.19,146,81463814
1,8,0,1,0,0.20,140,69616567
1,8,0,1,1,0.24,167,72788132
1,8,0,1,2,0.20,136,77204724
1,8,0,1,3,0.21,160,81463814
1,8,0,2,0,0.18,131,69616567
1,8,0,2,1,0.20,135,72788132
1,8,0,2,2,0.17,116,77204724
1,8,0,2,3,0.16,123,81463814
1,8,0,3,0,^,^,69616567
1,8,0,3,1,0.02,17,72788132
1,8,0,3,2,0.02,12,77204724
1,8,0,3,3,0.03,23,81463814
1,8,1,0,0,0.02,14,69616567
1,8,1,0,1,0.03,22,72788132
1,8,1,0,2,0.02,15,77204724
1,8,1,0,3,^,^,81463814
1,8,1,1,0,0.02,14,69616567
1,8,1,1,1,0.03,23,72788132
1,8,1,1,2,0.02,16,77204724
1,8,1,1,3,0.02,12,81463814
1,8,1,2,0,0.02,14,69616567
1,8,1,2,1,0.03,21,72788132
1,8,1,2,2,0.02,13,77204724
1,8,1,2,3,^,^,81463814
1,8,1,3,0,^,^,69616567
1,8,1,3,1,^,^,72788132
1,8,1,3,2,^,^,77204724
1,8,1,3,3,^,^,81463814
1,8,2,0,0,0.07,50,69616567
1,8,2,0,1,0.12,85,72788132
1,8,2,0,2,0.10,69,77204724
1,8,2,0,3,0.11,87,81463814
1,8,2,1,0,0.07,53,69616567
1,8,2,1,1,0.13,88,72788132
1,8,2,1,2,0.10,71,77204724
1,8,2,1,3,0.12,91,81463814
1,8,2,2,0,0.07,49,69616567
1,8,2,2,1,0.11,75,72788132
1,8,2,2,2,0.09,64,77204724
1,8,2,2,3,0.09,71,81463814
1,8,2,3,0,^,^,69616567
1,8,2,3,1,0.01,10,72788132
1,8,2,3,2,^,^,77204724
1,8,2,3,3,0.02,16,81463814
1,8,3,0,0,0.09,68,69616567
1,8,3,0,1,0.07,45,72788132
1,8,3,0,2,0.06,44,77204724
1,8,3,0,3,0.07,50,81463814
1,8,3,1,0,0.10,73,69616567
1,8,3,1,1,0.08,56,72788132
1,8,3,1,2,0.07,49,77204724
1,8,3,1,3,0.08,57,81463814
1,8,3,2,0,0.09,68,69616567
1,8,3,2,1,0.06,39,72788132
1,8,3,2,2,0.05,39,77204724
1,8,3,2,3,0.06,43,81463814
1,8,3,3,0,^,^,69616567
1,8,3,3,1,^,^,72788132
1,8,3,3,2,^,^,77204724
1,8,3,3,3,^,^,81463814
1,9,0,0,0,0.19,130,69616567
1,9,0,0,1,0.21,146,72788132
1,9,0,0,2,0.19,129,77204724
1,9,0,0,3,0.20,136,81463814
1,9,0,1,0,0.21,144,69616567
1,9,0,1,1,0.23,159,72788132
1,9,0,1,2,0.20,140,77204724
1,9,0,1,3,0.21,145,81463814
1,9,0,2,0,0.19,125,69616567
1,9,0,2,1,0.20,136,72788132
1,9,0,2,2,0.17,119,77204724
1,9,0,2,3,0.17,116,81463814
1,9,0,3,0,^,^,69616567
1,9,0,3,1,0.01,10,72788132
1,9,0,3,2,0.01,10,77204724
1,9,0,3,3,0.03,20,81463814
1,9,1,0,0,0.02,11,69616567
1,9,1,0,1,0.02,17,72788132
1,9,1,0,2,0.02,14,77204724
1,9,1,0,3,0.03,18,81463814
1,9,1,1,0,0.02,11,69616567
1,9,1,1,1,0.02,17,72788132
1,9,1,1,2,0.02,15,77204724
1,9,1,1,3,0.03,18,81463814
1,9,1,2,0,0.02,11,69616567
1,9,1,2,1,0.02,15,72788132
1,9,1,2,2,0.02,13,77204724
1,9,1,2,3,0.02,16,81463814
1,9,1,3,0,^,^,69616567
1,9,1,3,1,^,^,72788132
1,9,1,3,2,^,^,77204724
1,9,1,3,3,^,^,81463814
1,9,2,0,0,0.09,62,69616567
1,9,2,0,1,0.12,83,72788132
1,9,2,0,2,0.09,64,77204724
1,9,2,0,3,0.11,74,81463814
1,9,2,1,0,0.10,65,69616567
1,9,2,1,1,0.12,85,72788132
1,9,2,1,2,0.10,68,77204724
1,9,2,1,3,0.11,75,81463814
1,9,2,2,0,0.09,61,69616567
1,9,2,2,1,0.11,78,72788132
1,9,2,2,2,0.08,58,77204724
1,9,2,2,3,0.10,67,81463814
1,9,2,3,0,^,^,69616567
1,9,2,3,1,^,^,72788132
1,9,2,3,2,^,^,77204724
1,9,2,3,3,^,^,81463814
1,9,3,0,0,0.08,57,69616567
1,9,3,0,1,0.07,46,72788132
1,9,3,0,2,0.07,51,77204724
1,9,3,0,3,0.07,44,81463814
1,9,3,1,0,0.10,68,69616567
1,9,3,1,1,0.08,57,72788132
1,9,3,1,2,0.08,57,77204724
1,9,3,1,3,0.08,52,81463814
1,9,3,2,0,0.08,53,69616567
1,9,3,2,1,0.06,43,72788132
1,9,3,2,2,0.07,48,77204724
1,9,3,2,3,0.05,33,81463814
1,9,3,3,0,^,^,69616567
1,9,3,3,1,^,^,72788132
1,9,3,3,2,^,^,77204724
1,9,3,3,3,0.01,11,81463814
1,10,0,0,0,0.24,160,69616567
1,10,0,0,1,0.34,255,72788132
1,10,0,0,2,0.29,229,77204724
1,10,0,0,3,0.26,208,81463814
1,10,0,1,0,0.27,179,69616567
1,10,0,1,1,0.37,278,72788132
1,10,0,1,2,0.31,247,77204724
1,10,0,1,3,0.28,223,81463814
1,10,0,2,0,0.24,156,69616567
1,10,0,2,1,0.31,233,72788132
1,10,0,2,2,0.26,209,77204724
1,10,0,2,3,0.22,172,81463814
1,10,0,3,0,^,^,69616567
1,10,0,3,1,0.03,22,72788132
1,10,0,3,2,0.02,20,77204724
1,10,0,3,3,0.04,36,81463814
1,10,1,0,0,0.04,25,69616567
1,10,1,0,1,0.04,31,72788132
1,10,1,0,2,0.04,35,77204724
1,10,1,0,3,0.03,26,81463814
1,10,1,1,0,0.05,30,69616567
1,10,1,1,1,0.05,38,72788132
1,10,1,1,2,0.05,39,77204724
1,10,1,1,3,0.04,28,81463814
1,10,1,2,0,0.04,25,69616567
1,10,1,2,1,0.04,30,72788132
1,10,1,2,2,0.04,33,77204724
1,10,1,2,3,0.03,21,81463814
1,10,1,3,0,^,^,69616567
1,10,1,3,1,^,^,72788132
1,10,1,3,2,^,^,77204724
1,10,1,3,3,^,^,81463814
1,10,2,0,0,0.13,82,69616567
1,10,2,0,1,0.19,144,72788132
1,10,2,0,2,0.15,117,77204724
1,10,2,0,3,0.14,115,81463814
1,10,2,1,0,0.13,84,69616567
1,10,2,1,1,0.20,147,72788132
1,10,2,1,2,0.15,118,77204724
1,10,2,1,3,0.15,119,81463814
1,10,2,2,0,0.12,80,69616567
1,10,2,2,1,0.18,134,72788132
1,10,2,2,2,0.14,111,77204724
1,10,2,2,3,0.13,101,81463814
1,10,2,3,0,^,^,69616567
1,10,2,3,1,0.01,10,72788132
1,10,2,3,2,^,^,77204724
1,10,2,3,3,0.02,14,81463814
1,10,3,0,0,0.08,53,69616567
1,10,3,0,1,0.11,80,72788132
1,10,3,0,2,0.10,77,77204724
1,10,3,0,3,0.09,67,81463814
1,10,3,1,0,0.10,65,69616567
1,10,3,1,1,0.12,93,72788132
1,10,3,1,2,0.11,90,77204724
1,10,3,1,3,0.10,76,81463814
1,10,3,2,0,0.08,51,69616567
1,10,3,2,1,0.09,69,72788132
1,10,3,2,2,0.08,65,77204724
1,10,3,2,3,0.07,50,81463814
1,10,3,3,0,^,^,69616567
1,10,3,3,1,0.01,11,72788132
1,10,3,3,2,0.01,12,77204724
1,10,3,3,3,0.02,17,81463814
1,11,0,0,0,0.42,263,69616567
1,11,0,0,1,0.44,329,72788132
1,11,0,0,2,0.44,385,77204724
1,11,0,0,3,0.43,390,81463814
1,11,0,1,0,0.48,301,69616567
1,11,0,1,1,0.49,367,72788132
1,11,0,1,2,0.47,413,77204724
1,11,0,1,3,0.48,434,81463814
1,11,0,2,0,0.41,253,69616567
1,11,0,2,1,0.39,298,72788132
1,11,0,2,2,0.40,345,77204724
1,11,0,2,3,0.36,327,81463814
1,11,0,3,0,0.02,10,69616567
1,11,0,3,1,0.04,31,72788132
1,11,0,3,2,0.04,40,77204724
1,11,0,3,3,0.06,63,81463814
1,11,1,0,0,0.06,36,69616567
1,11,1,0,1,0.08,59,72788132
1,11,1,0,2,0.07,58,77204724
1,11,1,0,3,0.06,54,81463814
1,11,1,1,0,0.07,44,69616567
1,11,1,1,1,0.10,73,72788132
1,11,1,1,2,0.07,65,77204724
1,11,1,1,3,0.07,66,81463814
1,11,1,2,0,0.05,34,69616567
1,11,1,2,1,0.07,56,72788132
1,11,1,2,2,0.07,58,77204724
1,11,1,2,3,0.05,47,81463814
1,11,1,3,0,^,^,69616567
1,11,1,3,1,^,^,72788132
1,11,1,3,2,^,^,77204724
1,11,1,3,3,^,^,81463814
1,11,2,0,0,0.19,120,69616567
1,11,2,0,1,0.22,167,72788132
1,11,2,0,2,0.24,212,77204724
1,11,2,0,3,0.23,208,81463814
1,11,2,1,0,0.20,126,69616567
1,11,2,1,1,0.23,174,72788132
1,11,2,1,2,0.25,219,77204724
1,11,2,1,3,0.24,217,81463814
1,11,2,2,0,0.19,117,69616567
1,11,2,2,1,0.20,152,72788132
1,11,2,2,2,0.22,190,77204724
1,11,2,2,3,0.19,174,81463814
1,11,2,3,0,^,^,69616567
1,11,2,3,1,0.02,15,72788132
1,11,2,3,2,0.02,22,77204724
1,11,2,3,3,0.03,34,81463814
1,11,3,0,0,0.17,107,69616567
1,11,3,0,1,0.14,103,72788132
1,11,3,0,2,0.13,115,77204724
1,11,3,0,3,0.14,128,81463814
1,11,3,1,0,0.21,131,69616567
1,11,3,1,1,0.16,120,72788132
1,11,3,1,2,0.15,129,77204724
1,11,3,1,3,0.17,151,81463814
1,11,3,2,0,0.16,102,69616567
1,11,3,2,1,0.12,90,72788132
1,11,3,2,2,0.11,97,77204724
1,11,3,2,3,0.12,106,81463814
1,11,3,3,0,^,^,69616567
1,11,3,3,1,0.02,13,72788132
1,11,3,3,2,0.02,18,77204724
1,11,3,3,3,0.02,22,81463814
1,12,0,0,0,0.46,275,69616567
1,12,0,0,1,0.52,391,72788132
1,12,0,0,2,0.55,504,77204724
1,12,0,0,3,0.54,559,81463814
1,12,0,1,0,0.51,304,69616567
1,12,0,1,1,0.61,456,72788132
1,12,0,1,2,0.62,562,77204724
1,12,0,1,3,0.59,612,81463814
1,12,0,2,0,0.44,263,69616567
1,12,0,2,1,0.47,357,72788132
1,12,0,2,2,0.50,462,77204724
1,12,0,2,3,0.46,480,81463814
1,12,0,3,0,0.02,12,69616567
1,12,0,3,1,0.05,34,72788132
1,12,0,3,2,0.05,42,77204724
1,12,0,3,3,0.08,79,81463814
1,12,1,0,0,0.06,38,69616567
1,12,1,0,1,0.08,59,72788132
1,12,1,0,2,0.08,70,77204724
1,12,1,0,3,0.09,97,81463814
1,12,1,1,0,0.08,48,69616567
1,12,1,1,1,0.09,71,72788132
1,12,1,1,2,0.09,86,77204724
1,12,1,1,3,0.11,110,81463814
1,12,1,2,0,0.06,38,69616567
1,12,1,2,1,0.08,58,72788132
1,12,1,2,2,0.07,65,77204724
1,12,1,2,3,0.08,88,81463814
1,12,1,3,0,^,^,69616567
1,12,1,3,1,^,^,72788132
1,12,1,3,2,^,^,77204724
1,12,1,3,3,^,^,81463814
1,12,2,0,0,0.26,155,69616567
1,12,2,0,1,0.27,204,72788132
1,12,2,0,2,0.30,272,77204724
1,12,2,0,3,0.27,278,81463814
1,12,2,1,0,0.28,163,69616567
1,12,2,1,1,0.29,217,72788132
1,12,2,1,2,0.31,284,77204724
1,12,2,1,3,0.28,292,81463814
1,12,2,2,0,0.25,150,69616567
1,12,2,2,1,0.24,182,72788132
1,12,2,2,2,0.28,254,77204724
1,12,2,2,3,0.22,236,81463814
1,12,2,3,0,^,^,69616567
1,12,2,3,1,0.03,22,72788132
1,12,2,3,2,0.02,18,77204724
1,12,2,3,3,0.04,42,81463814
1,12,3,0,0,0.14,82,69616567
1,12,3,0,1,0.17,128,72788132
1,12,3,0,2,0.18,162,77204724
1,12,3,0,3,0.18,184,81463814
1,12,3,1,0,0.16,93,69616567
1,12,3,1,1,0.22,168,72788132
1,12,3,1,2,0.21,192,77204724
1,12,3,1,3,0.20,210,81463814
1,12,3,2,0,0.13,75,69616567
1,12,3,2,1,0.16,117,72788132
1,12,3,2,2,0.16,143,77204724
1,12,3,2,3,0.15,156,81463814
1,12,3,3,0,^,^,69616567
1,12,3,3,1,0.02,11,72788132
1,12,3,3,2,0.02,19,77204724
1,12,3,3,3,0.03,28,81463814
1,13,0,0,0,0.62,348,69616567
1,13,0,0,1,0.70,463,72788132
1,13,0,0,2,0.68,563,77204724
1,13,0,0,3,0.71,685,81463814
1,13,0,1,0,0.70,396,69616567
1,13,0,1,1,0.79,522,72788132
1,13,0,1,2,0.76,632,77204724
1,13,0,1,3,0.79,771,81463814
1,13,0,2,0,0.60,335,69616567
1,13,0,2,1,0.64,423,72788132
1,13,0,2,2,0.59,491,77204724
1,13,0,2,3,0.58,574,81463814
1,13,0,3,0,0.02,13,69616567
1,13,0,3,1,0.06,40,72788132
1,13,0,3,2,0.09,72,77204724
1,13,0,3,3,0.13,111,81463814
1,13,1,0,0,0.07,40,69616567
1,13,1,0,1,0.10,67,72788132
1,13,1,0,2,0.09,80,77204724
1,13,1,0,3,0.10,107,81463814
1,13,1,1,0,0.08,47,69616567
1,13,1,1,1,0.11,76,72788132
1,13,1,1,2,0.11,94,77204724
1,13,1,1,3,0.12,120,81463814
1,13,1,2,0,0.07,38,69616567
1,13,1,2,1,0.09,58,72788132
1,13,1,2,2,0.08,71,77204724
1,13,1,2,3,0.10,99,81463814
1,13,1,3,0,^,^,69616567
1,13,1,3,1,^,^,72788132
1,13,1,3,2,^,^,77204724
1,13,1,3,3,^,^,81463814
1,13,2,0,0,0.35,197,69616567
1,13,2,0,1,0.37,244,72788132
1,13,2,0,2,0.38,313,77204724
1,13,2,0,3,0.38,360,81463814
1,13,2,1,0,0.37,209,69616567
1,13,2,1,1,0.40,262,72788132
1,13,2,1,2,0.41,335,77204724
1,13,2,1,3,0.40,383,81463814
1,13,2,2,0,0.34,193,69616567
1,13,2,2,1,0.34,225,72788132
1,13,2,2,2,0.34,279,77204724
1,13,2,2,3,0.31,301,81463814
1,13,2,3,0,^,^,69616567
1,13,2,3,1,0.03,19,72788132
1,13,2,3,2,0.04,34,77204724
1,13,2,3,3,0.07,59,81463814
1,13,3,0,0,0.20,111,69616567
1,13,3,0,1,0.23,152,72788132
1,13,3,0,2,0.20,170,77204724
1,13,3,0,3,0.22,218,81463814
1,13,3,1,0,0.25,140,69616567
1,13,3,1,1,0.28,184,72788132
1,13,3,1,2,0.24,203,77204724
1,13,3,1,3,0.27,268,81463814
1,13,3,2,0,0.18,104,69616567
1,13,3,2,1,0.21,140,72788132
1,13,3,2,2,0.17,141,77204724
1,13,3,2,3,0.17,174,81463814
1,13,3,3,0,^,^,69616567
1,13,3,3,1,0.02,12,72788132
1,13,3,3,2,0.04,29,77204724
1,13,3,3,3,0.05,44,81463814
1,14,0,0,0,0.82,413,69616567
1,14,0,0,1,0.99,548,72788132
1,14,0,0,2,0.90,574,77204724
1,14,0,0,3,0.90,728,81463814
1,14,0,1,0,0.92,463,69616567
1,14,0,1,1,1.09,605,72788132
1,14,0,1,2,0.98,632,77204724
1,14,0,1,3,1.00,805,81463814
1,14,0,2,0,0.79,397,69616567
1,14,0,2,1,0.91,507,72788132
1,14,0,2,2,0.76,495,77204724
1,14,0,2,3,0.77,630,81463814
1,14,0,3,0,0.03,16,69616567
1,14,0,3,1,0.08,41,72788132
1,14,0,3,2,0.14,79,77204724
1,14,0,3,3,0.14,98,81463814
1,14,1,0,0,0.11,57,69616567
1,14,1,0,1,0.14,76,72788132
1,14,1,0,2,0.13,85,77204724
1,14,1,0,3,0.15,126,81463814
1,14,1,1,0,0.13,67,69616567
1,14,1,1,1,0.16,87,72788132
1,14,1,1,2,0.14,89,77204724
1,14,1,1,3,0.17,141,81463814
1,14,1,2,0,0.11,54,69616567
1,14,1,2,1,0.13,70,72788132
1,14,1,2,2,0.12,77,77204724
1,14,1,2,3,0.15,121,81463814
1,14,1,3,0,^,^,69616567
1,14,1,3,1,^,^,72788132
1,14,1,3,2,^,^,77204724
1,14,1,3,3,^,^,81463814
1,14,2,0,0,0.44,222,69616567
1,14,2,0,1,0.53,296,72788132
1,14,2,0,2,0.50,317,77204724
1,14,2,0,3,0.51,407,81463814
1,14,2,1,0,0.46,234,69616567
1,14,2,1,1,0.56,309,72788132
1,14,2,1,2,0.53,336,77204724
1,14,2,1,3,0.53,428,81463814
1,14,2,2,0,0.42,214,69616567
1,14,2,2,1,0.49,275,72788132
1,14,2,2,2,0.42,272,77204724
1,14,2,2,3,0.43,353,81463814
1,14,2,3,0,^,^,69616567
1,14,2,3,1,0.04,21,72788132
1,14,2,3,2,0.08,45,77204724
1,14,2,3,3,0.07,54,81463814
1,14,3,0,0,0.26,134,69616567
1,14,3,0,1,0.32,176,72788132
1,14,3,0,2,0.27,172,77204724
1,14,3,0,3,0.24,195,81463814
1,14,3,1,0,0.32,162,69616567
1,14,3,1,1,0.37,209,72788132
1,14,3,1,2,0.32,207,77204724
1,14,3,1,3,0.29,236,81463814
1,14,3,2,0,0.25,129,69616567
1,14,3,2,1,0.29,162,72788132
1,14,3,2,2,0.22,146,77204724
1,14,3,2,3,0.19,156,81463814
1,14,3,3,0,^,^,69616567
1,14,3,3,1,0.03,14,72788132
1,14,3,3,2,0.04,26,77204724
1,14,3,3,3,0.05,39,81463814
1,15,0,0,0,1.07,458,69616567
1,15,0,0,1,1.30,594,72788132
1,15,0,0,2,1.30,676,77204724
1,15,0,0,3,1.08,677,81463814
1,15,0,1,0,1.24,532,69616567
1,15,0,1,1,1.43,651,72788132
1,15,0,1,2,1.42,735,77204724
1,15,0,1,3,1.16,733,81463814
1,15,0,2,0,1.03,441,69616567
1,15,0,2,1,1.19,545,72788132
1,15,0,2,2,1.16,606,77204724
1,15,0,2,3,0.89,565,81463814
1,15,0,3,0,0.04,17,69616567
1,15,0,3,1,0.11,49,72788132
1,15,0,3,2,0.14,70,77204724
1,15,0,3,3,0.19,112,81463814
1,15,1,0,0,0.11,46,69616567
1,15,1,0,1,0.15,68,72788132
1,15,1,0,2,0.18,96,77204724
1,15,1,0,3,0.13,84,81463814
1,15,1,1,0,0.13,57,69616567
1,15,1,1,1,0.18,80,72788132
1,15,1,1,2,0.21,108,77204724
1,15,1,1,3,0.14,93,81463814
1,15,1,2,0,0.10,44,69616567
1,15,1,2,1,0.14,64,72788132
1,15,1,2,2,0.17,91,77204724
1,15,1,2,3,0.12,79,81463814
1,15,1,3,0,^,^,69616567
1,15,1,3,1,^,^,72788132
1,15,1,3,2,^,^,77204724
1,15,1,3,3,^,^,81463814
1,15,2,0,0,0.57,243,69616567
1,15,2,0,1,0.81,369,72788132
1,15,2,0,2,0.73,373,77204724
1,15,2,0,3,0.64,400,81463814
1,15,2,1,0,0.60,260,69616567
1,15,2,1,1,0.84,381,72788132
1,15,2,1,2,0.75,385,77204724
1,15,2,1,3,0.67,415,81463814
1,15,2,2,0,0.54,234,69616567
1,15,2,2,1,0.75,344,72788132
1,15,2,2,2,0.66,340,77204724
1,15,2,2,3,0.54,340,81463814
1,15,2,3,0,^,^,69616567
1,15,2,3,1,0.06,25,72788132
1,15,2,3,2,0.07,33,77204724
1,15,2,3,3,0.10,60,81463814
1,15,3,0,0,0.39,169,69616567
1,15,3,0,1,0.34,157,72788132
1,15,3,0,2,0.39,207,77204724
1,15,3,0,3,0.31,193,81463814
1,15,3,1,0,0.50,215,69616567
1,15,3,1,1,0.42,190,72788132
1,15,3,1,2,0.46,242,77204724
1,15,3,1,3,0.35,225,81463814
1,15,3,2,0,0.38,163,69616567
1,15,3,2,1,0.30,137,72788132
1,15,3,2,2,0.33,175,77204724
1,15,3,2,3,0.23,146,81463814
1,15,3,3,0,^,^,69616567
1,15,3,3,1,0.05,20,72788132
1,15,3,3,2,0.07,32,77204724
1,15,3,3,3,0.08,47,81463814
1,16,0,0,0,1.29,497,69616567
1,16,0,0,1,1.44,585,72788132
1,16,0,0,2,1.36,625,77204724
1,16,0,0,3,1.24,679,81463814
1,16,0,1,0,1.47,570,69616567
1,16,0,1,1,1.61,656,72788132
1,16,0,1,2,1.49,687,77204724
1,16,0,1,3,1.36,749,81463814
1,16,0,2,0,1.22,473,69616567
1,16,0,2,1,1.32,538,72788132
1,16,0,2,2,1.21,556,77204724
1,16,0,2,3,1.05,574,81463814
1,16,0,3,0,0.06,24,69616567
1,16,0,3,1,0.11,47,72788132
1,16,0,3,2,0.15,69,77204724
1,16,0,3,3,0.19,105,81463814
1,16,1,0,0,0.11,43,69616567
1,16,1,0,1,0.12,49,72788132
1,16,1,0,2,0.16,72,77204724
1,16,1,0,3,0.14,78,81463814
1,16,1,1,0,0.13,52,69616567
1,16,1,1,1,0.14,57,72788132
1,16,1,1,2,0.17,78,77204724
1,16,1,1,3,0.16,89,81463814
1,16,1,2,0,0.11,42,69616567
1,16,1,2,1,0.11,46,72788132
1,16,1,2,2,0.15,70,77204724
1,16,1,2,3,0.13,71,81463814
1,16,1,3,0,^,^,69616567
1,16,1,3,1,^,^,72788132
1,16,1,3,2,^,^,77204724
1,16,1,3,3,^,^,81463814
1,16,2,0,0,0.77,299,69616567
1,16,2,0,1,0.91,372,72788132
1,16,2,0,2,0.82,377,77204724
1,16,2,0,3,0.73,400,81463814
1,16,2,1,0,0.83,322,69616567
1,16,2,1,1,0.96,393,72788132
1,16,2,1,2,0.85,390,77204724
1,16,2,1,3,0.77,424,81463814
1,16,2,2,0,0.73,284,69616567
1,16,2,2,1,0.85,347,72788132
1,16,2,2,2,0.74,342,77204724
1,16,2,2,3,0.64,349,81463814
1,16,2,3,0,0.04,15,69616567
1,16,2,3,1,0.06,25,72788132
1,16,2,3,2,0.08,35,77204724
1,16,2,3,3,0.09,51,81463814
1,16,3,0,0,0.40,155,69616567
1,16,3,0,1,0.40,164,72788132
1,16,3,0,2,0.38,176,77204724
1,16,3,0,3,0.37,201,81463814
1,16,3,1,0,0.51,196,69616567
1,16,3,1,1,0.51,206,72788132
1,16,3,1,2,0.48,219,77204724
1,16,3,1,3,0.43,236,81463814
1,16,3,2,0,0.38,147,69616567
1,16,3,2,1,0.36,145,72788132
1,16,3,2,2,0.31,144,77204724
1,16,3,2,3,0.28,154,81463814
1,16,3,3,0,^,^,69616567
1,16,3,3,1,0.05,19,72788132
1,16,3,3,2,0.07,32,77204724
1,16,3,3,3,0.08,47,81463814
1,17,0,0,0,1.09,412,69616567
1,17,0,0,1,1.30,537,72788132
1,17,0,0,2,1.06,494,77204724
1,17,0,0,3,0.93,515,81463814
1,17,0,1,0,1.27,477,69616567
1,17,0,1,1,1.47,607,72788132
1,17,0,1,2,1.18,551,77204724
1,17,0,1,3,1.03,571,81463814
1,17,0,2,0,1.07,403,69616567
1,17,0,2,1,1.22,503,72788132
1,17,0,2,2,0.95,444,77204724
1,17,0,2,3,0.83,457,81463814
1,17,0,3,0,^,^,69616567
1,17,0,3,1,0.08,34,72788132
1,17,0,3,2,0.10,50,77204724
1,17,0,3,3,0.10,58,81463814
1,17,1,0,0,0.09,34,69616567
1,17,1,0,1,0.18,73,72788132
1,17,1,0,2,0.11,52,77204724
1,17,1,0,3,0.09,51,81463814
1,17,1,1,0,0.11,40,69616567
1,17,1,1,1,0.20,81,72788132
1,17,1,1,2,0.13,59,77204724
1,17,1,1,3,0.10,56,81463814
1,17,1,2,0,0.09,33,69616567
1,17,1,2,1,0.17,71,72788132
1,17,1,2,2,0.10,46,77204724
1,17,1,2,3,0.09,50,81463814
1,17,1,3,0,^,^,69616567
1,17,1,3,1,^,^,72788132
1,17,1,3,2,^,^,77204724
1,17,1,3,3,^,^,81463814
1,17,2,0,0,0.64,240,69616567
1,17,2,0,1,0.73,302,72788132
1,17,2,0,2,0.62,293,77204724
1,17,2,0,3,0.57,318,81463814
1,17,2,1,0,0.67,252,69616567
1,17,2,1,1,0.78,321,72788132
1,17,2,1,2,0.66,310,77204724
1,17,2,1,3,0.60,331,81463814
1,17,2,2,0,0.63,236,69616567
1,17,2,2,1,0.68,283,72788132
1,17,2,2,2,0.58,270,77204724
1,17,2,2,3,0.52,287,81463814
1,17,2,3,0,^,^,69616567
1,17,2,3,1,0.05,19,72788132
1,17,2,3,2,0.05,23,77204724
1,17,2,3,3,0.05,31,81463814
1,17,3,0,0,0.37,138,69616567
1,17,3,0,1,0.39,162,72788132
1,17,3,0,2,0.32,149,77204724
1,17,3,0,3,0.26,146,81463814
1,17,3,1,0,0.49,185,69616567
1,17,3,1,1,0.50,205,72788132
1,17,3,1,2,0.39,182,77204724
1,17,3,1,3,0.33,184,81463814
1,17,3,2,0,0.36,134,69616567
1,17,3,2,1,0.36,149,72788132
1,17,3,2,2,0.28,128,77204724
1,17,3,2,3,0.22,120,81463814
1,17,3,3,0,^,^,69616567
1,17,3,3,1,0.03,13,72788132
