"IM Race-Ethnicity no Unknown","18_Age Categories for NordPred","IM Subsite","IM Histology with All","IM 5-year LATEST","Crude Rate","Count","Population"
0,15,0,0,2,0.82,2858,347280455
0,15,0,0,3,0.94,3253,346452871
0,15,0,1,0,0.61,2122,347688122
0,15,0,1,1,0.66,2284,346283967
0,15,0,1,2,0.70,2432,347280455
0,15,0,1,3,0.77,2682,346452871
0,15,0,2,0,0.02,81,347688122
0,15,0,2,1,0.04,133,346283967
0,15,0,2,2,0.06,209,347280455
0,15,0,2,3,0.09,315,346452871
0,15,1,0,0,0.26,894,347688122
0,15,1,0,1,0.32,1098,346283967
0,15,1,0,2,0.38,1326,347280455
0,15,1,0,3,0.45,1560,346452871
0,15,1,1,0,0.23,793,347688122
0,15,1,1,1,0.29,1010,346283967
0,15,1,1,2,0.35,1211,347280455
0,15,1,1,3,0.41,1430,346452871
0,15,1,2,0,^,^,347688122
0,15,1,2,1,0.00,15,346283967
0,15,1,2,2,0.01,32,347280455
0,15,1,2,3,0.01,36,346452871
0,15,2,0,0,0.24,845,347688122
0,15,2,0,1,0.25,875,346283967
0,15,2,0,2,0.26,907,347280455
0,15,2,0,3,0.29,993,346452871
0,15,2,1,0,0.22,769,347688122
0,15,2,1,1,0.22,751,346283967
0,15,2,1,2,0.22,759,347280455
0,15,2,1,3,0.23,796,346452871
0,15,2,2,0,0.01,37,347688122
0,15,2,2,1,0.02,67,346283967
0,15,2,2,2,0.03,107,347280455
0,15,2,2,3,0.04,147,346452871
0,15,3,0,0,0.20,699,347688122
0,15,3,0,1,0.19,670,346283967
0,15,3,0,2,0.18,625,347280455
0,15,3,0,3,0.20,700,346452871
0,15,3,1,0,0.16,560,347688122
0,15,3,1,1,0.15,523,346283967
0,15,3,1,2,0.13,462,347280455
0,15,3,1,3,0.13,456,346452871
0,15,3,2,0,0.01,35,347688122
0,15,3,2,1,0.01,51,346283967
0,15,3,2,2,0.02,70,347280455
0,15,3,2,3,0.04,132,346452871
0,16,0,0,0,0.81,2806,347688122
0,16,0,0,1,0.91,3143,346283967
0,16,0,0,2,0.86,2971,347280455
0,16,0,0,3,0.89,3072,346452871
0,16,0,1,0,0.71,2472,347688122
0,16,0,1,1,0.78,2691,346283967
0,16,0,1,2,0.71,2467,347280455
0,16,0,1,3,0.72,2481,346452871
0,16,0,2,0,0.02,79,347688122
0,16,0,2,1,0.05,177,346283967
0,16,0,2,2,0.08,267,347280455
0,16,0,2,3,0.10,360,346452871
0,16,1,0,0,0.27,928,347688122
0,16,1,0,1,0.34,1188,346283967
0,16,1,0,2,0.34,1185,347280455
0,16,1,0,3,0.38,1310,346452871
0,16,1,1,0,0.25,855,347688122
0,16,1,1,1,0.32,1099,346283967
0,16,1,1,2,0.31,1091,347280455
0,16,1,1,3,0.35,1200,346452871
0,16,1,2,0,0.00,10,347688122
0,16,1,2,1,0.01,21,346283967
0,16,1,2,2,0.01,26,347280455
0,16,1,2,3,0.01,35,346452871
0,16,2,0,0,0.30,1047,347688122
0,16,2,0,1,0.34,1180,346283967
0,16,2,0,2,0.30,1046,347280455
0,16,2,0,3,0.32,1109,346452871
0,16,2,1,0,0.28,969,347688122
0,16,2,1,1,0.30,1038,346283967
0,16,2,1,2,0.25,865,347280455
0,16,2,1,3,0.25,868,346452871
0,16,2,2,0,0.01,29,347688122
0,16,2,2,1,0.02,85,346283967
0,16,2,2,2,0.04,142,347280455
0,16,2,2,3,0.06,196,346452871
0,16,3,0,0,0.24,831,347688122
0,16,3,0,1,0.22,775,346283967
0,16,3,0,2,0.21,740,347280455
0,16,3,0,3,0.19,653,346452871
0,16,3,1,0,0.19,648,347688122
0,16,3,1,1,0.16,554,346283967
0,16,3,1,2,0.15,511,347280455
0,16,3,1,3,0.12,413,346452871
0,16,3,2,0,0.01,40,347688122
0,16,3,2,1,0.02,71,346283967
0,16,3,2,2,0.03,99,347280455
0,16,3,2,3,0.04,129,346452871
0,17,0,0,0,0.78,2702,347688122
0,17,0,0,1,0.90,3133,346283967
0,17,0,0,2,0.88,3050,347280455
0,17,0,0,3,0.81,2797,346452871
0,17,0,1,0,0.66,2289,347688122
0,17,0,1,1,0.75,2607,346283967
0,17,0,1,2,0.73,2535,347280455
0,17,0,1,3,0.64,2211,346452871
0,17,0,2,0,0.02,68,347688122
0,17,0,2,1,0.05,185,346283967
0,17,0,2,2,0.07,250,347280455
0,17,0,2,3,0.10,332,346452871
0,17,1,0,0,0.22,752,347688122
0,17,1,0,1,0.27,943,346283967
0,17,1,0,2,0.30,1042,347280455
0,17,1,0,3,0.28,980,346452871
0,17,1,1,0,0.19,663,347688122
0,17,1,1,1,0.25,853,346283967
0,17,1,1,2,0.28,959,347280455
0,17,1,1,3,0.25,883,346452871
0,17,1,2,0,0.00,10,347688122
0,17,1,2,1,0.00,17,346283967
0,17,1,2,2,0.01,21,347280455
0,17,1,2,3,0.01,31,346452871
0,17,2,0,0,0.32,1115,347688122
0,17,2,0,1,0.38,1303,346283967
0,17,2,0,2,0.36,1242,347280455
0,17,2,0,3,0.32,1125,346452871
0,17,2,1,0,0.29,1006,347688122
0,17,2,1,1,0.33,1127,346283967
0,17,2,1,2,0.30,1041,347280455
0,17,2,1,3,0.25,882,346452871
0,17,2,2,0,0.01,37,347688122
0,17,2,2,1,0.03,97,346283967
0,17,2,2,2,0.04,137,347280455
0,17,2,2,3,0.05,183,346452871
0,17,3,0,0,0.24,835,347688122
0,17,3,0,1,0.26,887,346283967
0,17,3,0,2,0.22,766,347280455
0,17,3,0,3,0.20,692,346452871
0,17,3,1,0,0.18,620,347688122
0,17,3,1,1,0.18,627,346283967
0,17,3,1,2,0.15,535,347280455
0,17,3,1,3,0.13,446,346452871
0,17,3,2,0,0.01,21,347688122
0,17,3,2,1,0.02,71,346283967
0,17,3,2,2,0.03,92,347280455
0,17,3,2,3,0.03,118,346452871
0,18,0,0,0,0.86,3005,347688122
0,18,0,0,1,0.97,3359,346283967
0,18,0,0,2,0.97,3373,347280455
0,18,0,0,3,0.90,3132,346452871
0,18,0,1,0,0.69,2392,347688122
0,18,0,1,1,0.78,2687,346283967
0,18,0,1,2,0.76,2634,347280455
0,18,0,1,3,0.71,2454,346452871
0,18,0,2,0,0.02,67,347688122
0,18,0,2,1,0.04,132,346283967
0,18,0,2,2,0.05,187,347280455
0,18,0,2,3,0.07,237,346452871
0,18,1,0,0,0.17,580,347688122
0,18,1,0,1,0.22,746,346283967
0,18,1,0,2,0.25,866,347280455
0,18,1,0,3,0.26,889,346452871
0,18,1,1,0,0.15,515,347688122
0,18,1,1,1,0.19,662,346283967
0,18,1,1,2,0.22,772,347280455
0,18,1,1,3,0.23,805,346452871
0,18,1,2,0,^,^,347688122
0,18,1,2,1,0.00,13,346283967
0,18,1,2,2,0.00,17,347280455
0,18,1,2,3,0.01,22,346452871
0,18,2,0,0,0.39,1366,347688122
0,18,2,0,1,0.44,1520,346283967
0,18,2,0,2,0.42,1458,347280455
0,18,2,0,3,0.39,1339,346452871
0,18,2,1,0,0.35,1216,347688122
0,18,2,1,1,0.39,1348,346283967
0,18,2,1,2,0.36,1257,347280455
0,18,2,1,3,0.32,1121,346452871
0,18,2,2,0,0.01,27,347688122
0,18,2,2,1,0.02,65,346283967
0,18,2,2,2,0.03,96,347280455
0,18,2,2,3,0.04,129,346452871
0,18,3,0,0,0.30,1059,347688122
0,18,3,0,1,0.32,1093,346283967
0,18,3,0,2,0.30,1049,347280455
0,18,3,0,3,0.26,904,346452871
0,18,3,1,0,0.19,661,347688122
0,18,3,1,1,0.20,677,346283967
0,18,3,1,2,0.17,605,347280455
0,18,3,1,3,0.15,528,346452871
0,18,3,2,0,0.01,33,347688122
0,18,3,2,1,0.02,54,346283967
0,18,3,2,2,0.02,74,347280455
0,18,3,2,3,0.02,86,346452871
0,19,0,0,0,4.99,17350,347688122
0,19,0,0,1,5.94,20557,346283967
0,19,0,0,2,6.09,21162,347280455
0,19,0,0,3,6.23,21578,346452871
0,19,0,1,0,4.29,14915,347688122
0,19,0,1,1,5.06,17519,346283967
0,19,0,1,2,5.11,17763,347280455
0,19,0,1,3,5.09,17624,346452871
0,19,0,2,0,0.14,475,347688122
0,19,0,2,1,0.30,1040,346283967
0,19,0,2,2,0.42,1458,347280455
0,19,0,2,3,0.60,2094,346452871
0,19,1,0,0,1.76,6120,347688122
0,19,1,0,1,2.29,7920,346283967
0,19,1,0,2,2.58,8971,347280455
0,19,1,0,3,2.77,9606,346452871
0,19,1,1,0,1.59,5517,347688122
0,19,1,1,1,2.10,7260,346283967
0,19,1,1,2,2.38,8252,347280455
0,19,1,1,3,2.54,8787,346452871
0,19,1,2,0,0.02,69,347688122
0,19,1,2,1,0.04,137,346283967
0,19,1,2,2,0.05,177,347280455
0,19,1,2,3,0.07,253,346452871
0,19,2,0,0,1.77,6152,347688122
0,19,2,0,1,2.12,7353,346283967
0,19,2,0,2,2.03,7047,347280455
0,19,2,0,3,2.04,7055,346452871
0,19,2,1,0,1.60,5570,347688122
0,19,2,1,1,1.86,6430,346283967
0,19,2,1,2,1.71,5940,347280455
0,19,2,1,3,1.63,5639,346452871
0,19,2,2,0,0.06,211,347688122
0,19,2,2,1,0.15,506,346283967
0,19,2,2,2,0.22,747,347280455
0,19,2,2,3,0.31,1057,346452871
0,19,3,0,0,1.46,5078,347688122
0,19,3,0,1,1.53,5284,346283967
0,19,3,0,2,1.48,5144,347280455
0,19,3,0,3,1.42,4917,346452871
0,19,3,1,0,1.10,3828,347688122
0,19,3,1,1,1.11,3829,346283967
0,19,3,1,2,1.03,3571,347280455
0,19,3,1,3,0.92,3198,346452871
0,19,3,2,0,0.06,195,347688122
0,19,3,2,1,0.11,397,346283967
0,19,3,2,2,0.15,534,347280455
0,19,3,2,3,0.23,784,346452871
1,0,0,0,0,^,^,69616567
1,0,0,0,1,^,^,72788132
1,0,0,0,2,^,^,77204724
1,0,0,0,3,^,^,81463814
1,0,0,1,0,^,^,69616567
1,0,0,1,1,^,^,72788132
1,0,0,1,2,^,^,77204724
1,0,0,1,3,^,^,81463814
1,0,0,2,0,^,^,69616567
1,0,0,2,1,^,^,72788132
1,0,0,2,2,^,^,77204724
1,0,0,2,3,^,^,81463814
1,0,1,0,0,^,^,69616567
1,0,1,0,1,^,^,72788132
1,0,1,0,2,^,^,77204724
1,0,1,0,3,^,^,81463814
1,0,1,1,0,^,^,69616567
1,0,1,1,1,^,^,72788132
1,0,1,1,2,^,^,77204724
1,0,1,1,3,^,^,81463814
1,0,1,2,0,^,^,69616567
1,0,1,2,1,^,^,72788132
1,0,1,2,2,^,^,77204724
1,0,1,2,3,^,^,81463814
1,0,2,0,0,^,^,69616567
1,0,2,0,1,^,^,72788132
1,0,2,0,2,^,^,77204724
1,0,2,0,3,^,^,81463814
1,0,2,1,0,^,^,69616567
1,0,2,1,1,^,^,72788132
1,0,2,1,2,^,^,77204724
1,0,2,1,3,^,^,81463814
1,0,2,2,0,^,^,69616567
1,0,2,2,1,^,^,72788132
1,0,2,2,2,^,^,77204724
1,0,2,2,3,^,^,81463814
1,0,3,0,0,^,^,69616567
1,0,3,0,1,^,^,72788132
1,0,3,0,2,^,^,77204724
1,0,3,0,3,^,^,81463814
1,0,3,1,0,^,^,69616567
1,0,3,1,1,^,^,72788132
1,0,3,1,2,^,^,77204724
1,0,3,1,3,^,^,81463814
1,0,3,2,0,^,^,69616567
1,0,3,2,1,^,^,72788132
1,0,3,2,2,^,^,77204724
1,0,3,2,3,^,^,81463814
1,1,0,0,0,^,^,69616567
1,1,0,0,1,^,^,72788132
1,1,0,0,2,^,^,77204724
1,1,0,0,3,^,^,81463814
1,1,0,1,0,^,^,69616567
1,1,0,1,1,^,^,72788132
1,1,0,1,2,^,^,77204724
1,1,0,1,3,^,^,81463814
1,1,0,2,0,^,^,69616567
1,1,0,2,1,^,^,72788132
1,1,0,2,2,^,^,77204724
1,1,0,2,3,^,^,81463814
1,1,1,0,0,^,^,69616567
1,1,1,0,1,^,^,72788132
1,1,1,0,2,^,^,77204724
1,1,1,0,3,^,^,81463814
1,1,1,1,0,^,^,69616567
1,1,1,1,1,^,^,72788132
1,1,1,1,2,^,^,77204724
1,1,1,1,3,^,^,81463814
1,1,1,2,0,^,^,69616567
1,1,1,2,1,^,^,72788132
1,1,1,2,2,^,^,77204724
1,1,1,2,3,^,^,81463814
1,1,2,0,0,^,^,69616567
1,1,2,0,1,^,^,72788132
1,1,2,0,2,^,^,77204724
1,1,2,0,3,^,^,81463814
1,1,2,1,0,^,^,69616567
1,1,2,1,1,^,^,72788132
1,1,2,1,2,^,^,77204724
1,1,2,1,3,^,^,81463814
1,1,2,2,0,^,^,69616567
1,1,2,2,1,^,^,72788132
1,1,2,2,2,^,^,77204724
1,1,2,2,3,^,^,81463814
1,1,3,0,0,^,^,69616567
1,1,3,0,1,^,^,72788132
1,1,3,0,2,^,^,77204724
1,1,3,0,3,^,^,81463814
1,1,3,1,0,^,^,69616567
1,1,3,1,1,^,^,72788132
1,1,3,1,2,^,^,77204724
1,1,3,1,3,^,^,81463814
1,1,3,2,0,^,^,69616567
1,1,3,2,1,^,^,72788132
1,1,3,2,2,^,^,77204724
1,1,3,2,3,^,^,81463814
1,2,0,0,0,^,^,69616567
1,2,0,0,1,^,^,72788132
1,2,0,0,2,^,^,77204724
1,2,0,0,3,^,^,81463814
1,2,0,1,0,^,^,69616567
1,2,0,1,1,^,^,72788132
1,2,0,1,2,^,^,77204724
1,2,0,1,3,^,^,81463814
1,2,0,2,0,^,^,69616567
1,2,0,2,1,^,^,72788132
1,2,0,2,2,^,^,77204724
1,2,0,2,3,^,^,81463814
1,2,1,0,0,^,^,69616567
1,2,1,0,1,^,^,72788132
1,2,1,0,2,^,^,77204724
1,2,1,0,3,^,^,81463814
1,2,1,1,0,^,^,69616567
1,2,1,1,1,^,^,72788132
1,2,1,1,2,^,^,77204724
1,2,1,1,3,^,^,81463814
1,2,1,2,0,^,^,69616567
1,2,1,2,1,^,^,72788132
1,2,1,2,2,^,^,77204724
1,2,1,2,3,^,^,81463814
1,2,2,0,0,^,^,69616567
1,2,2,0,1,^,^,72788132
1,2,2,0,2,^,^,77204724
1,2,2,0,3,^,^,81463814
1,2,2,1,0,^,^,69616567
1,2,2,1,1,^,^,72788132
1,2,2,1,2,^,^,77204724
1,2,2,1,3,^,^,81463814
1,2,2,2,0,^,^,69616567
1,2,2,2,1,^,^,72788132
1,2,2,2,2,^,^,77204724
1,2,2,2,3,^,^,81463814
1,2,3,0,0,^,^,69616567
1,2,3,0,1,^,^,72788132
1,2,3,0,2,^,^,77204724
1,2,3,0,3,^,^,81463814
1,2,3,1,0,^,^,69616567
1,2,3,1,1,^,^,72788132
1,2,3,1,2,^,^,77204724
1,2,3,1,3,^,^,81463814
1,2,3,2,0,^,^,69616567
1,2,3,2,1,^,^,72788132
1,2,3,2,2,^,^,77204724
1,2,3,2,3,^,^,81463814
1,3,0,0,0,^,^,69616567
1,3,0,0,1,^,^,72788132
1,3,0,0,2,^,^,77204724
1,3,0,0,3,^,^,81463814
1,3,0,1,0,^,^,69616567
1,3,0,1,1,^,^,72788132
1,3,0,1,2,^,^,77204724
1,3,0,1,3,^,^,81463814
1,3,0,2,0,^,^,69616567
1,3,0,2,1,^,^,72788132
1,3,0,2,2,^,^,77204724
1,3,0,2,3,^,^,81463814
1,3,1,0,0,^,^,69616567
1,3,1,0,1,^,^,72788132
1,3,1,0,2,^,^,77204724
1,3,1,0,3,^,^,81463814
1,3,1,1,0,^,^,69616567
1,3,1,1,1,^,^,72788132
1,3,1,1,2,^,^,77204724
1,3,1,1,3,^,^,81463814
1,3,1,2,0,^,^,69616567
1,3,1,2,1,^,^,72788132
1,3,1,2,2,^,^,77204724
1,3,1,2,3,^,^,81463814
1,3,2,0,0,^,^,69616567
1,3,2,0,1,^,^,72788132
1,3,2,0,2,^,^,77204724
1,3,2,0,3,^,^,81463814
1,3,2,1,0,^,^,69616567
1,3,2,1,1,^,^,72788132
1,3,2,1,2,^,^,77204724
1,3,2,1,3,^,^,81463814
1,3,2,2,0,^,^,69616567
1,3,2,2,1,^,^,72788132
1,3,2,2,2,^,^,77204724
1,3,2,2,3,^,^,81463814
1,3,3,0,0,^,^,69616567
1,3,3,0,1,^,^,72788132
1,3,3,0,2,^,^,77204724
1,3,3,0,3,^,^,81463814
1,3,3,1,0,^,^,69616567
1,3,3,1,1,^,^,72788132
1,3,3,1,2,^,^,77204724
1,3,3,1,3,^,^,81463814
1,3,3,2,0,^,^,69616567
1,3,3,2,1,^,^,72788132
1,3,3,2,2,^,^,77204724
1,3,3,2,3,^,^,81463814
1,4,0,0,0,0.02,11,69616567
1,4,0,0,1,^,^,72788132
1,4,0,0,2,^,^,77204724
1,4,0,0,3,0.02,17,81463814
1,4,0,1,0,0.01,10,69616567
1,4,0,1,1,^,^,72788132
1,4,0,1,2,^,^,77204724
1,4,0,1,3,0.01,10,81463814
1,4,0,2,0,^,^,69616567
1,4,0,2,1,^,^,72788132
1,4,0,2,2,^,^,77204724
1,4,0,2,3,^,^,81463814
1,4,1,0,0,^,^,69616567
1,4,1,0,1,^,^,72788132
1,4,1,0,2,^,^,77204724
1,4,1,0,3,^,^,81463814
1,4,1,1,0,^,^,69616567
1,4,1,1,1,^,^,72788132
1,4,1,1,2,^,^,77204724
1,4,1,1,3,^,^,81463814
1,4,1,2,0,^,^,69616567
1,4,1,2,1,^,^,72788132
1,4,1,2,2,^,^,77204724
1,4,1,2,3,^,^,81463814
1,4,2,0,0,^,^,69616567
1,4,2,0,1,^,^,72788132
1,4,2,0,2,^,^,77204724
1,4,2,0,3,^,^,81463814
1,4,2,1,0,^,^,69616567
1,4,2,1,1,^,^,72788132
1,4,2,1,2,^,^,77204724
1,4,2,1,3,^,^,81463814
1,4,2,2,0,^,^,69616567
1,4,2,2,1,^,^,72788132
1,4,2,2,2,^,^,77204724
1,4,2,2,3,^,^,81463814
1,4,3,0,0,^,^,69616567
1,4,3,0,1,^,^,72788132
1,4,3,0,2,^,^,77204724
1,4,3,0,3,^,^,81463814
1,4,3,1,0,^,^,69616567
1,4,3,1,1,^,^,72788132
1,4,3,1,2,^,^,77204724
1,4,3,1,3,^,^,81463814
1,4,3,2,0,^,^,69616567
1,4,3,2,1,^,^,72788132
1,4,3,2,2,^,^,77204724
1,4,3,2,3,^,^,81463814
1,5,0,0,0,0.03,22,69616567
1,5,0,0,1,0.03,22,72788132
1,5,0,0,2,0.02,14,77204724
1,5,0,0,3,0.03,22,81463814
1,5,0,1,0,0.03,22,69616567
1,5,0,1,1,0.02,16,72788132
1,5,0,1,2,0.02,12,77204724
1,5,0,1,3,0.02,17,81463814
1,5,0,2,0,^,^,69616567
1,5,0,2,1,^,^,72788132
1,5,0,2,2,^,^,77204724
1,5,0,2,3,^,^,81463814
1,5,1,0,0,^,^,69616567
1,5,1,0,1,^,^,72788132
1,5,1,0,2,^,^,77204724
1,5,1,0,3,^,^,81463814
1,5,1,1,0,^,^,69616567
1,5,1,1,1,^,^,72788132
1,5,1,1,2,^,^,77204724
1,5,1,1,3,^,^,81463814
1,5,1,2,0,^,^,69616567
1,5,1,2,1,^,^,72788132
1,5,1,2,2,^,^,77204724
1,5,1,2,3,^,^,81463814
1,5,2,0,0,^,^,69616567
1,5,2,0,1,0.01,10,72788132
1,5,2,0,2,^,^,77204724
1,5,2,0,3,0.02,16,81463814
1,5,2,1,0,^,^,69616567
1,5,2,1,1,^,^,72788132
1,5,2,1,2,^,^,77204724
1,5,2,1,3,0.02,13,81463814
1,5,2,2,0,^,^,69616567
1,5,2,2,1,^,^,72788132
1,5,2,2,2,^,^,77204724
1,5,2,2,3,^,^,81463814
1,5,3,0,0,0.02,11,69616567
1,5,3,0,1,^,^,72788132
1,5,3,0,2,^,^,77204724
1,5,3,0,3,^,^,81463814
1,5,3,1,0,0.02,11,69616567
1,5,3,1,1,^,^,72788132
1,5,3,1,2,^,^,77204724
1,5,3,1,3,^,^,81463814
1,5,3,2,0,^,^,69616567
1,5,3,2,1,^,^,72788132
1,5,3,2,2,^,^,77204724
1,5,3,2,3,^,^,81463814
1,6,0,0,0,0.06,43,69616567
1,6,0,0,1,0.06,44,72788132
1,6,0,0,2,0.04,34,77204724
1,6,0,0,3,0.05,40,81463814
1,6,0,1,0,0.06,40,69616567
1,6,0,1,1,0.05,38,72788132
1,6,0,1,2,0.04,31,77204724
1,6,0,1,3,0.04,30,81463814
1,6,0,2,0,^,^,69616567
1,6,0,2,1,^,^,72788132
1,6,0,2,2,^,^,77204724
1,6,0,2,3,^,^,81463814
1,6,1,0,0,^,^,69616567
1,6,1,0,1,^,^,72788132
1,6,1,0,2,^,^,77204724
1,6,1,0,3,^,^,81463814
1,6,1,1,0,^,^,69616567
1,6,1,1,1,^,^,72788132
1,6,1,1,2,^,^,77204724
1,6,1,1,3,^,^,81463814
1,6,1,2,0,^,^,69616567
1,6,1,2,1,^,^,72788132
1,6,1,2,2,^,^,77204724
1,6,1,2,3,^,^,81463814
1,6,2,0,0,0.02,15,69616567
1,6,2,0,1,0.03,23,72788132
1,6,2,0,2,0.02,17,77204724
1,6,2,0,3,0.03,23,81463814
1,6,2,1,0,0.02,14,69616567
1,6,2,1,1,0.03,21,72788132
1,6,2,1,2,0.02,15,77204724
1,6,2,1,3,0.02,18,81463814
1,6,2,2,0,^,^,69616567
1,6,2,2,1,^,^,72788132
1,6,2,2,2,^,^,77204724
1,6,2,2,3,^,^,81463814
1,6,3,0,0,0.03,23,69616567
1,6,3,0,1,0.02,16,72788132
1,6,3,0,2,0.02,13,77204724
1,6,3,0,3,0.02,14,81463814
1,6,3,1,0,0.03,21,69616567
1,6,3,1,1,0.02,12,72788132
1,6,3,1,2,0.02,13,77204724
1,6,3,1,3,^,^,81463814
1,6,3,2,0,^,^,69616567
1,6,3,2,1,^,^,72788132
1,6,3,2,2,^,^,77204724
1,6,3,2,3,^,^,81463814
1,7,0,0,0,0.09,62,69616567
1,7,0,0,1,0.13,93,72788132
1,7,0,0,2,0.10,76,77204724
1,7,0,0,3,0.10,81,81463814
1,7,0,1,0,0.08,57,69616567
1,7,0,1,1,0.10,74,72788132
1,7,0,1,2,0.08,63,77204724
1,7,0,1,3,0.08,66,81463814
1,7,0,2,0,^,^,69616567
1,7,0,2,1,0.01,10,72788132
1,7,0,2,2,^,^,77204724
1,7,0,2,3,^,^,81463814
1,7,1,0,0,^,^,69616567
1,7,1,0,1,0.02,12,72788132
1,7,1,0,2,0.01,10,77204724
1,7,1,0,3,^,^,81463814
1,7,1,1,0,^,^,69616567
1,7,1,1,1,0.02,11,72788132
1,7,1,1,2,^,^,77204724
1,7,1,1,3,^,^,81463814
1,7,1,2,0,^,^,69616567
1,7,1,2,1,^,^,72788132
1,7,1,2,2,^,^,77204724
1,7,1,2,3,^,^,81463814
1,7,2,0,0,0.04,25,69616567
1,7,2,0,1,0.07,52,72788132
1,7,2,0,2,0.06,44,77204724
1,7,2,0,3,0.05,43,81463814
1,7,2,1,0,0.03,22,69616567
1,7,2,1,1,0.06,43,72788132
1,7,2,1,2,0.05,40,77204724
1,7,2,1,3,0.04,35,81463814
1,7,2,2,0,^,^,69616567
1,7,2,2,1,^,^,72788132
1,7,2,2,2,^,^,77204724
1,7,2,2,3,^,^,81463814
1,7,3,0,0,0.05,33,69616567
1,7,3,0,1,0.04,29,72788132
1,7,3,0,2,0.03,22,77204724
1,7,3,0,3,0.04,29,81463814
1,7,3,1,0,0.04,31,69616567
1,7,3,1,1,0.03,20,72788132
1,7,3,1,2,0.02,15,77204724
1,7,3,1,3,0.03,25,81463814
1,7,3,2,0,^,^,69616567
1,7,3,2,1,^,^,72788132
1,7,3,2,2,^,^,77204724
1,7,3,2,3,^,^,81463814
1,8,0,0,0,0.20,140,69616567
1,8,0,0,1,0.23,167,72788132
1,8,0,0,2,0.18,136,77204724
1,8,0,0,3,0.20,160,81463814
1,8,0,1,0,0.19,131,69616567
1,8,0,1,1,0.19,135,72788132
1,8,0,1,2,0.15,116,77204724
1,8,0,1,3,0.15,123,81463814
1,8,0,2,0,^,^,69616567
1,8,0,2,1,0.02,17,72788132
1,8,0,2,2,0.02,12,77204724
1,8,0,2,3,0.03,23,81463814
1,8,1,0,0,0.02,14,69616567
1,8,1,0,1,0.03,23,72788132
1,8,1,0,2,0.02,16,77204724
1,8,1,0,3,0.01,12,81463814
1,8,1,1,0,0.02,14,69616567
1,8,1,1,1,0.03,21,72788132
1,8,1,1,2,0.02,13,77204724
1,8,1,1,3,^,^,81463814
1,8,1,2,0,^,^,69616567
1,8,1,2,1,^,^,72788132
1,8,1,2,2,^,^,77204724
1,8,1,2,3,^,^,81463814
1,8,2,0,0,0.08,53,69616567
1,8,2,0,1,0.12,88,72788132
1,8,2,0,2,0.09,71,77204724
1,8,2,0,3,0.11,91,81463814
1,8,2,1,0,0.07,49,69616567
1,8,2,1,1,0.10,75,72788132
1,8,2,1,2,0.08,64,77204724
1,8,2,1,3,0.09,71,81463814
1,8,2,2,0,^,^,69616567
1,8,2,2,1,0.01,10,72788132
1,8,2,2,2,^,^,77204724
1,8,2,2,3,0.02,16,81463814
1,8,3,0,0,0.10,73,69616567
1,8,3,0,1,0.08,56,72788132
1,8,3,0,2,0.06,49,77204724
1,8,3,0,3,0.07,57,81463814
1,8,3,1,0,0.10,68,69616567
1,8,3,1,1,0.05,39,72788132
1,8,3,1,2,0.05,39,77204724
1,8,3,1,3,0.05,43,81463814
1,8,3,2,0,^,^,69616567
1,8,3,2,1,^,^,72788132
1,8,3,2,2,^,^,77204724
1,8,3,2,3,^,^,81463814
1,9,0,0,0,0.21,144,69616567
1,9,0,0,1,0.22,159,72788132
1,9,0,0,2,0.18,140,77204724
1,9,0,0,3,0.18,145,81463814
1,9,0,1,0,0.18,125,69616567
1,9,0,1,1,0.19,136,72788132
1,9,0,1,2,0.15,119,77204724
1,9,0,1,3,0.14,116,81463814
1,9,0,2,0,^,^,69616567
1,9,0,2,1,0.01,10,72788132
1,9,0,2,2,0.01,10,77204724
1,9,0,2,3,0.02,20,81463814
1,9,1,0,0,0.02,11,69616567
1,9,1,0,1,0.02,17,72788132
1,9,1,0,2,0.02,15,77204724
1,9,1,0,3,0.02,18,81463814
1,9,1,1,0,0.02,11,69616567
1,9,1,1,1,0.02,15,72788132
1,9,1,1,2,0.02,13,77204724
1,9,1,1,3,0.02,16,81463814
1,9,1,2,0,^,^,69616567
1,9,1,2,1,^,^,72788132
1,9,1,2,2,^,^,77204724
1,9,1,2,3,^,^,81463814
1,9,2,0,0,0.09,65,69616567
1,9,2,0,1,0.12,85,72788132
1,9,2,0,2,0.09,68,77204724
1,9,2,0,3,0.09,75,81463814
1,9,2,1,0,0.09,61,69616567
1,9,2,1,1,0.11,78,72788132
1,9,2,1,2,0.08,58,77204724
1,9,2,1,3,0.08,67,81463814
1,9,2,2,0,^,^,69616567
1,9,2,2,1,^,^,72788132
1,9,2,2,2,^,^,77204724
1,9,2,2,3,^,^,81463814
1,9,3,0,0,0.10,68,69616567
1,9,3,0,1,0.08,57,72788132
1,9,3,0,2,0.07,57,77204724
1,9,3,0,3,0.06,52,81463814
1,9,3,1,0,0.08,53,69616567
1,9,3,1,1,0.06,43,72788132
1,9,3,1,2,0.06,48,77204724
1,9,3,1,3,0.04,33,81463814
1,9,3,2,0,^,^,69616567
1,9,3,2,1,^,^,72788132
1,9,3,2,2,^,^,77204724
1,9,3,2,3,0.01,11,81463814
1,10,0,0,0,0.26,179,69616567
1,10,0,0,1,0.38,278,72788132
1,10,0,0,2,0.32,247,77204724
1,10,0,0,3,0.27,223,81463814
1,10,0,1,0,0.22,156,69616567
1,10,0,1,1,0.32,233,72788132
1,10,0,1,2,0.27,209,77204724
